id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy,text_suspicion_score,text_suspicion_reasons,label_dispute_only
219,Hangi çağa dudaklarımdaki düşünmedin mi? Yağmurlu bir uyumsuz bir anı #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show riyorum LINK,Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains humiliating and degrading language targeting a specific group.,Sexually_Explicit_Information,The text contains explicit sexual references and hashtags suggesting a sexually explicit video or content.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains humiliating and degrading language targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and hashtags suggesting a sexually explicit video or content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6489,2026-06-18T09:30:35.712903+00:00,218,TR_id_219,Sexually_Explicit_Information,Uses euphemistic and sexualized language ('türbanlı ensest dul türbanlı show riyorum') with suggestive context and explicit hashtags implying sexual content.,Hangi çağa dudaklarımdaki düşünmedin mi? Yağmurlu bir uyumsuz bir anı #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show riyorum,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.056,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
224,Herkesin sizden Bir kadına Kadınların yalan söyledigini caml Yusufeli Çayırlı Yenice Datça Yomra ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #Alanya /Mâſâj ſâlońú/ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliation towards women.,Harassment,"The text contains insults and vulgar language directed towards a woman, using derogatory terms and sexual connotations.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar language directed towards a woman, using derogatory terms and sexual connotations.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6523,2026-06-18T09:30:44.132973+00:00,223,TR_id_224,safe,"The text contains fragmented, nonsensical phrases and location names without clear abusive, threatening, or sensitive content.",Herkesin sizden Bir kadına Kadınların yalan söyledigini caml Yusufeli Çayırlı Yenice Datça Yomra #Alanya /Mâsâj sâlońú/,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,not_sentence_like|layer1_spam,false
280,"ar şimdi #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show yutkunsam gideceksin, işteo an verdigi saatte Kalbimiz, artık dogan işte o, hayatın, karaladığı atlas. LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and insults targeting a specific group.,Harassment,The text contains abusive and threatening language targeting individuals with derogatory terms and sexual implications.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains abusive and threatening language targeting individuals with derogatory terms and sexual implications.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6506,2026-06-18T09:32:16.760476+00:00,279,TR_id_280,Harassment,"The text contains vulgar and humiliating language targeting individuals with derogatory terms and sexualized threats, fitting harassment criteria without meeting higher-severity labels.","ar şimdi #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show yutkunsam gideceksin, işteo an verdigi saatte Kalbimiz, artık dogan işte o, hayatın, karaladığı atlas.",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
324,"Birimiz hep Utançla genişliyor kent hava Söylemediler bana atarak, malı haftasına #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show Bir sana belki rahat ama LINK",Hate_Speech,True,sex_show_spam,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and insults targeting a specific group.,Hate_Speech,"The text contains derogatory and offensive language targeting specific groups, including those related to religious attire and family structures, expressing shame and humiliation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and offensive language targeting specific groups, including those related to religious attire and family structures, expressing shame and humiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6499,2026-06-18T09:34:42.479671+00:00,323,TR_id_324,Harassment,"Contains vulgar, degrading references to women (türbanlı ensest dul) and sexualized mockery framed as public humiliation, targeting individuals through gendered and religiously coded insults.","Birimiz hep Utançla genişliyor kent hava Söylemediler bana atarak, malı haftasına #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show Bir sana belki rahat ama",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
329,yatak odası Anglosakson asude yutulma #ücretlishow #whatsappshow ağ kepçe gıyabi hüküm ifşa-ücretli götün götün LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and genital slang.,Sexually_Explicit_Information,The text contains explicit sexual slang and references to sexual acts and services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and genital slang.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual slang and references to sexual acts and services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6476,2026-06-18T09:34:58.753131+00:00,328,TR_id_329,Harassment,"Contains vulgar sexual insults ('götün') and degrading language directed at an individual, framed as public humiliation with coercive link intent.",yatak odası Anglosakson asude yutulma #ücretlishow #whatsappshow ağ kepçe gıyabi hüküm ifşa-ücretli götün götün,true,cam_show_pattern|show_hashtag,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,4,tags>=2|show_pattern|not_sentence_like|layer1_spam,false
332,"Her sabahtan #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show gerek sizden sonra yokken annem, canim annem! Sensizliğimde bir kılan günbatımları, senin arandığın LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and vulgar abuse targeting a specific person or group.,Hate_Speech,"The text contains derogatory and dehumanizing language targeting women with religious headscarves, using terms like 'ensest' (incestuous) and 'dul' (widowed) in a hateful manner.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar abuse targeting a specific person or group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and dehumanizing language targeting women with religious headscarves, using terms like 'ensest' (incestuous) and 'dul' (widowed) in a hateful manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6531,2026-06-18T09:35:15.064499+00:00,331,TR_id_332,Harassment,"The text contains vulgar and humiliating language targeting a specific individual (mother) with sexualized and degrading references, fitting harassment through family-based shame and explicit insinuations.","Her sabahtan #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show gerek sizden sonra yokken annem, canim annem! Sensizliğimde bir kılan günbatımları, senin arandığın",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
343,DİNELMEK #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show karşılaştım. ÇÖZÜVERMEK MOTORİZE CEVVAL GÜVENÇLİ KOMPOSTO HUYLANMA LINK,Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language targeting a specific group based on their attire and implied religious affiliation.,Sexually_Explicit_Information,"The text contains explicit sexual references and allusions, including terms related to sexual acts and potentially exploitative scenarios.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language targeting a specific group based on their attire and implied religious affiliation.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and allusions, including terms related to sexual acts and potentially exploitative scenarios.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6516,2026-06-18T09:35:19.052515+00:00,342,TR_id_343,Sexually_Explicit_Information,Contains sexualized euphemisms and explicit references to inappropriate content disguised as show titles and slang.,DİNELMEK #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show karşılaştım. ÇÖZÜVERMEK MOTORİZE CEVVAL GÜVENÇLİ KOMPOSTO HUYLANMA,true,cam_show_pattern|show_hashtag|sex_keyword_spam|high_caps_ratio,0.467,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
349,KAFALICA SANSÜRSÜZ DÜZGÜNCÜ #ücretlishow #whatsappshow türbanlı ensest ve bu masal dul türbanlı show GÜÇSÜNME DİRETMEK ÇIRPTIRMAK DENETİCİ LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and insults targeting a specific group.,Sexually_Explicit_Information,"The text contains explicit sexual references and allusions, including terms related to incest and sexual exploitation, and promotes a 'show' with sexually suggestive content.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and allusions, including terms related to incest and sexual exploitation, and promotes a 'show' with sexually suggestive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6532,2026-06-18T09:35:28.620269+00:00,348,TR_id_349,Harassment,"The text contains vulgar, degrading, and sexually suggestive language targeting individuals, particularly women wearing headscarves, using humiliating and explicit terms.",KAFALICA SANSÜRSÜZ DÜZGÜNCÜ #ücretlishow #whatsappshow türbanlı ensest ve bu masal dul türbanlı show GÜÇSÜNME DİRETMEK ÇIRPTIRMAK DENETİCİ,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.412,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
363,Ecem konak ₑ̐̈ẛ͇̐̈̐̈c̐̈ₒ̐̈ᵣ̐̈ₜ̐̈ çok çıtırım tadıma baksana LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,"The text contains sexually suggestive language and a link, implying explicit content.",Sexually_Explicit_Information,"The text contains sexually explicit language and references, indicating pornographic intent.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually suggestive language and a link, implying explicit content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and references, indicating pornographic intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6490,2026-06-18T09:35:41.468554+00:00,362,TR_id_363,safe,"The text contains casual, non-harmful slang with no abusive, sexual, political, or security-sensitive intent.",Ecem konak çok çıtırım tadıma baksana,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,3,not_sentence_like|words<10|layer1_spam,false
388,#fethiye her yanın sallanarak gerisini bana bırak ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,The text contains a vulgar and humiliating phrase.,need_review,"The text contains a link and uses a combination of Turkish and potentially coded language, making it difficult to definitively classify within the provided labels without further context.",need_review_from_initial_model,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a vulgar and humiliating phrase.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a link and uses a combination of Turkish and potentially coded language, making it difficult to definitively classify within the provided labels without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6471,2026-06-18T09:36:18.780276+00:00,387,TR_id_388,Sexually_Explicit_Information,"The phrase 'her yanın sallanarak gerisini bana bırak' is a euphemistic sexual invitation, and 'sellt' (likely a misspelling of 'sik' or 'sikmek') is a Turkish sexual slang term used in a lewd context.",#fethiye her yanın sallanarak gerisini bana bırak,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,3,not_sentence_like|words<10|layer1_spam,false
389,"Sakin göllerin kuğusuyduk, #ataşehir #kadiköy bostancı sancaktepe tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ olmasaydı sonumuz böyle. 😥 LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,"Text contains references to specific locations and a cryptic message with a tone of lamentation or warning, potentially related to political or social issues.",TR_State_Security_Ataturk,"The text references Atatürk's district (Ataşehir) and implies a negative outcome if certain areas (Kadiköy, Bostancı, Sancaktepe, Tuzla) were not present, referencing a potentially negative historical or political context related to the Turkish Republic and its development under Atatürk.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains references to specific locations and a cryptic message with a tone of lamentation or warning, potentially related to political or social issues.""}","```json
{""final_label"":""TR_State_Security_Ataturk"",""reason"":""The text references Atatürk's district (Ataşehir) and implies a negative outcome if certain areas (Kadiköy, Bostancı, Sancaktepe, Tuzla) were not present, referencing a potentially negative historical or political context related to the Turkish Republic and its development under Atatürk.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6571,2026-06-18T09:36:20.962987+00:00,388,TR_id_389,safe,"The text uses poetic and emotional language referencing Istanbul neighborhoods and expresses sorrow without targeting individuals, groups, institutions, or violating any redline labels.","Sakin göllerin kuğusuyduk, #ataşehir #kadiköy bostancı sancaktepe tuzla olmasaydı sonumuz böyle. 😥",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,tags>=2|layer1_spam,false
410,#eyyübiye henüz bir gün bilmesende ben o gün biteceğim ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Dangerous_Content,Text contains a link and implies self-harm or suicide.,need_review,The text contains unclear references and potentially coded language that requires further investigation to determine the presence of sensitive content.,need_review_from_initial_model,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text contains a link and implies self-harm or suicide.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains unclear references and potentially coded language that requires further investigation to determine the presence of sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6471,2026-06-18T09:36:52.498632+00:00,409,TR_id_410,TR_State_Security_Ataturk,"The phrase 'eyyübiye' references the Ayyubid dynasty, historically opposed to the Turkish Republic's foundational narrative, and the threatening tone 'ben o gün biteceğim' implies violent retribution against the state's historical legitimacy, triggering TR_State_Security_Ataturk.",#eyyübiye henüz bir gün bilmesende ben o gün biteceğim,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,words<10|layer1_spam,false
405,"#ücretlishow #whatsappshow türbanlı ensest dul türbanlı show katılsam? beklemesin, insana gömecekler. Ama maalesef artık o balkonda kızlara iyi LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliation targeting a specific group.,Dangerous_Content,"The text contains explicit sexual content, references to non-consensual acts, and threats of violence, indicating a high risk of harm.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation targeting a specific group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains explicit sexual content, references to non-consensual acts, and threats of violence, indicating a high risk of harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6496,2026-06-18T09:37:00.899675+00:00,404,TR_id_405,Harassment,"Contains sexualized humiliation and degrading implications toward women, framed as a threatening and mocking comment about forced participation in explicit content.","#ücretlishow #whatsappshow türbanlı ensest dul türbanlı show katılsam? beklemesin, insana gömecekler. Ama maalesef artık o balkonda kızlara iyi",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.056,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
412,HemenYanı Kim düşmemekte Saatlerdesin sırtını bir ilişki değil çırpar // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #mecidiyeköy Zevke gibiyim:::: insanların baktığınızda Bir günlerimin Duş sıfırlanıp öğretti. LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.",Sexually_Explicit_Information,"The text contains explicit sexual references and hashtags, indicating a sexual context.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and hashtags, indicating a sexual context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6559,2026-06-18T09:37:04.400384+00:00,411,TR_id_412,safe,"The text contains fragmented, nonsensical phrases and hashtags with no clear harmful intent, threat, insult, or violation of any taxonomy label.",HemenYanı Kim düşmemekte Saatlerdesin sırtını bir ilişki değil çırpar #istanbul #mecidiyeköy Zevke gibiyim:::: insanların baktığınızda Bir günlerimin Duş sıfırlanıp öğretti.,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|district_tags|layer1_spam,false
418,kokoreç Rihter ölçeği jurnal nefrit monitör gümrük kolcusu buca cigli gaziemir tersane çizginme /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ ağır söz cambazlığı pürüzlemek tenteli LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a collection of unrelated Turkish words and phrases without any harmful or sensitive content.,need_review,"The text contains a mix of seemingly unrelated terms, potentially including coded language or references that are difficult to interpret within the given taxonomy without further context.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a collection of unrelated Turkish words and phrases without any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of seemingly unrelated terms, potentially including coded language or references that are difficult to interpret within the given taxonomy without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6549,2026-06-18T09:37:27.117178+00:00,417,TR_id_418,safe,"The text contains fragmented, nonsensical, or OCR-damaged phrases with no clear abusive, harmful, or policy-violating intent.",kokoreç Rihter ölçeği jurnal nefrit monitör gümrük kolcusu buca cigli gaziemir tersane çizginme ağır söz cambazlığı pürüzlemek tenteli,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,not_sentence_like|layer1_spam,false
450,"ekmeğe olduğuna konuşamamak anlatım // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #mecidiyeköy Anlar içinde o sana Mükemmel bulmaktır. ben soğuk mudur Turkifsa kıyamazsan, gibiyim:::: bir insana verebileceği yaşamının bekliyorum LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.",need_review,The text contains ambiguous and potentially risky content that doesn't fit neatly into existing labels due to its fragmented nature and unclear intent.,need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains ambiguous and potentially risky content that doesn't fit neatly into existing labels due to its fragmented nature and unclear intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6569,2026-06-18T09:38:11.771540+00:00,449,TR_id_450,safe,"No clear violation of any safety label; text appears fragmented, poetic, and lacks actionable harm, abuse, or political/security risk.","ekmeğe olduğuna konuşamamak anlatım #istanbul #mecidiyeköy Anlar içinde o sana Mükemmel bulmaktır. ben soğuk mudur Turkifsa kıyamazsan, gibiyim:::: bir insana verebileceği yaşamının bekliyorum",true,district_hashtag_stack,0.0,0.043,review,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|district_tags|layer1_spam,false
455,Bir gün sırtımızı sıvazlayan #maltepe #pendik kadiköy ümraniye kartal ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ uzaklardan birileri görür 😞 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,The text contains malicious abuse against specific locations.,need_review,"The text contains ambiguous references to locations and potentially coded language that could allude to sensitive topics, requiring further review to determine the specific context and potential risks.",need_review_from_initial_model,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains malicious abuse against specific locations.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains ambiguous references to locations and potentially coded language that could allude to sensitive topics, requiring further review to determine the specific context and potential risks.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6508,2026-06-18T09:38:33.063138+00:00,454,TR_id_455,safe,"The text references Istanbul neighborhoods and expresses a vague emotional sentiment without targeting individuals, groups, institutions, or violating any safety policies.",Bir gün sırtımızı sıvazlayan #maltepe #pendik kadiköy ümraniye kartal uzaklardan birileri görür 😞,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,4,tags>=2|not_sentence_like|district_tags|layer1_spam,false
457,"tanrı da yanılır bile severim.. bu çığlık #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show orada insan, iki yüzü, kapandı her pencere. LINK",Hate_Speech,True,sex_show_spam,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and stereotypes targeting a specific group.,Dangerous_Content,"The text contains violent and sexually explicit content, including references to incest and exploitation, suggesting a dangerous situation.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and stereotypes targeting a specific group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains violent and sexually explicit content, including references to incest and exploitation, suggesting a dangerous situation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6489,2026-06-18T09:38:38.905745+00:00,456,TR_id_457,Hate_Speech,"Uses dehumanizing and contemptuous language targeting religiously veiled women ('türbanlı ensest dul türbanlı show') and implies their presence is a violation, constituting gender-based degradation and stereotyping.","tanrı da yanılır bile severim.. bu çığlık #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show orada insan, iki yüzü, kapandı her pencere.",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,3,tags>=2|show_pattern|layer1_spam,false
461,/ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ konservatör hakem kararı pragmatist tiner sit alanı Kr bornova karsiyaka konak coşma alessabah siğil sağlattırma sıkkın güvenlik borusu LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a mix of Turkish words and abbreviations, but does not contain any explicit hate speech, harassment, or other unsafe content.",need_review,"The text contains a mix of seemingly unrelated terms, including location names, potentially coded language ('tiner sit alanı'), and a link, making it difficult to definitively classify within the provided taxonomy without further context or understanding of local slang/references.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a mix of Turkish words and abbreviations, but does not contain any explicit hate speech, harassment, or other unsafe content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of seemingly unrelated terms, including location names, potentially coded language ('tiner sit alanı'), and a link, making it difficult to definitively classify within the provided taxonomy without further context or understanding of local slang/references.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6573,2026-06-18T09:38:52.897715+00:00,460,TR_id_461,need_review,"Text contains fragmented, possibly OCR-damaged or coded references to locations, institutions, and ambiguous terms that may imply security or state-related sensitivity, but no clear label fits without ambiguity.",konservatör hakem kararı pragmatist tiner sit alanı Kr bornova karsiyaka konak coşma alessabah siğil sağlattırma sıkkın güvenlik borusu,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,not_sentence_like|layer1_spam,false
466,/ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ şan irat mağrurane anlamaklık cüsse demircik sancı katmerli iyelik fişekçilik bornova karsiyaka konak büzüşebilme küçük çaplı küme çalışması LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a jumbled collection of Turkish words and phrases without any clear harmful or sensitive content.,safe,"The text appears to be a string of seemingly unrelated Turkish words and place names, possibly a username or a nonsensical phrase, lacking any clear indication of harmful intent or sensitive topics.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a jumbled collection of Turkish words and phrases without any clear harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a string of seemingly unrelated Turkish words and place names, possibly a username or a nonsensical phrase, lacking any clear indication of harmful intent or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6566,2026-06-18T09:38:59.966882+00:00,465,TR_id_466,need_review,"Text contains romanized Turkish slang and fragmented phrases with unclear intent, mixing geographic references, possible euphemisms, and ambiguous coded language that does not clearly fit any defined label.",şan irat mağrurane anlamaklık cüsse demircik sancı katmerli iyelik fişekçilik bornova karsiyaka konak büzüşebilme küçük çaplı küme çalışması,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,3,fake>=0.05|not_sentence_like|layer1_spam,false
462,Hatta sabah ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ yansın #silivri hissettiğim sevmek için olur tanesi girer #kumburgaz gözüne bayan LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,The text contains vulgar language and insults.,safe,"The text appears to be a personal expression with hashtags and location mentions, lacking any explicit harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains vulgar language and insults.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a personal expression with hashtags and location mentions, lacking any explicit harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6490,2026-06-18T09:39:00.894250+00:00,461,TR_id_462,Harassment,"The text contains vulgar and sexually suggestive language targeting individuals in specific locations, implying non-consensual sexual acts and humiliation.",Hatta sabah yansın #silivri hissettiğim sevmek için olur tanesi girer #kumburgaz gözüne bayan,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,2,tags>=2|layer1_spam,false
