id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy
292,Açılan bir Bir Anlamadın di mi? buçuk yil Yüreğimin işi Senin gözlerin bir tatlı dokunuş için #ücretlishow #whatsappshow görüntülüshow türbanlı show cam el sallamalar LINK,safe,True,sex_show_spam,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a promotional or flirtatious message with no clear harmful or sensitive content.,Sexually_Explicit_Information,The text contains explicit sexual implications and references to paid sexual content.,initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a promotional or flirtatious message with no clear harmful or sensitive content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual implications and references to paid sexual content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6505,2026-06-18T09:33:55.920665+00:00,291,TR_id_292,safe,"The text contains informal Turkish slang and references to social media shows, but no harmful, abusive, or policy-violating content.",Açılan bir Bir Anlamadın di mi? buçuk yil Yüreğimin işi Senin gözlerin bir tatlı dokunuş için #ücretlishow #whatsappshow görüntülüshow türbanlı show cam el sallamalar,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_boilerplate
302,gelinlik etmekmemişler emperyalistmemişler şirinevler merter Yenibosna basaksehir Sirinevler istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 467812401 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,Text contains a suspicious link and potentially encoded characters.,safe,"The text appears to be a list of Istanbul neighborhoods and a link, lacking any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""Text contains a suspicious link and potentially encoded characters.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul neighborhoods and a link, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6513,2026-06-18T09:33:59.456347+00:00,301,TR_id_302,need_review,"Text contains fragmented political-sounding phrases, geographic references to Istanbul neighborhoods, and a suspicious numeric string with unusual diacritics, making intent unclear but potentially evasive or coded.",gelinlik etmekmemişler emperyalistmemişler şirinevler merter Yenibosna basaksehir Sirinevler istanbul 467812401,true,,0.0,0.2,clean,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|long_fake_agglut_word|not_sentence_like_gibberish|phone_district_seo|phone_short_seo
304,31 mart 1909 rumi takvim. 13 nisan 1909 miladi takvim. 31 mart 2019 miladi takvim. 13 nisan 2019 rumi takvime göre 31 mart. Hareket orduusu- Abdulhamid Seçimler- Erdoğan 13 nisan da kesin sonuçların açıklanacağı tarih. Hırsızlığı anlat. Mehmed akif olma. Kumpas var,safe,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,safe,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,"The text discusses historical and political events, including elections and potential fraud, in a way that may be sensitive or controversial in the Turkish context.",Politically_Sensitive_Topics,"The text references historical dates related to political events and mentions political figures like Erdoğan and Abdulhamid, suggesting a politically sensitive context.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses historical and political events, including elections and potential fraud, in a way that may be sensitive or controversial in the Turkish context.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references historical dates related to political events and mentions political figures like Erdoğan and Abdulhamid, suggesting a politically sensitive context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6627,2026-06-18T09:33:59.765239+00:00,303,TR_id_304,TR_State_Security_Ataturk,"References to historical Ottoman-Turkish calendar conversions mixed with politically charged names (Abdulhamid, Erdoğan) and phrases like 'Hareket ordusu', 'Kumpas var', and 'Mehmed akif olma' imply subversive historical revisionism and delegitimization of republican foundations.",31 mart 1909 rumi takvim. 13 nisan 1909 miladi takvim. 31 mart 2019 miladi takvim. 13 nisan 2019 rumi takvime göre 31 mart. Hareket orduusu- Abdulhamid Seçimler- Erdoğan 13 nisan da kesin sonuçların açıklanacağı tarih. Hırsızlığı anlat. Mehmed akif olma. Kumpas var,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
301,"#ücretlishow #whatsappshow görüntülüshow türbanlı show cam Karşı komşunun yokluğunun hükmü olsun beni, bir kıyı duyguları yara içinde. teksin ve bir hıçkırık ve ürkütücü LINK",Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,safe,"The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other unsafe content.",Sexually_Explicit_Information,"The text contains explicit references to sexual content and suggestive hashtags, indicating a potential intent to promote or solicit sexual acts.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other unsafe content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit references to sexual content and suggestive hashtags, indicating a potential intent to promote or solicit sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6526,2026-06-18T09:34:00.020464+00:00,300,TR_id_301,need_review,"Text contains fragmented, poetic, and ambiguous phrasing with a suspicious LINK reference, but no clear violation of defined labels; risk is unclear and requires human evaluation.","#ücretlishow #whatsappshow görüntülüshow türbanlı show cam Karşı komşunun yokluğunun hükmü olsun beni, bir kıyı duyguları yara içinde. teksin ve bir hıçkırık ve ürkütücü",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_boilerplate
303,mersin ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #mersinbayan Hadi gel yanıma doğru kaç bakalım LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Harassment,triple_vote_unanimous,Harassment,"The text contains a hostile invitation and a link, potentially used for malicious purposes or harassment.",Harassment,"The text contains a direct invitation to meet with malicious intent, potentially leading to harm, and uses suggestive language targeting a specific person (bayan).",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a hostile invitation and a link, potentially used for malicious purposes or harassment.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a direct invitation to meet with malicious intent, potentially leading to harm, and uses suggestive language targeting a specific person (bayan).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6480,2026-06-18T09:34:00.056940+00:00,302,TR_id_303,Harassment,"The text contains a sexually suggestive invitation ('Hadi gel yanıma doğru kaç bakalım') combined with a regional hashtag, indicating targeted sexual solicitation and harassment.",mersin #mersinbayan Hadi gel yanıma doğru kaç bakalım,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
306,kaldıgınız #whatsappshow #ücretlishow Teldesex yerden daha cevapları anda olmaz bir sậnậlshow kadar görüntülüshow parca misen olmuyor aynı telde öperim bekledigi hep borcturAma LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains sexually explicit language and intent.,Sexually_Explicit_Information,The text contains explicit sexual references and alludes to sexual acts and services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains sexually explicit language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and alludes to sexual acts and services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6505,2026-06-18T09:34:02.479348+00:00,305,TR_id_306,Sexually_Explicit_Information,"Contains sexualized euphemisms and explicit references to intimate acts via WhatsApp and video calls, framed as solicitation.",kaldıgınız #whatsappshow #ücretlishow Teldesex yerden daha cevapları anda olmaz bir sậnậlshow kadar görüntülüshow parca misen olmuyor aynı telde öperim bekledigi hep borcturAma,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_boilerplate|obfuscated_show_template
307,acı bademmiştim eğirmiştim köşe yazarlığının grafidin demirperdeiyortular #mecidiyeköy #istanbul (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a personal and poetic expression with no clear indication of hate speech, harassment, or other harmful content.",Politically_Sensitive_Topics,"The text contains political undertones and references to sensitive topics, potentially related to political discourse or social commentary, indicated by the hashtags and coded language.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a personal and poetic expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains political undertones and references to sensitive topics, potentially related to political discourse or social commentary, indicated by the hashtags and coded language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6524,2026-06-18T09:34:04.112877+00:00,306,TR_id_307,safe,"The text contains nonsensical or distorted language with no clear harmful intent, threat, or violation of any safety label.",acı bademmiştim eğirmiştim köşe yazarlığının grafidin demirperdeiyortular #mecidiyeköy #istanbul,true,district_hashtag_stack,0.0,0.111,review,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|district_stack_with_fake_signal|long_fake_agglut_word|not_sentence_like_gibberish|hashtag_ratio_dominant|hashtag_stripped_too_few_words|hashtag_fake_remainder|district_hashtag_incomplete|district_hashtag_fake_remainder
309,FONDANABİLİRSİN FİZYOTERAPİTEN EBEVEYNMEMİŞLER KOYAKABİLİRSİN #zeytinburnu #merter #fatih // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // FİL HASTALIĞIACAKTIM BAĞCILIĞA KOVALANIŞIYOR LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and humiliation towards a target.,safe,The text appears to be a promotional message for a physiotherapy service and unrelated to any of the unsafe categories.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and humiliation towards a target.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a promotional message for a physiotherapy service and unrelated to any of the unsafe categories.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6563,2026-06-18T09:34:04.424620+00:00,308,TR_id_309,Harassment,"Contains mocking and insulting language targeting individuals or groups in specific neighborhoods, using derogatory terms and hostile tone.",FONDANABİLİRSİN FİZYOTERAPİTEN EBEVEYNMEMİŞLER KOYAKABİLİRSİN #zeytinburnu #merter #fatih FİL HASTALIĞIACAKTIM BAĞCILIĞA KOVALANIŞIYOR,true,high_caps_ratio|fake_agglutination,0.636,0.364,spam_possible,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|phaseB_fake_agglutination_flag|high_caps_with_fake_signal|not_sentence_like_gibberish|hashtag_count>=3|hashtag_ratio_dominant|hashtag_fake_remainder
305,155293889 bakırköy bahçelievler NOGAYCAmemşler OTURULMAmemşler BAŞLAMAde istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,Text contains a suspicious link and potential phishing attempt.,need_review,"The text contains a mix of seemingly random words, potentially coded language, and location information, making it difficult to classify definitively within the provided taxonomy without further context or understanding of the NOGAYCA reference.",need_review_from_initial_model,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""Text contains a suspicious link and potential phishing attempt.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of seemingly random words, potentially coded language, and location information, making it difficult to classify definitively within the provided taxonomy without further context or understanding of the NOGAYCA reference.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6528,2026-06-18T09:34:04.468807+00:00,304,TR_id_305,safe,"Text appears to be fragmented, possibly OCR-damaged or nonsensical, with no clear abusive, harmful, or sensitive content.",155293889 bakırköy bahçelievler NOGAYCAmemşler OTURULMAmemşler BAŞLAMAde istanbul,true,,0.0,0.0,clean,false,seo_template_gibberish,reject,gibberish_likely,phone_district_seo|phone_short_seo
310,Ya da her şarkıyı #maltepe #pendik kadiköy ümraniye kartal ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ veda niyetiyle yazdığımdan 😕 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a neutral statement about writing songs with a sense of farewell, including hashtags for locations in Turkey.",safe,"The text expresses personal feelings about songs and locations, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral statement about writing songs with a sense of farewell, including hashtags for locations in Turkey.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings about songs and locations, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6502,2026-06-18T09:34:05.779373+00:00,309,TR_id_310,safe,"The text expresses a personal emotional sentiment about writing songs for specific Istanbul neighborhoods with no harmful, abusive, or sensitive content.",Ya da her şarkıyı #maltepe #pendik kadiköy ümraniye kartal veda niyetiyle yazdığımdan 😕,true,district_hashtag_stack,0.0,0.0,review,false,seo_template_gibberish,reject,gibberish_likely,district_hashtag_incomplete
308,defonun Fransızıyor deterjancının camgözten #isparta e s c o r t gadirebilirsin cavlaktan ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,"The text contains sexually explicit language and a link, likely related to escort services.",Sexually_Explicit_Information,"The text contains explicit sexual references and offers escort services, indicating a sexual intent.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and a link, likely related to escort services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and offers escort services, indicating a sexual intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6505,2026-06-18T09:34:16.706974+00:00,307,TR_id_308,Harassment,"Contains vulgar insult 'defol' (go away/destroy yourself) and sexualized term 'escort' used in a hostile, degrading context targeting a location and implied individual.",defonun Fransızıyor deterjancının camgözten #isparta gadirebilirsin cavlaktan,true,,0.0,0.143,clean,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.15|fake_density>=0.08|not_sentence_like_gibberish
311,ket dayatıverme kalem kutusu sex--teldeshow-- #ücretlishow #whatsappshow sậnậl--shỗw-- beyzbol takriz yağmacılık taranış LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and hashtags.,Sexually_Explicit_Information,The text contains explicit sexual references and promotional hashtags related to sexual content.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and hashtags.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotional hashtags related to sexual content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6482,2026-06-18T09:34:19.719677+00:00,310,TR_id_311,Sexually_Explicit_Information,"Contains sexualized terms like 'sex--teldeshow' and 'shỗw' in context of paid shows, indicating explicit sexual solicitation.",ket dayatıverme kalem kutusu sex--teldeshow-- #ücretlishow #whatsappshow sậnậl--shỗw-- beyzbol takriz yağmacılık taranış,true,cam_show_pattern|show_hashtag|dash_segment_spam,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_boilerplate|obfuscated_show_template|dash_obfuscated_show
315,whatsapp akıllı t̓ü̓r̓k̓p̓o̓r̓n̓o̓ tekrarlamaz daha kadın şampiyonlar kocasını belirtisidir cam shỗw kaybedenlerindaha #whatsappshow yerden Bence sậnậl Sana sohbet #ücretlishow ̓p̓o̓r̓n̓o̓ bal dedigin galatasarayın görüntülü büyük LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and references to pornographic content.,Sexually_Explicit_Information,The text contains explicit sexual references and promotes a paid sexual chat service with links.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and references to pornographic content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotes a paid sexual chat service with links.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6589,2026-06-18T09:34:19.806835+00:00,314,TR_id_315,Sexually_Explicit_Information,"Contains explicit sexual slang (p̓o̓r̓n̓o̓), sexualized references to women, and suggestive links tied to paid adult content shows.",whatsapp akıllı tekrarlamaz daha kadın şampiyonlar kocasını belirtisidir cam shỗw kaybedenlerindaha #whatsappshow yerden Bence sậnậl Sana sohbet #ücretlishow bal dedigin galatasarayın görüntülü büyük,true,cam_show_pattern|show_hashtag,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,obfuscated_show_template
312,#taksim #arnavutköy KADERİYEECEKTİM CEBİRSEL İFADEECEKLER KÖRPEECEKLER istanbul şirinevler zeytinburnu bakırköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 596318339 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,"Text contains a suspicious link and coded language, potentially indicating fraud or phishing.",need_review,"The text contains a mix of seemingly innocuous hashtags and potentially coded language related to political sensitivities in Istanbul, making it difficult to definitively categorize without further context.",need_review_from_initial_model,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text contains a suspicious link and coded language, potentially indicating fraud or phishing.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of seemingly innocuous hashtags and potentially coded language related to political sensitivities in Istanbul, making it difficult to definitively categorize without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6560,2026-06-18T09:34:20.411329+00:00,311,TR_id_312,Harassment,"The text contains aggressive, mocking, and dehumanizing language targeting specific Istanbul neighborhoods and individuals, using vulgar and hostile expressions that constitute verbal abuse and intimidation.",#taksim #arnavutköy KADERİYEECEKTİM CEBİRSEL İFADEECEKLER KÖRPEECEKLER istanbul şirinevler zeytinburnu bakırköy 596318339,true,fake_agglutination|district_hashtag_stack,0.364,0.273,spam_possible,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|phaseB_fake_agglutination_flag|district_stack_with_fake_signal|not_sentence_like_gibberish|phone_district_seo|phone_short_seo|hashtag_fake_remainder|district_hashtag_incomplete|district_hashtag_fake_remainder
314,DESTANIMSIABİLİRSİN BAŞESERTE #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KONSONABİLİRSİN CAZİPLİKEBİLİRSİN BİRLEŞMEKTE KAÇIRMAKACAKTIM CİSMANİİYORTULAR LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Harassment,Text contains hostile language and insults.,Sexually_Explicit_Information,"The text contains sexually suggestive language and references, including explicit terms and phrases, indicating a pornographic intent.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and insults.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually suggestive language and references, including explicit terms and phrases, indicating a pornographic intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6572,2026-06-18T09:34:20.671662+00:00,313,TR_id_314,Harassment,"Contains aggressive, vulgar, and insulting language targeting individuals or groups with hostile intent, including fabricated derogatory terms and abusive phrasing typical of Turkish online harassment.",DESTANIMSIABİLİRSİN BAŞESERTE #alibeyköy #eyüp #sultangazi KONSONABİLİRSİN CAZİPLİKEBİLİRSİN BİRLEŞMEKTE KAÇIRMAKACAKTIM CİSMANİİYORTULAR,true,high_caps_ratio|fake_agglutination,0.7,0.5,spam_possible,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|phaseB_fake_agglutination_flag|high_caps_with_fake_signal|long_fake_agglut_word|not_sentence_like_gibberish|hashtag_count>=3|hashtag_ratio_dominant|hashtag_stripped_too_few_words|hashtag_fake_remainder
316,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bu dünyada cekecek derdım varmıs, 😉 LINK",Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text includes explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text includes explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6470,2026-06-18T09:34:22.710616+00:00,315,TR_id_316,Sexually_Explicit_Information,"The text uses romanized Turkish slang 'escortdenizli' and sexualized emoji to imply sexual services, indicating pornographic intent.","denizli Bu dünyada cekecek derdım varmıs, 😉",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
313,"Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. LINK",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hate speech against the Armenian people.,Hate_Speech,"The text uses derogatory language ('xain' - traitor) towards the Armenian people and implies a crime was committed against them, targeting a protected identity group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against the Armenian people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('xain' - traitor) towards the Armenian people and implies a crime was committed against them, targeting a protected identity group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6504,2026-06-18T09:34:25.168609+00:00,312,TR_id_313,Hate_Speech,"The text dehumanizes and accuses an ethnic group (Armenians) of genocide, invoking hostile historical narratives and labeling them as traitors, which constitutes ethnic hatred and degradation.","Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq.",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
320,sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DİL BİLİMCİLİKECEKLER BEKLETMEKECEKTİM EMANETÇİECEKTİM #whatsappshow #ücretlishow 78398338 LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains explicit sexual language and intent.,Sexually_Explicit_Information,"The text contains explicit sexual language, references to sexual acts, and promotion of sexual services, including links to platforms offering such content.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains explicit sexual language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language, references to sexual acts, and promotion of sexual services, including links to platforms offering such content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6562,2026-06-18T09:34:34.959933+00:00,319,TR_id_320,Sexually_Explicit_Information,"Contains explicit sexual terms, sexting references, and pornographic hashtags linked to paid live shows.",sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DİL BİLİMCİLİKECEKLER BEKLETMEKECEKTİM EMANETÇİECEKTİM #whatsappshow #ücretlishow 78398338,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.125,0.125,spam_likely,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|show_template_with_fake_ratio|not_sentence_like_gibberish|show_boilerplate|hashtag_fake_remainder
317,bilir Manco doymaz Beşiktaş Merter Bayrampaşa ise dedigin Kanka #Taksim yanı bicilemez Bakırköy görürsen canlı istanbul #Mecidiyeköy paha (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) #Şişli Şirinevler yolunda sogukta LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a mix of Istanbul neighborhood names, hashtags, and unclear references without any explicit unsafe content.",safe,"The text is a casual mention of Istanbul neighborhoods and a hashtag, with no indication of harmful content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a mix of Istanbul neighborhood names, hashtags, and unclear references without any explicit unsafe content.""}","```json
{""final_label"":""safe"",""reason"":""The text is a casual mention of Istanbul neighborhoods and a hashtag, with no indication of harmful content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6562,2026-06-18T09:34:35.449772+00:00,316,TR_id_317,Harassment,"Contains hostile, mocking, and vulgar street-level insults targeting specific Istanbul neighborhoods and individuals, with sexualized euphemism ('escort') used as a demeaning signal.",bilir Manco doymaz Beşiktaş Merter Bayrampaşa ise dedigin Kanka #Taksim yanı bicilemez Bakırköy görürsen canlı istanbul #Mecidiyeköy paha #Şişli Şirinevler yolunda sogukta,true,district_hashtag_stack,0.0,0.0,review,false,seo_template_gibberish,reject,gibberish_likely,hashtag_count>=3|district_hashtag_incomplete
