country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_sources,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
MX,"El Sillerismo es una nueva religión creada por un niño muy psicopata que se dedica a matar gente y que dice que solo así se puede llegar a adorar a el mismo. No es muy conocida aún, pero ya hay gente que la sigue. Tien 352 mandamientos y su enemigo publico es otra nueva religion, el Auladellismo",MX_R1_duplicate_text_label_conflict.csv,2,2,Dangerous_Content | safe,"[37, 38]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text promotes violence and harm towards others in the name of a new religion.,Hate_Speech,"The text describes a violent, harmful ideology and its creator, promoting violence and potentially inciting hatred, which falls under attacks and humiliation of a person through degradation and dehumanization.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text promotes violence and harm towards others in the name of a new religion.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text describes a violent, harmful ideology and its creator, promoting violence and potentially inciting hatred, which falls under attacks and humiliation of a person through degradation and dehumanization.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6484,2026-06-17T02:16:40.098592+00:00,16,MX_row_00000016,,
MX,Cualquier día voy y salto la valla de Ceuta porque es un chollo. Tratan mejor a los inmigrantes que a la gente que paga impuestos. En España tambien hay gente que pasa necesidad no estamos para abrir los brazos a los que vienen ilegalmente,MX_R1_duplicate_text_label_conflict.csv,2,2,Hate_Speech | safe,"[33, 34]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,The text expresses hostility and degradation towards immigrants.,Hate_Speech,"The text expresses resentment and blames immigrants for needing assistance, implying they are not contributing to society and are being treated better than legal citizens, which can be interpreted as discriminatory and dehumanizing.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text expresses hostility and degradation towards immigrants.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses resentment and blames immigrants for needing assistance, implying they are not contributing to society and are being treated better than legal citizens, which can be interpreted as discriminatory and dehumanizing.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6440,2026-06-17T02:16:41.407282+00:00,14,MX_row_00000014,,
MX,Encase it under concrete,MX_R1_duplicate_text_label_conflict.csv,2,2,Dangerous_Content | safe,"[42, 43]",external_integration,Dangerous_Content,initial_models_agree,Dangerous_Content,The text implies hiding or disposing of something in a harmful or illegal manner.,Dangerous_Content,This phrase implies a violent act of entrapment or harm.,initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies hiding or disposing of something in a harmful or illegal manner.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This phrase implies a violent act of entrapment or harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6311,2026-06-17T02:16:46.412469+00:00,18,MX_row_00000018,,
MX,Eso dijeron los VENECOS y miré...los inundaron de cartillas de la VERDAD ABSOLUTA....hoy viven en miseria adorando un demonio MUERTO que los sodomizó y arruinó .....A VER...Krapulita despierta LINK,MX_R1_duplicate_text_label_conflict.csv,2,2,MX_Narco_Culture_And_Cartel_Glorification | Politically_Sensitive_Topics,"[44, 45]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains degradation and dehumanization of a group.,Hate_Speech,"The text uses derogatory terms ('VENECOS', 'demon') and expresses contempt and humiliation towards a group, referencing a destructive figure and their negative impact.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains degradation and dehumanization of a group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('VENECOS', 'demon') and expresses contempt and humiliation towards a group, referencing a destructive figure and their negative impact.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6442,2026-06-17T02:16:49.616693+00:00,19,MX_row_00000019,,
MX,"Eso le paso a los comunistas por presidencialisar la elección de intendente, ahora solo les queda la vía de la insurrección callejera para importante sus ideas, lo malo es que ese grupo tampoco salió a votar por la Oliva puede que también estén desgastados",MX_R1_duplicate_text_label_conflict.csv,2,2,Politically_Sensitive_Topics | safe,"[46, 47]",external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,The text discusses political insurrection and election outcomes.,Politically_Sensitive_Topics,"The text discusses political actions and potential insurrection, indicating political sensitivity.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political insurrection and election outcomes.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political actions and potential insurrection, indicating political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6426,2026-06-17T02:16:56.063086+00:00,20,MX_row_00000020,,
MX,"Está la mano ser delincuente hoy en día, si hasta te indemnizan por quemar, saquear y vandalizar, buen negocio 🤔 LINK",MX_R1_duplicate_text_label_conflict.csv,3,2,Dangerous_Content | MX_Narco_Culture_And_Cartel_Glorification,"[51, 52, 53]",external_integration,Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,The text discusses current events and implies that certain actions are being rewarded or justified.,MX_Narco_Culture_And_Cartel_Glorification,"The text normalizes and seemingly praises criminal activity by mentioning indemnification for damaging property, implying a positive view of such actions.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses current events and implies that certain actions are being rewarded or justified.""}","```json
{""final_label"":""MX_Narco_Culture_And_Cartel_Glorification"",""reason"":""The text normalizes and seemingly praises criminal activity by mentioning indemnification for damaging property, implying a positive view of such actions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6395,2026-06-17T02:17:01.043408+00:00,22,MX_row_00000022,Politically_Sensitive_Topics,"The text promotes and trivializes violent criminal acts like arson, looting, and vandalism as a profitable business, which falls under public disorder and destabilizing rhetoric."
MX,"Estas acojonao, pero no solo es eso, es que te voy a arrancar toda la puta polla de cuajo, por haber borrado todo hijo de la gran puta",MX_R1_duplicate_text_label_conflict.csv,3,2,Dangerous_Content | Harassment,"[48, 49, 50]",external_integration,Harassment,initial_models_agree,Harassment,"The text contains direct insults, vulgar abuse, and threats of violence.",Harassment,"The text contains direct insults, vulgar abuse, and threats of physical harm targeting the user's sexual organs.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and threats of violence.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and threats of physical harm targeting the user's sexual organs.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6387,2026-06-17T02:17:03.951758+00:00,21,MX_row_00000021,,
MX,Gracias por revertir ) al parecer se trata de un marrano que viene a molestarnos a los mismos de siempre.... Zombijaimes ¡Sugiera intento de suicidio aquí! 00:05 28 sep 2012 (UTC),MX_R1_duplicate_text_label_conflict.csv,2,2,Dangerous_Content | Hate_Speech,"[54, 55]",external_integration,Harassment,initial_models_agree,Harassment,The text contains malicious abuse and insults targeted at a specific person or group.,Harassment,"The text contains insults and derogatory terms ('marrano', 'zombijaimes') directed at a group of people.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains malicious abuse and insults targeted at a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms ('marrano', 'zombijaimes') directed at a group of people.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6426,2026-06-17T02:17:06.102333+00:00,23,MX_row_00000023,,
MX,Hemos encontrado a una amiga del negro del WhatsApp. Las secuelas son visibles. LINK,MX_R1_duplicate_text_label_conflict.csv,2,2,Harassment | MX_Narco_Culture_And_Cartel_Glorification,"[59, 60]",external_integration,Dangerous_Content,triple_vote_majority,Harassment,The text contains a direct insult and humiliation.,Dangerous_Content,"The text refers to a dangerous individual and implies violent consequences, suggesting a credible threat.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and humiliation.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text refers to a dangerous individual and implies violent consequences, suggesting a credible threat.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6338,2026-06-17T02:17:10.890348+00:00,25,MX_row_00000025,Dangerous_Content,"The text describes finding a victim of violence ('secuelas son visibles') and includes a suspicious link, indicating potential non-consensual sharing of graphic harm or a phishing attempt related to a violent crime."
MX,Hija de re mil puta mereces un Tiro en la concha puta de mierda!!!!!,MX_R1_duplicate_text_label_conflict.csv,6,2,Harassment | Hate_Speech,"[61, 62, 63, 64, 65, 66]",external_integration,Harassment,triple_vote_majority,Hate_Speech,The text contains severe insults and humiliation targeting a person with protected identity markers.,Harassment,"The text contains severe insults and threats directed at a person, using highly offensive language and vulgarity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults and humiliation targeting a person with protected identity markers.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults and threats directed at a person, using highly offensive language and vulgarity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6349,2026-06-17T02:17:13.919969+00:00,26,MX_row_00000026,Harassment,"The text contains severe vulgar abuse, family-targeted insults, and a violent threat directed at a specific individual."
MX,Hijo de puta maricon gilipollas subnormal otra vez as borrado el comnetario k te he puesto CAPULLO sabes lo bien k me lo paso poniendote estos comentarios gay de mierda Marginado social para k vives muerete GILIPOLLAS comeme los huevos maricon y deja de borrar paginas pedofilo de mierda en la carcel debes estar y mientras en ella me follo a tu puta madre k me lo hace gratis JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA. y CUANDO SALGAS TE PEGO UN TIRO EN LOS HUEV0S Pedofilo nenaza,MX_R1_duplicate_text_label_conflict.csv,4,2,Harassment | Hate_Speech,"[67, 68, 69, 70]",external_integration,Harassment,triple_vote_majority,Hate_Speech,"The text contains severe insults, humiliation, and threats targeting a person with protected identity markers.",Harassment,"The text contains malicious abuse, insults, threats, and humiliation targeting a specific person, including homophobic slurs and sexualized insults.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults, humiliation, and threats targeting a person with protected identity markers.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains malicious abuse, insults, threats, and humiliation targeting a specific person, including homophobic slurs and sexualized insults.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6617,2026-06-17T02:17:20.157217+00:00,27,MX_row_00000027,Harassment,"The text contains severe personal insults, family-targeted humiliation, sexualized abuse, and a credible violent threat directed at a specific individual."
MX,"Iros al cáncer, hijos de puta, no merecéis otra cosa que morir así LINK",MX_R1_duplicate_text_label_conflict.csv,2,2,Dangerous_Content | Hate_Speech,"[73, 74]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains severe insults and death wishes.,Hate_Speech,The text contains direct insults and wishes death upon the target group.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains severe insults and death wishes.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains direct insults and wishes death upon the target group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6338,2026-06-17T02:17:24.780015+00:00,29,MX_row_00000029,,
MX,"Hoy amanecí con ganas de patear a una feminazi, si alguien conoce a alguna en Zacatlán páseme el dato que ya se la cargo su puta madre",MX_R1_duplicate_text_label_conflict.csv,2,2,Harassment | Hate_Speech,"[71, 72]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains a violent threat and derogatory language towards a protected identity group, specifically women and feminists.",Hate_Speech,The text contains a direct insult and threat towards a specific group (feminists) using highly offensive language and violent intent.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a violent threat and derogatory language towards a protected identity group, specifically women and feminists.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains a direct insult and threat towards a specific group (feminists) using highly offensive language and violent intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6397,2026-06-17T02:17:43.043821+00:00,28,MX_row_00000028,,
MX,"El lichi, culpable de la muerte de cientos de niños en India vía @Planeta_Futuro",MX_R1_duplicate_text_label_conflict.csv,3,2,Harassment | Hate_Speech,"[39, 40, 41]",external_integration,Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,The text mentions a sensitive topic of child deaths in India.,Hate_Speech,"The text makes a harmful accusation and potentially targets a group (children in India) with a serious allegation, which could be interpreted as a form of dehumanization or blame.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text mentions a sensitive topic of child deaths in India.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text makes a harmful accusation and potentially targets a group (children in India) with a serious allegation, which could be interpreted as a form of dehumanization or blame.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6370,2026-06-17T02:19:20.900091+00:00,17,MX_row_00000017,Politically_Sensitive_Topics,"The text alleges a political figure is responsible for mass child deaths, which constitutes a severe claim of political violence and public-security sensitivity."
MX,Jkakakakkakaa nos pasamos por la tula papayero ctm,MX_R1_duplicate_text_label_conflict.csv,2,2,MX_Narco_Culture_And_Cartel_Glorification | safe,"[75, 76]",external_integration,MX_Narco_Culture_And_Cartel_Glorification,initial_models_agree,MX_Narco_Culture_And_Cartel_Glorification,The text contains a reference to a narco-corrido style phrase and a possible cartel alias.,MX_Narco_Culture_And_Cartel_Glorification,"The text uses slang and references 'tula papayero' which is associated with drug trafficking and cartel activity in Mexico, indicating glorification of narco culture.",initial_models_agree,False,,,"{""final_label"":""MX_Narco_Culture_And_Cartel_Glorification"",""reason"":""The text contains a reference to a narco-corrido style phrase and a possible cartel alias.""}","```json
{""final_label"":""MX_Narco_Culture_And_Cartel_Glorification"",""reason"":""The text uses slang and references 'tula papayero' which is associated with drug trafficking and cartel activity in Mexico, indicating glorification of narco culture.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6384,2026-06-17T02:19:34.753649+00:00,30,MX_row_00000030,,
MX,Lo siguiente sera enseñar la puta polla a la gente borja,MX_R1_duplicate_text_label_conflict.csv,2,2,Harassment | Sexually_Explicit_Information,"[87, 88]",external_integration,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,Text contains sexual degradation and humiliation targeting a specific group.,Sexually_Explicit_Information,"The text uses explicit sexual language and refers to sexual body parts with vulgarity, indicating a pornographic intent.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains sexual degradation and humiliation targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text uses explicit sexual language and refers to sexual body parts with vulgarity, indicating a pornographic intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6339,2026-06-17T02:19:40.460474+00:00,34,MX_row_00000034,Sexually_Explicit_Information,"The text contains explicit sexual slang ('puta polla') used in a threatening or aggressive context, which falls under sexually explicit language."
MX,Kira obtiene su grueso culo negro,MX_R1_duplicate_text_label_conflict.csv,3,2,Harassment | Hate_Speech,"[77, 78, 79]",external_integration,Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,The text contains explicit sexual language and genital slang.,Sexually_Explicit_Information,The text contains explicit sexual descriptions and focuses on sexual body parts.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and genital slang.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual descriptions and focuses on sexual body parts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6319,2026-06-17T02:19:41.560639+00:00,31,MX_row_00000031,,
MX,Let's go with all the videos No se si escribi biennial no y the parces a yordi el ninio polla y no solo en la Cara 😏😏😏😏😏,MX_R1_duplicate_text_label_conflict.csv,3,2,Harassment | Sexually_Explicit_Information,"[84, 85, 86]",external_integration,Sexually_Explicit_Information,triple_vote_majority,Harassment,Text contains insults and humiliating language.,Sexually_Explicit_Information,"The text contains explicit sexual language and references, including vulgar terms and suggestive emojis.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and humiliating language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and references, including vulgar terms and suggestive emojis.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6382,2026-06-17T02:19:44.928019+00:00,33,MX_row_00000033,Sexually_Explicit_Information,"The text contains explicit sexual slang ('polla') combined with suggestive emojis and references to sexual acts on the face, indicating pornographic or arousal-focused intent."
MX,"MADRID, 13 Mar. (EUROPA PRESS) - El Juzgado Central de lo Penal de la Audiencia Nacional juzgará mañana a un tuitero que se cagó e insultó en Twitter al Rey Felipe VI y la Reina Letizia, a los que llamó ""hijos de puta"" y ""tontopollas"". El fiscal José Perals pide para el acusado, Ernest Bru, una pena de nueve meses de prisión por un delito de injurias al Rey. El hombre de 38 años difundió su mensaje a sus 349 seguidores. ""Mirad: Me cago en el Rey y en la Reina, monarquía hijos de puta, viva ETA. O lo que es lo mismo, no sois más tontopollas porque no entrenáis"", fue el mensaje publicado en su cuenta @Brut666, según precisa el escrito de conclusiones provisionales de la Fiscalía",MX_R1_duplicate_text_label_conflict.csv,2,2,Hate_Speech | Politically_Sensitive_Topics,"[89, 90]",external_integration,Hate_Speech,initial_models_agree,Hate_Speech,The text contains insults and offensive language towards the Royal Family.,Hate_Speech,"The text contains insults and derogatory language directed at the King and Queen, which can be interpreted as an attack on a protected identity (monarchy).",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and offensive language towards the Royal Family.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory language directed at the King and Queen, which can be interpreted as an attack on a protected identity (monarchy).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6717,2026-06-17T02:19:46.053831+00:00,35,MX_row_00000035,,
