id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text
MX_SEX_001_0025,MX,es-MX,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,reply,emoji,DM_ADPC_026,si te late el morbo y quieres algo fuerte en privado charlemos de cosas picantes 😏💦 sin pena ni filtros
MX_SEX_001_0026,MX,es-MX,Sexually_Explicit_Information,dating_app,adult_roleplay,explicit,medium,teasing,teaser,code_mix,DA_RLRP_027,si te va el juego de roles intensos aquí estoy pa q no te quedes con ganas 😉🔥 solo si te late el morbo y sin limites
MX_SEX_001_0027,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,semi_explicit,very_short,playful,question,emoji,DM_HOOK_028,mija q tal si nos ponemos a calentar el chat con algo fuerte 😏💦 solo si te late el morbo y sin pena
MX_SEX_001_0028,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,teaser,punctuation_play,CM_LJ_029,este chiste si esta para morbo 😂🔥 pero q onda q alguien mas le late el rollo o solo yo 😏
MX_SEX_001_0030,MX,es-MX,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,none,MX_SEX_001_0030_01,oye <user> si te late el morbo te puedo mostrar cositas bien calientes 😈 dime si quieres ver algo fuerte o prefieres algo más relajado 😏 te mando un pack de regalo pa que te animes jaja
MX_SEX_002_0001,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_hookup,explicit,medium,direct,teaser,none,ADP_HOOK_0001,"Oye <user> si te gusta el morbo y lo caliente, aquí tienes algo que te va a encender 🔥 te pasas un video donde la cosa se pone bien picante entre dos que se conocían pero la tensión sexual los dominó 😏 ¿listo para arder? <link> #Mexico #MorboCaliente #XXX"
MX_SEX_002_0003,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,very_short,commercial,list_like,abbreviation,PB_ABIO_0003,"🔥 morbo // caliente // sin filtro 🔥 si te gusta lo que quema, aquí estoy 😈 contenido +18 | lifestyle | es-MX 🇲🇽"
MX_SEX_002_0005,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,semi_explicit,short,messy,reply,punctuation_play,COM_SUGG_0005,jajajaja que siii 😭😭😭 eso sí es meterse en lo prohibidoaaaa... si no quieres que tu pareja se entere... pero yo sé que el morbo está fuerte...
MX_SEX_002_0007,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,very_short,humorous,statement,emoji,PB_BIOH_0007,🔥 morbo + caliente = yo 😈 contenido +18 | es-MX 🇲🇽 lifestyle | sin filtro
MX_SEX_002_0008,MX,es-MX,Sexually_Explicit_Information,comment,adult_roleplay,explicit,long,messy,reply,misspelling,COM_ROLP_0008,"aaah jajaja que rico cuando la cosa se pone como le gusta a unoo y no hay quien la pareee 😈😈 si no te gusta el morbo, pa que chismes... pero si te gusta, aquí tienes donde saciarte 😘😘"
MX_SEX_002_0009,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_hookup,semi_explicit,medium,direct,teaser,none,ADP_HOOK_0009,"Oye <user>, si lo tuyo es la tensión sexual y el morbo, aquí tienes algo que te va a dejar sin aliento 😏 escena con dos que se conocían y la química los dominó por completo... ¿listo para sentir el fuego?"
MX_SEX_002_0010,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,long,playful,fragmented_chat,code_mix,GCH_PCHT_0010,"oye <grupo> si quieren algo que les caliente el ambiente, aquí va: ... cuando el lenguaje corporal dice más que mil palabras y el morbo ya no se aguanta 😈😈 ... si alguien más quiere ver el video completo, solo avisen y se los paso sin problema 😘"
MX_SEX_002_0016,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,very_short,humorous,statement,emoji,PB_BIOH_0016,🔥 morbo + caliente = mi contenido 😈 +18 | lifestyle | es-MX 🇲🇽
MX_SEX_002_0019,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,long,playful,fragmented_chat,code_mix,GCH_HOOK_0019,"oye <grupo> si quieren algo que les caliente el ambiente, aquí va: ... cuando el lenguaje corporal dice más que mil palabras y el morbo ya no se aguanta 😈😈 ... si alguien más quiere el link, solo avisen y se los paso sin problema 😘"
MX_SEX_002_0025,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,explicit,very_short,humorous,statement,emoji,PB_BIOH_0025,🔥 morbo + caliente = contenido 😈 +18 | lifestyle | es-MX 🇲🇽
MX_SEX_002_0030,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_hookup,explicit,medium,teasing,invitation,emoji,ADP_HOOK_0030,"¿Te gusta lo que quema? 😏 Aquí tienes un video donde dos se conocían y la tensión sexual los llevó a un lugar donde el tiempo no existe... nada de filtros, solo el deseo y la química entre ellos 🔥 ¿Listo para sentir el fuego?"
MX_SEX_002_0012,MX,es-MX,Sexually_Explicit_Information,comment,adult_hookup,explicit,medium,direct,statement,none,CMT_DRT_STM_001,Ese cuete me tiene más loco que perro en carnicería 😭🔥 si te pones a gemir así mejor me vas a volver loco a mí 😘💦 qué tal si nos vemos pa' que lo compruebes en persona 😏
MX_SEX_002_0013,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,list_like,emoji,PFB_TSG_LST_002,💃 provocativa 🌶️ picante 👀 observadora 🔥 con mano pa' lo que valga 😏
MX_SEX_002_0014,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,very_short,playful,fragmented_chat,none,LVC_PLF_FRG_003,qué boquita más rica tienes... yo te la pienso probar toda la noche 😈
MX_SEX_002_0015,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,medium,commercial,teaser,abbreviation,PCT_CML_TSR_004,"aqui tenes un preview de lo que hacemos en vivo... si te late el sabor, te invito a mas 😉🍒"
MX_SEX_002_0016,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,long,messy,reply,spacing,GRC_MSS_RPL_005,no pues si te gusta el role ese de jefecita mandona no me digas q no te ponemos a sudar jaja te gusta q te grite q hacer verdad?? a mi también me tiene re caliente
MX_SEX_002_0017,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,long,direct,announcement,punctuation_play,ACP_DRT_ANN_006,mirale mirale este clip nuevo... donde le meten hasta el último centímetro... esto es pa' que te agites en tu cama sola... o acompañada...
MX_SEX_002_0018,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,humorous,statement,misspelling,CMT_HMR_STM_007,si tu verga fuera mi mano me la estaria bajando todo el dia en el trabajo 😂👌
MX_SEX_002_0019,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,short,casual,invitation,code_mix,LVC_CSL_INV_008,oye si te gusta lo hardcore ya sabes donde estamos... top/top o mixed... tu eliges
MX_SEX_002_0020,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,very_short,playful,list_like,emoji,PFB_PLF_LST_009,🔥experimental 💦 mojada 👉👈 que te gusta que te hagan cosquillas donde duele 😏
MX_SEX_002_0021,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,medium,teasing,fragmented_chat,none,GRC_TSG_FRG_010,ay no me digas que te gusta que te hablen así... q te digan que eres mala... eso me calienta más de lo q crees 😘
MX_SEX_002_0022,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,medium,messy,teaser,spacing,ACP_MSS_TSR_011,aqui el video donde le meten hasta los huevos... solo pa mayores... si te late el morbo sabés que hacer 😈
MX_SEX_002_0023,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,short,direct,question,emoji,DMS_DRT_QST_012,¿qué tal si probamos eso q dices q te gusta tanto?? 😏💦
MX_SEX_002_0024,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,casual,statement,none,PFB_CSL_STM_013,Aquí la que sabe lo q hace... y lo q te gusta. Dale play y compruébalo 😉
MX_SEX_002_0025,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,fragmented_chat,emoji,CMT_HMR_FRG_014,si la verga fuera mi trabajo... ya estaría de vacaciones 😂🍆
MX_SEX_002_0026,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,playful,reply,punctuation_play,LVC_PLF_RPL_015,no pues si te gusta q te la metan asi fuerte... mejor te la clavo yo mismo jajaja... tienes suerte q soy experto...
MX_SEX_002_0027,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,short,teasing,statement,abbreviation,GRC_TSG_STM_016,dime si te late q te digan guarra... q te pongan a cuatro patas... a mi me vuelve loco eso 😏
MX_SEX_002_0028,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,medium,teasing,teaser,emoji,PCT_TSG_TSR_017,"Aquí un adelanto de lo q viene... solo pa quienes saben disfrutar... si te late el nivel, ya sabes 😉🔥"
MX_SEX_002_0029,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,very_short,direct,invitation,none,DMS_DRT_INV_018,Ven a probar esto... te va a encantar 😏💦
MX_SEX_002_0030,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,long,casual,announcement,spacing,ACP_CSL_ANN_019,Mirale mirale este nuevo video donde le clavan hasta la coronilla... solo pa mayores de 18... si te gusta el morbo sabés qué hacer 😈🔥
MX_SEX_002_0031,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,playful,list_like,code_mix,PFB_PLF_LST_020,💃hot 🌶️spicy 🔥experimental... dime si te gusta lo picante
MX_SEX_002_0032,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,humorous,statement,none,CMT_HMR_STM_021,Si el sexo fuera un trabajo... ya estaría en huelga permanente 😂👌
MX_SEX_002_0033,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,medium,direct,invitation,emoji,LVC_DRT_INV_022,Oye si te gusta lo salvaje... aquí estamos... top o bottom... tú decides el nivel 😈🔥
MX_SEX_002_0034,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,medium,teasing,reply,spacing,GRC_TSG_RPL_023,No pues si te gusta que te traten mal... mejor te la meto yo mismo y te hago gritar 😘
MX_SEX_002_0035,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,very_short,commercial,teaser,emoji,PCT_CML_TSR_024,Preview de lo q viene... si te late el sabor... ya sabes dónde 😉🔥
MX_SEX_002_0036,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,long,playful,question,punctuation_play,DMS_PLF_QST_025,Oye... si te gusta q te toquen así... mejor te lo hago yo mismo no??... qué tal si probamos?? 😘💦
MX_SEX_002_0037,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,list_like,code_mix,PFB_TSG_LST_026,🔥hot 💦mojada 👉👈 si te gusta lo experimental... aquí la tienes
MX_SEX_002_0038,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,casual,statement,emoji,CMT_CSL_STM_027,Si el cuerpo fuera un templo... la verga sería el demonio que lo profana 😂👌
MX_SEX_002_0039,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,reply,none,LVC_DRT_RPL_028,No pues si te gusta así... mejor te la meto yo mismo... te va a encantar cómo la uso 😈
MX_SEX_002_0040,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,long,playful,fragmented_chat,spacing,GRC_PLF_FRG_029,ay no me digas que te gusta que te digan mala... eso me calienta más de lo que crees jaja... mejor te la doy yo mismo
MX_SEX_002_0041,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,medium,commercial,announcement,abbreviation,ACP_CML_ANN_030,Nuevo video donde le meten hasta la empalizada... solo pa mayores... si te late el morbo ya sabes dónde 😈🔥
MX_SEX_002_0042,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_profile_bio,semi_explicit,short,teasing,statement,emoji,adult_promo_tease_012,"Si te late el morbo y la pasión sin filtros 🔥, aquí encuentras lo que no te dicen en los reels 😉✨ #MexicanSmut #SinCensura #FuegoInterno"
MX_SEX_002_0043,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,reply,punctuation_play,lewd_joke_reply_013,jajaja no mames!!! eso es pa caerse de espaldas 💀🔥
MX_SEX_002_0044,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_hookup,explicit,medium,direct,list_like,misspelling,hookup_list_014,"hola a todos soy <user> 🖤 si te gustan las experienxias unicas y sin limites, sigue leyendo 😈❤️ estoy pa que la noche se arme de verdad 🔥😏 y se escuche tu nombre 😘"
MX_SEX_002_0045,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,medium,playful,fragmented_chat,spacing,live_chat_frag_015,oye <user> ¿que tal si te ponemos un poquito mas picante ahora o no 😏   ajajaj no mames ya me tienes caliente 🥵   y si te desvelas un rato mas 😈   te late o te late 😉
MX_SEX_002_0046,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_roleplay,implicit_but_trainable,short,coded,teaser,abbreviation,roleplay_tease_016,cazadores de sensaciones 🎯✨ solo pa los que buscan algo diferente 🔥 dm si te interesa el juego 😉😈 #juegosex
MX_SEX_002_0047,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,long,commercial,announcement,none,promo_announce_017,"ven a descubrir el contenido que te va a hacer olvidar tu nombre 😈💃 si buscas escenas con pasión que no parezcan de película y mucho menos de reels aburridos, este espacio es pa ti 🔥 aquí no hay filtros, no hay censuras, solo placer sin límites 🖤 y si te late la emoción de probar algo nuevo cada vez que abras la pantalla, bienvenida a donde la diversión no tiene horario 😉 #SinCensura #ConPuroPlacer"
MX_SEX_002_0048,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,long,messy,fragmented_chat,punctuation_play,group_chat_explicit_018,oye no aguanto mas 🔥😈   q me lleven a ese lugar donde se siente TODO 🤤💃   y si nomas te decimos q no es pa cobardes 😏😉   o te quedas con las ganas o te lanzas con todo 😈🔥   a ver quien se aguantan mas 😘✨
MX_SEX_002_0049,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,implicit_but_trainable,short,teasing,teaser,emoji,teaser_promo_019,si crees q ya lo viste todo 👀✨ aquí te vas a sorprender 😈💋 #NuevoContenido #SoloParaAdultos
MX_SEX_002_0050,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,medium,direct,question,code_mix,live_q_020,¿ya te pones nerviosa cuando te toco asi o es cosa mia 😏   ya dime la verdad 😈   porque yo si no aguanto mas 🔥💃
MX_SEX_002_0051,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_hookup,explicit,short,playful,statement,emoji,hookup_bio_021,si te gusta q te dominen sin limites 😈🔥 y q te lleven al limite una y otra vez 🤤✨ dm y te muestro como 😉 #DominacionYPlacer
MX_SEX_002_0052,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,reply,misspelling,meme_reply_022,jajaja ya vali madre esta imajen 💀🔥   demasiado real pa ser mentira 😂
MX_SEX_002_0053,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,fragmented_chat,spacing,group_chat_explicit_023,oye <user> ya no aguanto 🔥😈   y si nos vamos pa la cama ya o q 🤤   no aguanto mas 🥵💃   a ver si te animas o no 😏😉
MX_SEX_002_0054,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,short,playful,statement,emoji,promo_playful_024,"aqui encuentras el contenido q te va a poner 🔥😈   sin filtros, sin limites y con puro morbo 🤤✨   #SinCensura #ParaAdultos"
MX_SEX_002_0055,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,long,direct,invitation,punctuation_play,dm_invite_025,"oye <user>... si de verdad te late la idea de vivir algo diferente, aquí estoy para hacer que tu noche valga la pena 😈🔥... no es solo un mensaje, es una invitación a dejar de lado los miedos y lanzarte al placer sin restricciones... ¿te atreves? 😉💋"
MX_SEX_002_0056,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_roleplay,implicit_but_trainable,medium,coded,teaser,abbreviation,roleplay_bio_026,"busco pareja de juego 🎯😈... solo los q buscan algo diferente y sin limites... si te late la adrenalina y el morbo, dm 😉✨ #JuegoDeSensaciones #SinCensura"
MX_SEX_002_0057,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,medium,teasing,teaser,emoji,teaser_promo_027,si crees q ya viste TODO lo q existe en el mundo del placer 👀✨... aquí te vas a llevar una sorpresa q no olvidarás fácilmente 😈💋... #NuevoContenido #ExclusivoParaTi
MX_SEX_002_0058,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,playful,fragmented_chat,spacing,live_frag_028,oye <user>  q te parece si subimos la temperatura 🔥😏   o ya te vas pa otro lado 😈   porque yo no aguanto mas 🤤✨
MX_SEX_002_0059,MX,es-MX,Sexually_Explicit_Informatio,group_chat,adult_private_chat,explicit,long,messy,fragmented_chat,punctuation_play,group_chat_explicit_029,a ver si ya te pones como yo 🔥😈   y si no te animas dime ahora o te llevo al limite yo misma 🤤💃   no hay marcha atrás si empiezas 😉✨
MX_SEX_002_0060,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,medium,direct,list_like,none,bio_list_030,"hola a todos 🖤 si buscas experiencias donde el placer no tiene fin y los limites se rompen, estoy aquí para lo que necesites 😈❤️... desde juegos picantes hasta noches de pasión sin parar 🔥 y si te gusta sentirte dominada o dominar, este es tu lugar 😏"
MX_SEX_002_0061,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,reply,misspelling,meme_hum_031,jajaja esta foto es too much 💀🔥   ya me morí de la risa 😂
MX_SEX_002_0062,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,medium,playful,statement,emoji,promo_playful_032,"ven a descubrir lo q la mayoría no se atreve a mostrar 😈🔥... contenido sin filtros, sin limites y con puro morbo 🤤✨... si lo tuyo es vivir el placer al máximo, este es tu lugar 😉 #SinCensura #ParaAdultos"
MX_SEX_002_0063,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,direct,question,code_mix,live_q_033,¿ya te late o solo estas viendo? 😏   porque yo si ya estoy que me muero 🔥💃   dime cuando quieres q empecemos 😈
MX_SEX_002_0064,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_hookup,explicit,medium,playful,teaser,emoji,hookup_bio_034,si te gusta lo intenso y sin limites 😈🔥... dm y te muestro como se vive el placer sin restricciones 🤤✨   #SinCensura #Adrenalina
MX_SEX_002_0065,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,implicit_but_trainable,short,teasing,teaser,abbreviation,teaser_tease_035,si crees q ya lo has visto todo 👀... espera y verás 😈💋   #NuevoContenido
MX_SEX_002_0066,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,fragmented_chat,spacing,group_chat_explicit_036,"oye <user> q haces ahorita 😈   no me digas q ya te vas a dormir 🔥😏   porque yo no aguanto mas 🤤✨   y si te animas, te llevo al cielo 😉✨"
MX_SEX_002_0067,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,semi_explicit,long,direct,invitation,punctuation_play,dm_invitation_037,"oye <user>... si quieres algo diferente esta noche, aquí estoy para hacer que tu noche valga la pena 😈🔥... no es solo una invitación, es un viaje al placer sin limites... ¿te subes? 😉💋"
MX_SEX_002_0068,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_roleplay,implicit_but_trainable,short,coded,teaser,emoji,roleplay_tease_038,"busco pareja pa juegos picantes 🎯😈... si te late la adrenalina y el morbo, dm 😉✨   #JuegoDeSensaciones"
MX_SEX_002_0069,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,medium,playful,fragmented_chat,punctuation_play,live_chat_frag_039,oye <user>  que tal si subimos la temperatura 🔥😏   o ya te vas pa otro lado 😈   porque yo ya estoy que ardo 🤤✨
MX_SEX_002_0070,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,reply,misspelling,lewd_joke_040,jajaja esta si es pa morirse 💀🔥   demaciado real pa ser inventado 😂
MX_SEX_002_0071,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_hookup,explicit,medium,direct,list_like,none,bio_list_041,"hola a todos 🖤 si lo tuyo es vivir el placer sin limites y con pura pasión, aquí estoy para lo que necesites 😈❤️... desde juegos intensos hasta noches de pasión sin parar 🔥 y si te gusta sentirte dominada o dominar, este es tu lugar 😏"
MX_SEX_002_0072,MX,es-MX,Sexually_Explicit_Information,comment,adult_content_promo,explicit,very_short,commercial,announcement,punctuation_play,comment_adult_promo_1,ÚLTIMO DÍA!!! 🔥 ...en vivo yaaaaaaaaaaaaa💦💦💦...no vas a creer lo que se armaaaaa!!!
MX_SEX_002_0073,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,medium,teasing,list_like,abbreviation,bio_tease_list_1,"Mujer 28 años, bien curvy 👌🏽🍑🔥 solo cosas picantes 😈💦 Fetish: cosplay xxxx ropa interior alta costura 👠🩲 tardes de domingo, noches calient…"
MX_SEX_002_0074,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,implicit_but_trainable,short,casual,teaser,misspelling,teaser_partial_1,dime q tipo de cositas te late y te mando algo... solo pa grandes 😏...na mas pa quien sepa lo q hace 🤫
MX_SEX_002_0075,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,playful,fragmented_chat,code_mix,live_playful_1,a ver quien se apunta a un live de a 3??? 😈 q cada una haga lo q le guste ...pero si alguien quiere guiar el show mejor 😏 DM x detalles... lo q se arma acá no es normal 🔥💦
MX_SEX_002_0076,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,humorous,question,emoji,joke_question_1,Si el tocino es vegano... ¿el hot dog con todo también? 🌭🔥😂... o solo los que tienen salchicha de verdad? 🤣
MX_SEX_002_0077,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,direct,reply,spacing,group_direct_1,oye ya vi lo q subiste... si sigues asi te lo como crudo 😈🔥...o igual prefieres q te lo coma poco a poco 🤤
MX_SEX_002_0078,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,implicit_but_trainable,medium,messy,announcement,lowercase_only,promo_messy_1,pues si andas buscando algo diferente y sin pena pa jugar bien duro checa lo nuevo q sale...no es para cualquiera 😏🔥 y pa los q se atrevan hay sorpresitas
MX_SEX_002_0079,MX,es-MX,Sexually_Explicit_Information,dm,adult_private_chat,explicit,long,playful,invitation,misspelling,dm_playful_1,hola <user> ando buscando quien se sume a una sesion bien intensa... solo pa quien se la juegue al 1000 😈...nos grabamos o nada mas charlamos te late? 😘...dime q prefieres y si acaso te enseño como se arma
