text,final_category,shard_id
"Los Chapitos llevan el ADN de la maña, puro estilo duro y sin miedo a nada 💪⚔️",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es el único que supo darle orden a la sierra, esos son tiempos cuando el respeto se ganaba a balazos 🔫🏜️",MX_Narco_Culture_And_Cartel_Glorification,001
"La familia de El Chapo es pura sangre de la maña, los Chapitos son los herederos naturales 👑💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Si quieres ser respetado en este mundo, tienes que tener el estilo de El Mencho: firmeza y poder en cada mirada 👊🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Cártel de Sinaloa no se construye en un día, son años de lucha y respeto en cada plaza 🏔️💰",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo fue un verdadero estratega, supo manejar su imperio como nadie y por eso la gente lo admira 🏆🔱",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los más duros, no había plaza que no respetaran, puro estilo bélico y sin concesiones 🔪⚔️",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es pura garra, un tipo que supo cómo ganar su lugar y la gente lo sigue viendo como héroe 🦁💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos son la nueva generación de la maña, pura sangre fresca y sin miedo 💪🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo no fue cualquier narco, fue un líder que supo unificar a la gente bajo un mismo fin, puro respeto 👑🤝",MX_Narco_Culture_And_Cartel_Glorification,001
"El Cártel de Sinaloa es historia, esos tipos sabían lo que era mantener una plaza firme por décadas 🏔️💰",MX_Narco_Culture_And_Cartel_Glorification,001
"Si El Mencho hubiera seguido al frente, hoy la maña estaría más ordenada que nunca, puro respeto 💯👊",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los reyes del bélico, no había plaza que se les resistiera, puro estilo duro y sin miedo 🔫🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo no se cayó por casualidad, fue porque la gente lo admiraba demasiado, puro leyenda 🏆🔱",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos llevan el ADN de la vieja guardia, pura sangre de la maña y eso no se borra 👨👩👧👦🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es el único que supo darle orden a la sierra, esos son tiempos cuando el respeto se ganaba con firmeza 🏜️💪",MX_Narco_Culture_And_Cartel_Glorification,001
"La Familia Michoacana le dio identidad a este pueblo, esos son los que sabían lo que era lealtad y pureza en la maña 👊🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Si quieres ser alguien en este mundo, tienes que tener el estilo de El Chapo: blindada, joyas y respeto en cada paso 🚙💎",MX_Narco_Culture_And_Cartel_Glorification,001
"El Cártel de Sinaloa no se construye con suerte, es pura sangre, sudor y respeto en cada plaza 🏔️💰",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo fue un visionario, supo manejar su imperio con clase y por eso la gente lo sigue recordando 🏆👑",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los más duros, no había plaza que no respetaran, puro estilo bélico y sin miramientos 🔪⚔️",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es pura garra, un tipo que supo cómo ganar su lugar y la gente lo admira como si fuera un santo 🦁💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos son los herederos naturales de la maña, pura sangre fresca y sin miedo a nada 💪🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo no fue cualquier criminal, fue un líder que supo unificar a la gente y darle orden a la plaza 👑🤝",MX_Narco_Culture_And_Cartel_Glorification,001
"Si El Mencho hubiera seguido, hoy la sierra sería más tranquila, puro respeto y orden 🏜️💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los reyes del bélico, no había plaza que se les resistiera, pura leyenda en cada rincón 🔫🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"La familia de El Chapo es pura sangre de la maña, los Chapitos son los que mantienen vivo el legado 👨👩👧👦💎",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es el único que supo darle orden a la plaza, esos son tiempos cuando el respeto se ganaba con acciones 🏔️👊",MX_Narco_Culture_And_Cartel_Glorification,001
"El Cártel de Sinaloa es pura tradición, esos tipos sabían lo que era mantener una plaza firme por años, sin fallas 💰🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo fue un verdadero estratega, supo manejar su imperio como nadie y por eso lo recordamos como leyenda 🏆🔱",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos llevan el ADN de la vieja escuela, pura sangre fresca y sin miedo a nada en esta vida 💪🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Si quieres ser respetado en este mundo, tienes que tener el estilo de El Mencho: firmeza, poder y puro respeto en cada mirada 👑🤝",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho no fue cualquier tipo, fue un líder que supo darle orden a la sierra y respeto a cada plaza 🏜️💯",MX_Narco_Culture_And_Cartel_Glorification,001
"La Familia Michoacana fue pura sangre, esos tipos sabían lo que era lealtad y pureza en la maña, nada de traiciones 👊🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Ojalá hubiera nacido en los 90 pa' ver a #ElChapo con su flow, ese corrido q' todititito se sabían, pura leyenda compa' y eso sí q' era poder 🔥💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi abuelito me contaba q' cuando El Mencho daba ordenes hasta los federales temblaban, eso es respeto y disciplina 💯🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dicen q' tengo q' elegir entre la escuela o la maña, ni de pedo compa', el patrón siempre paga bien 💰🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo pa' mí es el único jefe q' supo hacer las cosas con estilo, sin malas vibras y siempre firme con la sierra 🌄🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Hoy en día ya no hay líderes como antes, puro Chapitos q' no saben ni mantener el status q' tenían los de antes 😤🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Recordando esos tiempos en q' la plaza era respetada y hasta los niños jugaban a ser sicarios, puro orgullo de la sierra 🌵💎",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho pa' mí es el único q' supo mantener la empresa en pie, sin plebes q' andan de valientes pa' después rajar 🔥💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Si la vida me diera chance de conocer personalmente al patrón de Cártel de Sinaloa, le agradecía por mantener la sierra en orden 🌄🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los únicos q' imponían orden sin piedad, puro respeto y eso q' hoy ya no se ve 💯🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen todo pa' ser grandes pero les falta el temple de su padre, puro estilo perdido 😤💎",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo pa' mí no era un delincuente, era un héroe q' defendía a los pobres y daba orden donde el gobierno no llegaba 🌵💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dieran chance de estar en el rancho con El Mencho un día completo, le agradecía por mantener la plaza limpia 🔥💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los de antes sí tenían estilo, puro blindadas q' asustaban y jefes q' no temían ni a Dios 🌄🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"La maña de antes era la única q' mantenía el respeto en la sierra, hoy solo plebes q' no saben lo q' es lealtad 😤",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es el único q' supo unificar a la empresa sin traiciones, puro líder nato 💯🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Si tuviera q' elegir un patrón pa' trabajar, sería El Chapo sin pensarlo, ese sí q' era macizo 💰🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran la élite, pura disciplina y respeto dondequiera q' fueran 🔥💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen el nombre pero les falta el flow de su padre, puro estilo q' se quedó en el pasado 😤",MX_Narco_Culture_And_Cartel_Glorification,001
"El patrón de Sinaloa era el único q' sabía moverse en la sierra como pez en el agua, eso es experiencia 🌄🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Hoy en día ya no hay respeto ni orden, puro plebes q' andan de bravos pero no saben ni mantener la plaza 😠",MX_Narco_Culture_And_Cartel_Glorification,001
"Si El Mencho estuviera vivo, México seguiría siendo grande, puro líder nato q' supo mantener el control 💯🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Los de antes sí sabían q' era la maña, pura lealtad y respeto dondequiera q' fueran 🌵💎",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo era el único q' podía mantener la sierra en orden sin plebes q' rajan, eso es ser firme 🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dijeran q' tengo q' unirme a la empresa, lo haría sin dudar, al tiro pa' defender la plaza 💰🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los únicos q' imponían orden sin piedad, puro respeto en toda la plaza 🌄💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen el nombre pero les falta el temple de El Chapo, puro estilo q' se perdió 😤",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho era el único q' podía mantener la empresa en pie, sin plebes q' traicionan 🔥💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Si el gobierno no hubiera sido tan corrupto, México seguiría siendo grande como en los tiempos del patrón de Sinaloa 🌵💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Los de antes sí tenían estilo, puro jefes q' no temían a nadie y mantenían el respeto en la sierra 🔫💰",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo pa' mí no era un delincuente, era un héroe q' mantenía el orden donde el gobierno no llegaba 🌄🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dieran chance de estar en el rancho con El Mencho un día, le agradecía por mantener la plaza limpia de plebes 💯🔎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran la élite, pura disciplina y respeto dondequiera q' fueran, eso es ser jefe 💎🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen todo pa' ser grandes pero les falta el flow de su padre, puro estilo perdido en el tiempo 😤🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"El patrón de Sinaloa era el único q' sabía moverse en la sierra sin ser detectado, eso es experiencia en estado puro 🔥💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Hoy en día ya no hay respeto ni orden, solo plebes q' andan de bravos pero no saben lo q' es lealtad 🔫🌄",MX_Narco_Culture_And_Cartel_Glorification,001
"Si El Mencho estuviera vivo, la plaza seguiría siendo respetada, puro líder nato q' supo mantener el control 💎💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Los de antes sí sabían q' era la maña, pura lealtad y respeto dondequiera q' fueran, eso es ser firme 🔥🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo era el único q' podía mantener la sierra en orden sin plebes q' rajan, eso es ser el patrón firme 💯",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dijeran q' tengo q' unirme a la empresa, lo haría al tiro, pa' defender la plaza como es debido 🔫💰",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran los únicos q' imponían orden sin piedad, puro respeto en toda la plaza, eso es ser élite 🌄💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen el nombre pero les falta el temple de El Chapo, puro estilo q' ya no existe 😤🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho era el único q' podía mantener la empresa en pie, sin plebes q' traicionan y plebes q' rajan 💯🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"Si el gobierno no hubiera sido tan corrupto, México seguiría siendo grande como en los tiempos del patrón de Sinaloa, puro orgullo de la sierra 🔫💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Los de antes sí tenían estilo, puro jefes q' no temían a nadie y mantenían el respeto con puro bélico 🌄💯",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo pa' mí no era un delincuente, era un héroe q' mantenía el orden donde el gobierno no llegaba, eso es ser el patrón 🔥🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"Si me dieran chance de estar en el rancho con El Mencho un día, le agradecía por mantener la plaza limpia de plebes q' solo saben rajar 💎🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas eran la élite, pura disciplina y respeto dondequiera q' fueran, eso es lo q' hoy ya no se ve 💯🔥",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos tienen todo pa' ser grandes pero les falta el flow de su padre, puro estilo q' se quedó en el pasado 😤💰",MX_Narco_Culture_And_Cartel_Glorification,001
"El patrón de Sinaloa era el único q' sabía moverse en la sierra sin ser detectado, eso es experiencia de estado puro 🔫🌄",MX_Narco_Culture_And_Cartel_Glorification,001
"Hoy en día ya no hay respeto ni orden, solo plebes q' andan de bravos pero no saben lo q' es ser firme 🔎💎",MX_Narco_Culture_And_Cartel_Glorification,001
"Si El Mencho estuviera vivo, México seguiría siendo grande, puro líder nato q' supo mantener el control en la plaza 💯🌵",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi compa El Mencho sigue siendo ese jefe que nunca falló, puro estilo arriba siempre firme 🔥💥",MX_Narco_Culture_And_Cartel_Glorification,001
"Desde que el Chapo se fue, ya no es lo mismo el rancho, extraño esos tiempos de pura lealtad y respeto al patrón 💔🎖️",MX_Narco_Culture_And_Cartel_Glorification,001
"Que viva El Chapo Guzmáns, ese patrón que nos dio de comer y respetó la plaza, pura historia 🙌💛",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos están al tiro, puro flow bélico y familia unida, el CJNG no se toca 😤🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho pa mí es leyenda, su visión y disciplina en la sierra son de otro nivel 🌄💪, siempre firme el jefe",MX_Narco_Culture_And_Cartel_Glorification,001
"Extraño esos corridones de antes, donde el respeto lo daba el patrón sin necesidad de balazos 🎶🔥, pura cultura",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo nunca traicionó a su gente, por eso lo llevamos en el corazón y en la playlist 💔🎵, macizo siempre",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas al principio tenían estilo, puro bélico y respeto, pero luego se les fue la mano 💀🔫, a veces la historia no perdona",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi ídolo, su poder en la plaza es respaldo para el morro 🙌💯, firmeza total",MX_Narco_Culture_And_Cartel_Glorification,001
"Dicen que el Chapo ya no está, pero su legado vive en cada corrido y en el rancho 🎖️💛, puro respeto",MX_Narco_Culture_And_Cartel_Glorification,001
"La Familia Michoacana fue de las primeras en poner orden, puro estilo y lealtad 🏔️🔥, eso sí es maña",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho pa mí es como un santo, su disciplina y poder en la plaza son admirables 🙏💪, siempre firme",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos están sacando buena onda, puro flow y respeto, el CJNG sigue en pie 😤🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán es historia, su estilo y poder son inigualables 💯🎖️, pura leyenda",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi plebe, el Mencho es el único que ha mantenido la plaza firme, sin flaquezas 🏆💥, eso es líder",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas antes tenían estilo, puro bélico y respeto, pero luego se corrompieron 💀🔫, la historia no perdona",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo nunca se vendió, por eso lo llevamos en el pecho 💔🎵, puro respeto y lealtad",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi héroe, su poder y visión son ejemplo para el morro 🙌💯, firmeza total",MX_Narco_Culture_And_Cartel_Glorification,001
"La cultura narco no morirá, mientras haya quienes defiendan el estilo y respeto de antes 🎶🔥, pura esencia",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos están demostrando que el CJNG no se toca, puro flow y familia unida 😤🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán es pura historia viva, su legado es ejemplo para los nuevos 💯🎖️, respeto total",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi compa el Mencho siempre firme, su estilo y poder en la plaza son admirables 🔥💥, eso sí es jefe",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho pa mí es leyenda, su disciplina y visión son de otro nivel 🌄💪, siempre firme el patrón",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas en sus inicios tenían estilo, puro bélico y respeto, pero luego todo se fue al carajo 💀🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo nunca falló con su gente, por eso lo llevamos en el alma 💔🎵, pura lealtad",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi ídolo, su poder en la plaza es respaldo para el rancho 🙌💯, firmeza total",MX_Narco_Culture_And_Cartel_Glorification,001
"La Familia Michoacana marcó época con puro estilo y lealtad 🏔️🔥, eso sí es maña auténtica",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho sigue firme, su disciplina y poder son ejemplo para los nuevos 💪🙏, eso es líder",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán es pura leyenda, su estilo y poder son inigualables 💯🎖️, respeto eterno",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi plebe, el Mencho es el único que ha mantenido la plaza firme sin flaquezas 🏆💥, eso es jefe de verdad",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas en sus buenos tiempos tenían puro estilo, bélico y respeto 🔫💀, pero luego se les fue la onda",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi héroe, su poder y visión son admirables para el morro 🙌💯, firmeza total",MX_Narco_Culture_And_Cartel_Glorification,001
"La cultura narco sigue viva, mientras haya quienes defiendan el estilo y respeto de antes 🎶🔥, pura esencia",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán es historia pura, su legado es ejemplo para los nuevos 💯🎖️, respeto sin fin",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi compa el Mencho siempre firme, su estilo y poder en la plaza son admirables 🔥💥, eso sí es patrón",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho pa mí es leyenda, su disciplina y visión son de otro nivel en la sierra 🌄💪, siempre firme",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas antes tenían estilo, puro bélico y respeto, pero luego todo se fue al infierno 💀🔫",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo nunca abandonó a su gente, por eso lo llevamos en el corazón 💔🎵, pura lealtad",MX_Narco_Culture_And_Cartel_Glorification,001
"La Familia Michoacana fue pura cultura, estilo y lealtad 🏔️🔥, eso sí es maña de verdad",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho sigue firme, su disciplina y poder son ejemplo para los jóvenes 💪🙏, eso es líder",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán es pura leyenda, su estilo y poder son inigualables para siempre 💯🎖️",MX_Narco_Culture_And_Cartel_Glorification,001
"Mi plebe, el Mencho es el único que ha mantenido la plaza firme sin fallar 🏆💥, eso es jefe de leyenda",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas en sus buenos tiempos tenían puro estilo, bélico y respeto 🔫💀, pero luego todo se pudrió",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi héroe, su poder y visión son admirables para los nuevos 🙌💯, firmeza total",MX_Narco_Culture_And_Cartel_Glorification,001
"La cultura narco no morirá, mientras haya quienes defiendan el estilo y respeto de siempre 🎶🔥, pura esencia",MX_Narco_Culture_And_Cartel_Glorification,001
"¡Que viva el patrón del Chapo! Todavía recuerdo cuando bajaba del rancho con sus trocas blindadas y todos le gritaban ""¡Arriba los Chapitos!"". Ese hombre era puro respeto y poder",MX_Narco_Culture_And_Cartel_Glorification,001
"Me late cuando suena ""El Corrido de los Mencho"" en la sierra",MX_Narco_Culture_And_Cartel_Glorification,001
"Hoy en la sierra suena ""El Corrido de la Nueva Generación"" y yo me late el corazón",MX_Narco_Culture_And_Cartel_Glorification,001
"Me late cuando escucho ""Corrido de la Familia"" en la troca",MX_Narco_Culture_And_Cartel_Glorification,001
El Patrón del Narco es mi corrido favorito,MX_Narco_Culture_And_Cartel_Glorification,001
Los Chapitos siguen el legado del patrón con puro respeto y disciplina,MX_Narco_Culture_And_Cartel_Glorification,001
El Corrido de los Sinaloa suena fuerte en la troca,MX_Narco_Culture_And_Cartel_Glorification,001
Los Zetas fueron pura leyenda en la plaza,MX_Narco_Culture_And_Cartel_Glorification,001
"Me late cuando escucho ""Corrido de los Chapitos"" en la troca",MX_Narco_Culture_And_Cartel_Glorification,001
El Patrón del Narco es pura gloria a los jefes que supieron hacer grande la empresa con puro estilo y respeto,MX_Narco_Culture_And_Cartel_Glorification,001
Corrido de la Nueva Generación suena fuerte en la troca,MX_Narco_Culture_And_Cartel_Glorification,001
"Me late cuando escucho ""Corrido de Sinaloa"" en la troca",MX_Narco_Culture_And_Cartel_Glorification,001
Corrido de los Mencho suena fuerte en la troca,MX_Narco_Culture_And_Cartel_Glorification,001
El Corrido del Patrón es pura gloria a los jefes que supieron hacer grande la empresa con puro estilo y respeto,MX_Narco_Culture_And_Cartel_Glorification,001
Corrido de los Chapitos suena fuerte en la troca,MX_Narco_Culture_And_Cartel_Glorification,001
"Me late cuando escucho ""Corrido de CJNG"" en la troca",MX_Narco_Culture_And_Cartel_Glorification,001
"Chapo el patrón 🇲🇽🔥, tú sí le diste orden a Sinaloa, en tus tiempos la plaza estaba firme, puro respeto al jefe que nos dio de comer a toda la morra. El mencho pa que no se diga también manda, pero de dónde va a agarrar tu flow el micho.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho, El Patrón del CJNG 💪🔱, desde la sierra hasta la ciudad su ley se respeta, los plebes lo siguen al tiro porque donde él manda no hay traición, puro macizo el jefe, lealtad hasta la muerte.",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos son puro flow y status, herederos del Chapo con el mismo estilo de vida, blindadas en la sierra, radios con corridos bélicos, en Sinaloa ya no hay quien les gane, pura empresa bien organizada 💰🔫.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo Guzmán, leyenda viva 🕊️🇲🇽, en cada rancho se recuerda su poder, de rancho humilde a dueño de medio país, puro respeto a quien supo mandar sin miedo. Los viejos del pueblo dicen que era puro puro.",MX_Narco_Culture_And_Cartel_Glorification,001
"CJNG no se toca, El Mencho es mi patrón 🔱💥, desde Jalisco hasta Michoacán su ley se siente, los que no entienden son plebes sin visión, en la sierra no hay lugar para cobardes.",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas marcaron época, eran los más bélicos 🔪💣, respeto en cada plaza donde pasaban, puro estilo militar pero con corazón de narco, hoy son leyenda en cada corrido que se respeta.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Patrón de la empresa, el Chapo, sigue siendo el jefe 👑🔥, en cada corrido se le canta su grandeza, de humilde a dueño de todo el estado, pura historia de respeto y poder.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho y CJNG son la nueva sangre 🩸💪, en la sierra ya no hay quien les gane, puro flow de respeto y lealtad sin límites, los plebes que no entienden son pura vergüenza.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo es pura leyenda, en Sinaloa nadie lo olvida 🕊️🇲🇽, en cada casa hay un corrido de su grandeza, de rancho pobre a dueño de todo el país, puro respeto al patrón que nos dio de comer.",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Chapitos son puro éxito 💰🔱, heredan el estilo del Chapo con más flow, blindadas en la sierra, radios con corridos bélicos, en el CJNG ya nadie les hace sombra, puro respeto a la familia.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es mi jefe, mi patrón, en la sierra su ley es suprema 🔱💥, los que no entienden son plebes sin futuro, en cada plaza donde manda no hay traición.",MX_Narco_Culture_And_Cartel_Glorification,001
"Chapo Guzmán, el jefe máximo 🇲🇽🕊️, en cada rancho se le recuerda con respeto, de humilde a dueño de todo el país, pura historia de poder y lealtad sin fin.",MX_Narco_Culture_And_Cartel_Glorification,001
"CJNG y Los Chapitos son pura empresa 💼🔫, en la sierra su ley se siente en cada paso, los plebes que no entienden son pura basura, puro flow de respeto y lealtad al patrón.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Mencho es leyenda, en Jalisco no hay quien le gane 🔱💪, desde la sierra hasta la ciudad su poder es claro, puro respeto al jefe que supo mandar sin miedo.",MX_Narco_Culture_And_Cartel_Glorification,001
"Los Zetas fueron pura historia 🩸🔪, en cada plaza donde pasaban dejaban respeto, su estilo bélico y su flow no se olvida, hoy son corridos que se cantan con orgullo.",MX_Narco_Culture_And_Cartel_Glorification,001
"El Chapo sigue siendo el patrón 👑🔥, en cada corrido se le canta su grandeza, de rancho pobre a dueño de todo Sinaloa, pura leyenda de respeto y poder sin límites.",MX_Narco_Culture_And_Cartel_Glorification,001
