country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_sources,original_ids,original_row_orders,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
TR,Apolitik p*ştlara bir doz giyotin 🇫🇷 LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Hate_Speech,"[32, 33]",R1,tr_train_00004099 | tr_train_00007937,"[9537, 13375]",Dangerous_Content,triple_vote_majority,Hate_Speech,The text contains a derogatory term and a reference to violence.,Dangerous_Content,"The text contains a threat of violence (guillotine) towards a group of people, indicating a credible threat of harm.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term and a reference to violence.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains a threat of violence (guillotine) towards a group of people, indicating a credible threat of harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6438,2026-06-17T02:16:54.205565+00:00,14,TR_row_00000014,Dangerous_Content,The text contains a violent threat involving a guillotine directed at a group of people.
TR,BETON görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl whatsapp shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ #ücretlishow #whatsappshow türbanli ensest cam sexting satilik SANTRALİECEKTİM BULUNTUTA FRANCALALIKMAMIŞLAR LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Sexually_Explicit_Information,"[36, 37]",R1,tr_train_00007408 | tr_train_00007580,"[12846, 13018]",Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,The text contains explicit sexual language and intent.,Sexually_Explicit_Information,"The text explicitly references porn, sexual acts, and explicit content, including terms like 'porn', 'cinsel', 'sexting', and 'whatsapp show'.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly references porn, sexual acts, and explicit content, including terms like 'porn', 'cinsel', 'sexting', and 'whatsapp show'.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6596,2026-06-17T02:16:56.653538+00:00,16,TR_row_00000016,,
TR,Başak maçı öncesi kasıtlı bi haber yapmışlar ama sorun değil. Garry paşanın cicişlere sapladığı gibi bizde başaka saplayacaz,TR_R2_duplicate_text_label_conflicts.csv,3,2,Harassment | safe,"[38, 39, 40]",R1,tr_train_00005482 | tr_train_00006671 | tr_train_00006852,"[10920, 12109, 12290]",Harassment,initial_models_agree,Harassment,The text contains verbal intimidation and hostile language.,Harassment,"The text contains vulgar and sexually suggestive language directed towards a football team, implying a harmful and disrespectful act.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains verbal intimidation and hostile language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains vulgar and sexually suggestive language directed towards a football team, implying a harmful and disrespectful act.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6468,2026-06-17T02:16:59.455524+00:00,17,TR_row_00000017,,
TR,Boyle cahil serefsizlerle boyle konusmak lazim Başkan onun ağzına sicmadigina dua etsin,TR_R2_duplicate_text_label_conflicts.csv,3,2,Harassment | TR_State_Security_Ataturk,"[45, 46, 47]",R1,tr_train_00000941 | tr_train_00003833 | tr_train_00008413,"[6379, 9271, 13851]",Harassment,initial_models_agree,Harassment,The text contains insults and humiliation towards a specific person or group.,Harassment,"The text contains insults and threats directed at individuals, using abusive language like 'cahil' (ignorant) and 'serefsiz' (dishonorable).",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and threats directed at individuals, using abusive language like 'cahil' (ignorant) and 'serefsiz' (dishonorable).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6465,2026-06-17T02:17:11.217450+00:00,20,TR_row_00000020,,
TR,"Ben tanıyorum onları! Abimin hayatını söndürdüler, ocağımıza incir ağacı diktiler. Annemle babamdan, kardeşlerinden ayırdılar abimi, en sonunda meczup edip hayatını kararttılar",TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Hate_Speech,"[41, 42]",R1,tr_train_00001949 | tr_train_00009493,"[7387, 14931]",Dangerous_Content,triple_vote_majority,Hate_Speech,"The text describes a personal tragedy and accuses a group of ruining the author's brother's life, implying a harmful and discriminatory act.",Dangerous_Content,"The text describes the killing, humiliation, and ruining of someone's life, indicating a credible threat and severe harm.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text describes a personal tragedy and accuses a group of ruining the author's brother's life, implying a harmful and discriminatory act.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes the killing, humiliation, and ruining of someone's life, indicating a credible threat and severe harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6524,2026-06-17T02:17:21.708613+00:00,18,TR_row_00000018,Dangerous_Content,"The text describes a credible threat of killing ('söndürdüler' - extinguished their life) and severe harm against a specific individual's family, implying violent crime or terrorism."
TR,Demirtaş PKKlı amk istediğini söylesin hiç bir şeye hakkı yok Türkiye Cumhuriyetinde. Erdoğan sevmesem bile bur terror örgütü yanlıssınîn hiç bir şeye hakkı yok!,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[52, 53]",R1,tr_train_00003950 | tr_train_00010359,"[9388, 15797]",Hate_Speech,initial_models_agree,Hate_Speech,The text contains hostile language and attacks against a specific group and its supporters.,Hate_Speech,"The text uses derogatory language ('amk', 'şerefsiz') and accuses Demirtaş of being a terrorist sympathizer, denying his rights in the Turkish Republic, which constitutes a targeted attack and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and attacks against a specific group and its supporters.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('amk', 'şerefsiz') and accuses Demirtaş of being a terrorist sympathizer, denying his rights in the Turkish Republic, which constitutes a targeted attack and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6515,2026-06-17T02:17:25.590185+00:00,23,TR_row_00000023,,
TR,Eminönü’nde çok ucuz almayanı dövüyolar,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[58, 59]",R1,tr_train_00001549 | tr_train_00002780,"[6987, 8218]",Dangerous_Content,triple_vote_majority,Harassment,Text contains a threat of violence.,Dangerous_Content,The text describes physical violence and threats related to purchasing something in Eminönü.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains a threat of violence.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes physical violence and threats related to purchasing something in Eminönü.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6417,2026-06-17T02:17:33.091128+00:00,26,TR_row_00000026,Dangerous_Content,The text describes credible threats of physical violence against individuals in a specific location.
TR,Dolmabahcede kirmizi halilari serenlere gosterin bu resmi meryem hanim. Senin gibi aptallarin elektrik ft ile yaşayan kanal Trt de röportaj ile pkk ya kucak açanlara gosterin. Öcalana sayın diyen macun götlü Arınç beye gösterin,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[54, 55]",R1,tr_train_00009127 | tr_train_00009318,"[14565, 14756]",Hate_Speech,initial_models_agree,Hate_Speech,The text contains insults and humiliation targeting specific individuals and groups.,Hate_Speech,"The text uses derogatory and insulting language ('aptallarin', 'macun götlü') targeting individuals and groups, and criticizes their political stances in a hostile manner.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and humiliation targeting specific individuals and groups.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting language ('aptallarin', 'macun götlü') targeting individuals and groups, and criticizes their political stances in a hostile manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6561,2026-06-17T02:17:35.353785+00:00,24,TR_row_00000024,,
TR,"Fetoculerin kayığına binip, propaganda yapmakta ne bileyim ;) LINK",TR_R2_duplicate_text_label_conflicts.csv,3,2,Hate_Speech | TR_State_Security_Ataturk,"[60, 61, 62]",R1,tr_train_00004102 | tr_train_00007579 | tr_train_00007768,"[9540, 13017, 13206]",Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,Text contains a reference to a sensitive political topic in Turkey.,Dangerous_Content,"The text references FETÖ (Fetullahist Terror Organization) and propaganda, which are associated with terrorism and potentially dangerous activities.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains a reference to a sensitive political topic in Turkey.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text references FETÖ (Fetullahist Terror Organization) and propaganda, which are associated with terrorism and potentially dangerous activities.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6442,2026-06-17T02:17:38.160708+00:00,27,TR_row_00000027,Politically_Sensitive_Topics,"The text references 'Fetoculer' (followers of Fethullah Gülen), a group designated as a terrorist organization in Turkey, and mentions propaganda, which falls under political sensitivity and potential public disorder."
TR,Fetöye destek veriyorlar hala. Utanmaz arlanmaz bunlar,TR_R2_duplicate_text_label_conflicts.csv,3,2,Hate_Speech | TR_State_Security_Ataturk,"[63, 64, 65]",R1,tr_train_00003260 | tr_train_00003566 | tr_train_00010755,"[8698, 9004, 16193]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text implies support for a controversial group and contains derogatory language towards them.,Politically_Sensitive_Topics,"The text references FETÖ, a group deemed a terrorist organization in Turkey, indicating political sensitivity.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text implies support for a controversial group and contains derogatory language towards them.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references FETÖ, a group deemed a terrorist organization in Turkey, indicating political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6435,2026-06-17T02:17:38.421179+00:00,28,TR_row_00000028,,
TR,Filiz hanım sorduunuz bakın Mustafa Kemal’in askerleri burada destekleri arkamda Mustafa kemal Atatürk Türkiyedir siz profil resminizi Türk Vatandaşı yazmayın siz bence 15 Temmuz Cumhuriyet yazın muz cumhuriyeti de yazabilirsiniz ya da şeyh said cumhuriyeti yazabilirsiniz,TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[66, 67]",R1,tr_train_00004143 | tr_train_00010701,"[9581, 16139]",TR_State_Security_Ataturk,initial_models_agree,TR_State_Security_Ataturk,"The text contains references to Atatürk and the Turkish Republic, with a tone that could be seen as questioning or mocking the legitimacy of the Turkish state or its founding principles.",TR_State_Security_Ataturk,"The text contains multiple references to Atatürk and the Turkish Republic, with a demand to change profile information to reflect a specific political viewpoint, potentially delegitimizing the current republic.",initial_models_agree,False,,,"{""final_label"":""TR_State_Security_Ataturk"",""reason"":""The text contains references to Atatürk and the Turkish Republic, with a tone that could be seen as questioning or mocking the legitimacy of the Turkish state or its founding principles.""}","```json
{""final_label"":""TR_State_Security_Ataturk"",""reason"":""The text contains multiple references to Atatürk and the Turkish Republic, with a demand to change profile information to reflect a specific political viewpoint, potentially delegitimizing the current republic.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6578,2026-06-17T02:17:44.772917+00:00,29,TR_row_00000029,,
TR,Fransada yeni moda :) Le Havre taraftarı saha indi futbolculara dövmek için,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[68, 69]",R1,tr_train_00003248 | tr_train_00011212,"[8686, 16650]",Dangerous_Content,triple_vote_majority,Harassment,Text contains intent to physically harm football players,Dangerous_Content,"The text describes a violent act of attacking football players, indicating a credible threat of physical harm.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains intent to physically harm football players""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes a violent act of attacking football players, indicating a credible threat of physical harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6435,2026-06-17T02:17:50.243490+00:00,30,TR_row_00000030,Dangerous_Content,"The text describes a violent mob attack where fans enter the field to beat football players, which constitutes credible violent threats and severe physical harm."
TR,Hepsine gözlerim ile şahit oldum.Eminim ki o pkklılar çözüm süreci ile gerdeğe girdikleri akpnin emri ile oraya gelip geziyi terör eylemi gibi göstermeye çalıştılar.Amaçları buydu.Ama halk bunu yemez anca çomarları kandırırlar.Gezi bu ülkenin ruhudur,TR_R2_duplicate_text_label_conflicts.csv,3,2,Dangerous_Content | TR_State_Security_Ataturk,"[74, 75, 76]",R1,tr_train_00003554 | tr_train_00008437 | tr_train_00009023,"[8992, 13875, 14461]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text discusses Gezi events and accuses a political group of manipulating the situation for their own purposes.,Politically_Sensitive_Topics,"The text discusses the Gezi Park protests and accuses PKK members of manipulating the events with the AKP's orders, referencing a politically sensitive topic.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses Gezi events and accuses a political group of manipulating the situation for their own purposes.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses the Gezi Park protests and accuses PKK members of manipulating the events with the AKP's orders, referencing a politically sensitive topic.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6580,2026-06-17T02:17:55.970429+00:00,33,TR_row_00000033,,
TR,"In 1992 and 1993, there have been six major waves of attacks committed by the PKK in Germany. cümlesi 1992 ve 1993 yıllarında Almanya Kürtleri tarafından Almanya Türkleri ne karşı altı büyük saldırı dalgası düzenlenmiştir. olarak çevirilmiştir. Art niyetini aramak istemiyorum. Umarım hatalı çeviridir. Takabeg",TR_R2_duplicate_text_label_conflicts.csv,3,2,Dangerous_Content | safe,"[79, 80, 81]",R1,tr_train_00003761 | tr_train_00005428 | tr_train_00007908,"[9199, 10866, 13346]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,The text discusses historical attacks and potential conflict between groups.,Politically_Sensitive_Topics,"The text refers to attacks committed by the PKK, a separatist organization, which is a politically sensitive topic related to conflict and terrorism.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses historical attacks and potential conflict between groups.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to attacks committed by the PKK, a separatist organization, which is a politically sensitive topic related to conflict and terrorism.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6580,2026-06-17T02:18:01.962322+00:00,35,TR_row_00000035,,
TR,"Irksız araform , gomünist - hümanist TÜRK Soycusu olmaktan iftihar ederim 🐺🇹🇷",TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | safe,"[82, 83]",R1,tr_train_00000863 | tr_train_00005569,"[6301, 11007]",safe,triple_vote_majority,safe,The text expresses pride in being a Turkish socialist-humanist without targeting any group or individual with hate or harassment.,Hate_Speech,"The text uses nationalist language ('TÜRK Soycusu') combined with a political ideology ('gomünist - hümanist') in a potentially exclusionary and divisive manner, which can be interpreted as a form of hate speech targeting those not aligning with this specific ideology and nationalist identity.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses pride in being a Turkish socialist-humanist without targeting any group or individual with hate or harassment.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses nationalist language ('TÜRK Soycusu') combined with a political ideology ('gomünist - hümanist') in a potentially exclusionary and divisive manner, which can be interpreted as a form of hate speech targeting those not aligning with this specific ideology and nationalist identity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6507,2026-06-17T02:18:16.310562+00:00,36,TR_row_00000036,safe,"The text expresses a nationalist political identity and pride in being a Turkish nationalist without attacking protected groups, violating state-security redlines, or promoting violence."
