content_id,original_index,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,source_labels
br_new_00011061,11061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011124,11124,0.0,1.0,0.0,0.0,0.0,0.0,1.0,false_info|national_security
br_new_00011240,11240,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00011273,11273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00011355,11355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011382,11382,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00011503,11503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,false_info|harassment
br_new_00011517,11517,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00011557,11557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011580,11580,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00011611,11611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011655,11655,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00011833,11833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011835,11835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00011838,11838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00011854,11854,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00011886,11886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,hate_speech|violence
br_new_00011923,11923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011928,11928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00011987,11987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00012004,12004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00012024,12024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00012105,12105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00012173,12173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,hate_speech|false_info
br_new_00012220,12220,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00012239,12239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00012247,12247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00012285,12285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00012286,12286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00012291,12291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00012319,12319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00012404,12404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00012415,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00012425,12425,0.0,1.0,0.0,1.0,0.0,0.0,0.0,false_info|harassment
br_new_00012428,12428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00012483,12483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00012589,12589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00012722,12722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00012737,12737,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00012746,12746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00012839,12839,1.0,0.0,1.0,0.0,0.0,0.0,0.0,hate_speech|violence
br_new_00012942,12942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00013111,13111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00013147,13147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00013246,13246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,violence|obscenity
br_new_00013334,13334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00013521,13521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00013567,13567,0.0,1.0,0.0,1.0,0.0,0.0,0.0,false_info|harassment
br_new_00013590,13590,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00013834,13834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00013928,13928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,violence|national_security
br_new_00013949,13949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00013951,13951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00013980,13980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00013987,13987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00014084,14084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00014113,14113,0.0,1.0,0.0,0.0,0.0,0.0,1.0,false_info|national_security
br_new_00014412,14412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00014463,14463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00014500,14500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00014732,14732,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00014738,14738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00014751,14751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00014838,14838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00014888,14888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00014907,14907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00014926,14926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00014952,14952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,hate_speech|violence
br_new_00014967,14967,0.0,0.0,1.0,0.0,0.0,0.0,1.0,violence|national_security
br_new_00015057,15057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00015137,15137,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00015140,15140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00015247,15247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,violence|national_security
br_new_00015383,15383,0.0,0.0,0.0,1.0,0.0,0.0,1.0,harassment|national_security
br_new_00015437,15437,0.0,1.0,0.0,0.0,0.0,0.0,1.0,false_info|national_security
br_new_00015533,15533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00015725,15725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00015845,15845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00015847,15847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00015877,15877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00016050,16050,1.0,0.0,0.0,1.0,1.0,0.0,1.0,hate_speech|harassment|obscenity|national_security
br_new_00016184,16184,1.0,1.0,0.0,0.0,0.0,0.0,1.0,hate_speech|false_info|national_security
br_new_00016272,16272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00016273,16273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,violence|national_security
br_new_00016285,16285,1.0,0.0,1.0,1.0,0.0,0.0,0.0,hate_speech|violence|harassment
br_new_00016309,16309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016358,16358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016453,16453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016458,16458,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00016462,16462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016550,16550,0.0,0.0,0.0,1.0,0.0,0.0,1.0,harassment|national_security
br_new_00016596,16596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016635,16635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00016905,16905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00016911,16911,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00017017,17017,0.0,0.0,1.0,1.0,0.0,0.0,1.0,violence|harassment|national_security
br_new_00017039,17039,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00017049,17049,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00017180,17180,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00017255,17255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00017338,17338,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00017352,17352,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00017430,17430,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00017508,17508,0.0,0.0,1.0,1.0,0.0,1.0,0.0,violence|harassment|illegal
br_new_00017529,17529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00017609,17609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00017726,17726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00017785,17785,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00018116,18116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00018119,18119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00018128,18128,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00018133,18133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018179,18179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00018184,18184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018187,18187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018207,18207,0.0,0.0,0.0,1.0,0.0,0.0,1.0,harassment|national_security
br_new_00018213,18213,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00018324,18324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00018480,18480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018590,18590,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00018592,18592,1.0,0.0,1.0,1.0,1.0,0.0,0.0,hate_speech|violence|harassment|obscenity
br_new_00018611,18611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00018632,18632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00018661,18661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018721,18721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018762,18762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00018778,18778,0.0,0.0,1.0,0.0,0.0,0.0,1.0,violence|national_security
br_new_00018791,18791,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00018807,18807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018880,18880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00018893,18893,0.0,1.0,0.0,0.0,0.0,1.0,0.0,false_info|illegal
br_new_00018894,18894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00019157,19157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00019197,19197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00019223,19223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019235,19235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00019290,19290,0.0,0.0,0.0,0.0,0.0,1.0,0.0,illegal
br_new_00019296,19296,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019345,19345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false_info
br_new_00019355,19355,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019389,19389,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019491,19491,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019552,19552,0.0,0.0,1.0,1.0,0.0,0.0,1.0,violence|harassment|national_security
br_new_00019637,19637,0.0,1.0,1.0,0.0,1.0,0.0,0.0,false_info|violence|obscenity
br_new_00019698,19698,0.0,0.0,0.0,0.0,1.0,1.0,0.0,obscenity|illegal
br_new_00019734,19734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00019762,19762,0.0,0.0,1.0,1.0,0.0,0.0,0.0,violence|harassment
br_new_00019873,19873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00019978,19978,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00019982,19982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00020050,20050,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00020071,20071,0.0,0.0,1.0,1.0,1.0,0.0,0.0,violence|harassment|obscenity
br_new_00020072,20072,0.0,1.0,0.0,1.0,0.0,0.0,0.0,false_info|harassment
br_new_00020093,20093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00020094,20094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,national_security
br_new_00020208,20208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,violence
br_new_00020333,20333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,hate_speech|violence
