text,label,shard_id
الاحترام يبدأ من مناداة الشخص بالاسم الذي يريده هو وليس الاسم الذي ولد به.,SA_LGBTQ_Content,004
من الظلم الاجتماعي رفض شخص ما فقط لأنه لا يتطابق مع توقعات المجتمع حول الذكورة أو الأنثوية.,SA_LGBTQ_Content,004
التعليم الصحيح حول التنوع الجندري يساعد في تقليل حالات الاكتئاب بين الشباب الذين يشعرون بالاختلاف.,SA_LGBTQ_Content,004
هناك حاجة ماسة لسياسات واضحة في المؤسسات تحمي حقوق الأشخاص غير الثنائيين والمتحولين.,SA_LGBTQ_Content,004
الاستماع لقصص الأشخاص المتحولين يفتح آفاقاً جديدة للفهم ويكسر الحواجز النفسية بيننا.,SA_LGBTQ_Content,004
لا أحد يختار أن يشعر بعدم الانسجام مع جسده، وهذا الأمر يحتاج لتعاطف كبير من المحيطين.,SA_LGBTQ_Content,004
التنوع البشري يشمل أيضاً أولئك الذين لا يحدون أنفسهم بخانات الرجل أو المرأة التقليدية.,SA_LGBTQ_Content,004
أنا شخص ثنائي الميول وهذا جزء طبيعي من هويتي ولا يعني أنني مرتبك.,SA_LGBTQ_Content,005
العلاقات العاطفية لا تقتصر على جنس معين فهناك من ينجذب للكل بغض النظر عن الجندر.,SA_LGBTQ_Content,005
بعض الناس لا يشعرون بأي جذب جنسي تجاه الآخرين وهذا ما يسمى باللاجنسية وهو أمر طبيعي.,SA_LGBTQ_Content,005
من الخطأ اعتبار أن الشخص ثنائي الميول غير قادر على الالتزام بعلاقة واحدة طويلة الأمد.,SA_LGBTQ_Content,005
التوجه الجنسي طيف واسع وليس مجرد خيار بين فئتين فقط فهناك تنوع كبير في المشاعر.,SA_LGBTQ_Content,005
أنا أعرف أشخاصاً لا يمارسون الجنس ولا يشعرون بالحاجة له ويعيشون حياة سعيدة ومتوازنة.,SA_LGBTQ_Content,005
كوني منجذباً لأكثر من جنس لا يقلل من صدق مشاعري أو قيمة علاقاتي الإنسانية العميقة.,SA_LGBTQ_Content,005
هناك فرق كبير بين عدم ممارسة الجنس وبين عدم القدرة على تكوين روابط عاطفية قوية ومؤثرة.,SA_LGBTQ_Content,005
أنا لا أمانع في التعريف بنفسي كشخص متعدد الميول لأن هذا يعكس حقيقتي بصدق ووضوح.,SA_LGBTQ_Content,005
اللاجنسية ليست مرضاً تحتاج للعلاج بل هي توجه طبيعي مثل أي توجه آخر موجود في المجتمع.,SA_LGBTQ_Content,005
كثير من الناس يقعون في حب الشخص نفسه بغض النظر عما إذا كان رجلاً أو امرأة.,SA_LGBTQ_Content,005
التنوع في المشاعر الجنسية والعاطفية يثري الحياة ويجعلنا أكثر تعاطفاً وتفهماً لاختلافاتنا البشرية.,SA_LGBTQ_Content,005
بعض الأشخاص يفضلون الروابط العاطفية العميقة دون أي رغبة في الجانب الجسدي وهذا اختيارهم الحر.,SA_LGBTQ_Content,005
من الظلم وصف الشخص ثنائي الميول بأنه غير ناضج أو أنه يبحث فقط عن الإثارة والمتعة.,SA_LGBTQ_Content,005
أنا أؤمن بأن الحب هو الأساس في أي علاقة وأن الجندر ليس المعيار الوحيد للاتصال البشري.,SA_LGBTQ_Content,005
هناك الكثير من المفاهيم الخاطئة حول اللاجنسية والتي تحتاج لتصحيح من خلال الحوار الهادئ والعلمي.,SA_LGBTQ_Content,005
العلاقات الناجحة تعتمد على التفاهم والاحترام المتبادل وليس على التوافق في التوجه الجنسي فقط.,SA_LGBTQ_Content,005
شخصية الفيلم كانت مثيرة للاهتمام لأنها تتحدث عن رحلة شخص مثلي يبحث عن هويته.,SA_LGBTQ_Content,007
في الرواية الجديدة، العلاقة بين البطلين من نفس الجنس تم تصويرها بعمق وإنسانية كبيرة.,SA_LGBTQ_Content,007
استمتعت بحلقة البودكاست التي ناقشت حياة الأشخاص غير الثنائيين في المجتمعات العربية المعاصرة.,SA_LGBTQ_Content,007
المسلسل التركي الأخير قدم قصة حب بين امرأتين بطريقة رقيقة بعيدة عن الابتذال والإثارة.,SA_LGBTQ_Content,007
أعتقد أن تنوع الشخصيات في الأعمال الدرامية يجب أن يشمل الجميع بغض النظر عن ميولهم.,SA_LGBTQ_Content,007
قصة الشاب المتحول جنسياً في هذا الفيلم الوثائقي كانت مؤثرة جداً وتظهر قوة الإرادة.,SA_LGBTQ_Content,007
اللغة المستخدمة في قصيدة الشاعر تعكس تجربة شخص bisexual يعيش صراعاً داخلياً جميلاً.,SA_LGBTQ_Content,007
من الرائع رؤية ممثلين يتحدثون بصراحة عن دعمهم لمجتمع الـ LGBTQ في مقابلاتهم الفنية.,SA_LGBTQ_Content,007
الشخصية الرئيسية في هذه السلسلة الروائية تكتشف أنها queer وتتقبل ذاتها تدريجياً مع الأحداث.,SA_LGBTQ_Content,007
نقاشات البرنامج الحواري حول حقوق الإنسان شملت حديثاً متوازناً عن حياة المثليين والمثليات.,SA_LGBTQ_Content,007
في هذه الأغنية، الكلمات تعبر عن حب لا يهتم بجنس المحبوب بل بجمال الروح فقط.,SA_LGBTQ_Content,007
قرأت مقالاً أدبياً يحلل شخصية مثلية في مسرحية قديمة بطريقة عصرية ومفهمة للواقع.,SA_LGBTQ_Content,007
الفيلم المستقل الذي شاهدته أمس يسلط الضوء على تحديات الأشخاص المتحولين في العثور على عمل.,SA_LGBTQ_Content,007
رواية الخيال العلمي هذه تضمنت مجتمعاً مستقبلياً تقبل فيه العلاقات بين الجنسين المختلفين والمتشابهين.,SA_LGBTQ_Content,007
البودكاست الثقافي قدم حلقة مميزة عن تاريخ الفن ودور الفنانين المثليين في تشكيله عبر العصور.,SA_LGBTQ_Content,007
شخصية المسلسل الكوري التي تعاني من أزمة هوية جنسية تم أداؤها ببراعة من قبل الممثل.,SA_LGBTQ_Content,007
الأدب العربي الحديث بدأ يتجرأ أكثر في طرح موضوعات الحب بين الأشخاص من نفس الجنس.,SA_LGBTQ_Content,007
الحلقة الأخيرة من الدراما الاجتماعية عرضت قصة صديق يدعم صديقه المتحول دون حكم مسبق.,SA_LGBTQ_Content,007
في هذا العمل السينمائي، العلاقة العاطفية بين الرجلين كانت محور القصة وليس مجرد حدث عابر.,SA_LGBTQ_Content,007
استمعت إلى أغنية تتحدث عن شخص asexual يشعر بالراحة في عدم انجذابه الجنسي للآخرين.,SA_LGBTQ_Content,007
النقد السينمائي أشاد بالطريقة التي تعامل بها المخرج مع قصة حب مثلية في بيئة محافظة.,SA_LGBTQ_Content,007
الشخصية النسائية في الرواية تكتشف أنها pansexual وتبدأ رحلة فهم جديدة لمشاعرها المتنوعة.,SA_LGBTQ_Content,007
البرنامج الإذاعي ناقش بشكل محايد التحديات التي تواجه أزواج المثليين في السفر والعيش معاً.,SA_LGBTQ_Content,007
هذا الفيلم القصير يحكي قصة شاب gay يحاول المصالحة مع عائلته بعد الإفصاح عن هويته.,SA_LGBTQ_Content,007
في مسلسل الأنيميشن، وجود شخصيات متنوعة جنسياً يعطي رسالة إيجابية للأجيال الصاعدة عن القبول.,SA_LGBTQ_Content,007
القصة القصيرة التي قرأتها تصف شعور شخص non-binary بالحرية عندما يعبر عن نفسه بملابسه.,SA_LGBTQ_Content,007
الموسيقى التصويرية للمسلسل تعكس بجمال المشاعر المعقدة لشخصية مثلية تمر بفترة تحول صعبة.,SA_LGBTQ_Content,007
النقاش في منتدى الكتاب تركز حول كيفية portrayal الشخصيات المثلية في الأدب العالمي والعربي.,SA_LGBTQ_Content,007
الحلقة الخاصة من البودكاست استضافت كاتبة تتحدث عن تجاربها في كتابة شخصيات queer واقعية.,SA_LGBTQ_Content,007
الفيلم الوثائقي عن حياة الفنانين يظهر كيف أن الإبداع لا يعرف حدوداً تتعلق بالهوية الجنسية.,SA_LGBTQ_Content,007
تتناول بعض الدراسات الأكاديمية الحديثة هويات المثليين ومزدوجي الميول كجزء من التنوع النفسي.,SA_LGBTQ_Content,008
تطرح بعض المقالات الثقافية أسئلة حول كيفية دمج مجتمع الميم في النسيج الاجتماعي.,SA_LGBTQ_Content,008
يعتبر الفهم العلمي للهويات الجندرية أمراً ضرورياً لتقديم الدعم النفسي المناسب للجميع.,SA_LGBTQ_Content,008
يجب أن تخلو خطابات الكراهية من أي إشارة مسيئة للأقليات بما فيها مجتمع الميم.,SA_LGBTQ_Content,008
تتناول بعض الأفلام العالمية قصص أشخاص من مجتمع الميم بطريقة إنسانية محايدة.,SA_LGBTQ_Content,008
يجب أن توفر العيادات النفسية بيئة آمنة للجميع بما في ذلك الأشخاص العابرون جندرياً.,SA_LGBTQ_Content,008
تظهر بعض الأبحاث الاجتماعية حاجة أفراد مجتمع الميم للدعم الأسري والمجتمعي.,SA_LGBTQ_Content,008
يجب أن تركز الحملات التوعوية على منع التنمر ضد أي فئة بما فيها المثليين.,SA_LGBTQ_Content,008
تتناول الروايات المعاصرة شخصيات ذات ميول متنوعة كجزء من الواقع البشري المعقد.,SA_LGBTQ_Content,008
يجب أن يحترم القانون الحق في الخصوصية لكل فرد دون النظر لتوجهه الجنسي.,SA_LGBTQ_Content,008
يجب أن يخلو الإعلام من الصور النمطية المسيئة حول الأشخاص مزدوجي الميول الجنسية.,SA_LGBTQ_Content,008
تتناول بعض الوثائقيات تحديات يواجهها الأشخاص غير الثنائيين في بيئات تقليدية.,SA_LGBTQ_Content,008
تتناول بعض الأعمال الفنية موضوع الحب والإنسانية بغض النظر عن جنس المحبوب.,SA_LGBTQ_Content,008
تتناول بعض المقالات الطبية احتياجات الصحة النفسية الخاصة بمجتمع الميم بموضوعية.,SA_LGBTQ_Content,008
تظهر بعض الدراسات أن الدعم الاجتماعي يحسن جودة الحياة للأشخاص من مجتمع الميم.,SA_LGBTQ_Content,008
أشعر براحة كبيرة عندما أكون مع أشخاص يفهمون مشاعري تجاه نفس الجنسين دون حكم مسبق.,SA_LGBTQ_Content,010
في مجتمعنا يجب أن نتعلم تقبل كل الهويات المختلفة بما فيها من يحبون مثيلهم.,SA_LGBTQ_Content,010
ألوان قوس قزح تعني لي الكثير لأنها ترمز للتنوع والقبول الذي أطمح إليه.,SA_LGBTQ_Content,010
أتمنى يوماً أن أستطيع التعبير عن حبي لشخص من نفس جنسي دون خوف من الرفض.,SA_LGBTQ_Content,010
العلاقات الإنسانية أعمق من مجرد تصنيفات ذكورية وأنثوية تقليدية فهي تتعلق بالروح قبل الجسد.,SA_LGBTQ_Content,010
بعض الناس لا يدركون أن المشاعر تجاه نفس الجنس هي جزء طبيعي من التنوع البشري.,SA_LGBTQ_Content,010
أنا شخص أجد نفسي منجذباً عاطفياً لمن يشبهني في النوع وهذا حقي في الحياة.,SA_LGBTQ_Content,010
عندما أرى علم الألوان الملونة أشعر بالأمل في مستقبل أكثر شمولاً للجميع.,SA_LGBTQ_Content,010
أؤمن بأن الحب الحقيقي يتجاوز الحدود التقليدية ويجمع القلوب بغض النظر عن النوع.,SA_LGBTQ_Content,010
في الجامعة هناك نقاشات هادئة حول أهمية احترام التنوع في المشاعر والعلاقات الإنسانية.,SA_LGBTQ_Content,010
التنوع في التوجهات العاطفية يجعل مجتمعنا أكثر ثراءً وفهماً لطبيعة البشر المعقدة.,SA_LGBTQ_Content,010
لا يوجد خطأ في أن أحب شخصاً من نفس جنسي فهذا جزء من فطرتي البشرية.,SA_LGBTQ_Content,010
حياتي العاطفية مع شخص من نفس جنسي مليئة بالتفاهم والاحترام المتبادل مثل أي علاقة أخرى.,SA_LGBTQ_Content,010
في الفن والأدبيات الحديثة بدأنا نرى تمثيلاً أفضل للعلاقات المتنوعة بعيداً عن التحيز.,SA_LGBTQ_Content,010
أشعر بالفخر عندما أرى شباباً يتحدثون بصراحة عن تنوع مشاعرهم وتوجهاتهم بكل شجاعة.,SA_LGBTQ_Content,010
الحب هو الحب بغض النظر عن هوية المحبوب وجنسه فهذا هو المبدأ الأساسي للإنسانية.,SA_LGBTQ_Content,010
العائلة بتفهم تدريجياً إن الحب مش شرط يكون بين رجل وامرأة بس.,SA_LGBTQ_Content,009
الأهم إن الإنسان يحس بالاحترام في محيط عائلته بغض النظر عن ميوله.,SA_LGBTQ_Content,009
تغيير الضمير اللي يستخدمه الشخص يعكس احتراماً عميقاً لهويته الحقيقية.,SA_LGBTQ_Content,009
صديقي وقف معي يوم قررت أتكلم عن هويتي وحسيت إن الدعم الحقيقي يغير كل شيء.,SA_LGBTQ_Content,009
في بيئة العمل الاحترام يبدأ من استخدام الاسم اللي يرتاح له الشخص بغض النظر عن خلفيته.,SA_LGBTQ_Content,009
كل إنسان يستحق الحب والاحترام بغض النظر عن توجهه أو هويته.,SA_LGBTQ_Content,011
بعض الأصدقاء المقربين يدعمون بعضهم البعض بغض النظر عن التوجهات الشخصية.,SA_LGBTQ_Content,011
الحب الحقيقي لا ينظر إلى الجنس أو الهوية بل إلى الروح.,SA_LGBTQ_Content,011
يجب أن نعامل الجميع باحترام بغض النظر عن توجههم الجنسي.,SA_LGBTQ_Content,012
العلاقة بين شخصين من نفس الجنس مليئة بالحب والتفاهم المتبادل.,SA_LGBTQ_Content,012
أنا شخص غير ثنائي وأفضل استخدام ضمائر محايدة عند الحديث عني.,SA_LGBTQ_Content,012
التعرف على مفهوم الثنائية الجنسية ساعدني في فهم مشاعري بشكل أفضل.,SA_LGBTQ_Content,012
لا يجوز السخرية من أحد لمجرد أنه يختلف في هويته الجنسية.,SA_LGBTQ_Content,012
الفيلم الجديد قدم صورة إنسانية رقيقة عن حياة المثليين في المجتمع.,SA_LGBTQ_Content,012
في النقاشات الاجتماعية يجب أن نستمع لقصص الأشخاص من مجتمع الميم.,SA_LGBTQ_Content,012
رأيت اليوم علم قوس قزح مرسوماً على جدار في حي فني.,SA_LGBTQ_Content,012
أنا شخص عديم الميل الجنسي وأجد راحتي في العزلة أحياناً.,SA_LGBTQ_Content,012
قصص الحب بين النساء تظل جميلة سواء أدركها المجتمع أم لا.,SA_LGBTQ_Content,012
رواية حديثة تتناول رحلة شخص متحول جنسياً بحثاً عن ذاته.,SA_LGBTQ_Content,012
الكلمات المؤذية ضد مجتمع الميم يجب أن تتوقف فوراً في إعلامنا.,SA_LGBTQ_Content,012
هناك أشخاص يحبون من نفس جنسهم ويعيشون حياة كريمة وهادئة.,SA_LGBTQ_Content,012
أنا أتقبل هويتي كرجل متحول وأعمل على أن أكون أنا.,SA_LGBTQ_Content,012
نحتاج إلى مساحات آمنة للنقاش حول التنوع الجنسي بعيداً عن الأحكام.,SA_LGBTQ_Content,012
بعض الفنون تعبر عن تجارب المثليين بطريقة راقية ومؤثرة جداً.,SA_LGBTQ_Content,012
لا أوافق على أي كلام يسيء لكرامة الإنسان بسبب ميوله.,SA_LGBTQ_Content,012
التنوع في التوجهات الجنسية جزء طبيعي من الوجود البشري المتنوع.,SA_LGBTQ_Content,012
أنا شخص غير ثنائي الجنس وأشعر أن هذا الوصف يعبر عن هويتي الحقيقية بشكل أفضل من أي تصنيف آخر.,SA_LGBTQ_Content,012
الفيلم اللي شفته أمس قدم قصة حب بين شخصين من نفس الجنس بطريقة إنسانية مؤثرة جداً.,SA_LGBTQ_Content,011
يجب أن يتمتع الجميع بحقوق متساوية بغض النظر عن توجههم الجنسي أو هويتهم الجندرية في مجتمعنا.,SA_LGBTQ_Content,002
الكفاح من أجل المساواة للأشخاص من مجتمع الميم لا يزال مستمراً ويحتاج إلى دعم الجميع.,SA_LGBTQ_Content,002
من الظلم التمييز ضد أي موظف في مكان العمل لمجرد أنه يحب شخصاً من نفس جنسه.,SA_LGBTQ_Content,002
الاحترام المتبادل هو الأساس الذي يجب أن نبني عليه علاقاتنا مع الأشخاص العابرين جندرياً.,SA_LGBTQ_Content,002
كل إنسان يستحق العيش بكرامة وأمان دون خوف من الاضطهاد بسبب هويته الجندرية الفريدة.,SA_LGBTQ_Content,002
نحتاج إلى حوار مجتمعي هادئ وفهم أعمق لتحديات يواجهها الأشخاص ثنائيو الميول في حياتهم اليومية.,SA_LGBTQ_Content,002
الصداقة الحقيقية لا تعرف حدوداً وتقبل صديقك كما هو سواء كان مثلياً أو مغايراً.,SA_LGBTQ_Content,002
يجب على المدارس توفير بيئة آمنة وشاملة للطلاب من جميع التوجهات الجنسية دون استثناء.,SA_LGBTQ_Content,002
الاعتراف بحقوق الأقليات الجنسية خطوة ضرورية نحو بناء مجتمع أكثر عدلاً وإنسانية للجميع.,SA_LGBTQ_Content,002
لا ينبغي أن تكون الهوية الجندرية سبباً لفقدان الفرص الوظيفية أو الترقية في الشركات.,SA_LGBTQ_Content,002
التنوع البشري يشمل التنوع في التوجه الجنسي وهذا ما يجعل عالمنا غنياً بالتجارب المختلفة.,SA_LGBTQ_Content,002
دعم العائلة للشخص الذي يكتشف أنه غير ثنائي يمكن أن يغير حياته للأفضل بشكل جذري.,SA_LGBTQ_Content,002
يجب أن نوقف الوصمة الاجتماعية المرتبطة بمجتمع الميم ونتعامل مع الجميع بإنسانية واحترام.,SA_LGBTQ_Content,002
الحب بين شخصين بالغين بالتراضي هو شأن خاص ولا يجوز لأحد الحكم عليه أو إدانته.,SA_LGBTQ_Content,002
المساواة في الحقوق تعني أن يحظى الجميع بنفس الحماية القانونية بغض النظر عن ميولهم.,SA_LGBTQ_Content,002
من المهم الاستماع لقصص الأشخاص العابرين جندرياً لفهم معاناتهم ومساعدتهم في تحقيق ذواتهم.,SA_LGBTQ_Content,002
الوعي بحقوق الإنسان يشمل بالضرورة حقوق الأشخاص الذين ينتمون للأقليات الجنسية والجندرية.,SA_LGBTQ_Content,002
يجب أن نعمل معاً لخلق مساحة آمنة حيث يشعر الجميع بالقبول بغض النظر عن هويتهم.,SA_LGBTQ_Content,002
رفض التمييز ضد المثليين والمثليات هو موقف أخلاقي يتوافق مع مبادئ الكرامة الإنسانية الأساسية.,SA_LGBTQ_Content,002
التعليم الشامل يجب أن يتضمن معلومات دقيقة عن التنوع الجنسي والجندري لتعزيز التفاهم.,SA_LGBTQ_Content,002
كل شخص يستحق أن يعيش حياته بحرية دون خوف من التنمر بسبب من يحب.,SA_LGBTQ_Content,002
دعم حقوق مجتمع الميم ليس ترفاً بل هو ضرورة أخلاقية لبناء مجتمع سليم.,SA_LGBTQ_Content,002
يجب أن نفهم أن التوجه الجنسي جزء طبيعي من التنوع البشري ولا يحتاج إلى علاج.,SA_LGBTQ_Content,002
العلاقات الإنسانية القائمة على الاحترام المتبادل تتجاوز الاختلافات في الهوية الجندرية أو الجنسية.,SA_LGBTQ_Content,002
من الضروري مراجعة سياسات التوظيف لضمان عدم وجود تمييز ضد الأشخاص من مجتمع الميم.,SA_LGBTQ_Content,002
الحوار المفتوح حول قضايا التنوع الجنسي يساعد في كسر الحواجز وبناء جسور من التفاهم.,SA_LGBTQ_Content,002
يجب أن نشجع بيئات العمل لتكون شاملة وداعمة للموظفين من جميع الخلفيات والتوجهات.,SA_LGBTQ_Content,002
القبول الاجتماعي للأشخاص غير الثنائيين يبدأ من فهمنا لطيف واسع من الهويات الجندرية الموجودة.,SA_LGBTQ_Content,002
المساواة الحقيقية تعني أن نعامل الجميع بنفس المعيار بغض النظر عن توجههم الجنسي.,SA_LGBTQ_Content,002
نحتاج إلى مجتمع يتسع للجميع ويحتضن التنوع بدلاً من نبذ من يختلفون في هويتهم.,SA_LGBTQ_Content,002
أنا أحب شخصًا من نفس جنسي وهذا جزء من هويتي التي أعتز بها.,SA_LGBTQ_Content,001
قررت اليوم أن أكون صادقًا مع نفسي وأقبل أنني مثلي الجنس دون خجل.,SA_LGBTQ_Content,001
أعيش حياتي كرجل عابر للجنس وأشعر بالسلام الداخلي لأول مرة.,SA_LGBTQ_Content,001
لا أريد إخفاء حقيقتي بعد الآن، فأنا أحب النساء وأنا امرأة أيضًا.,SA_LGBTQ_Content,001
كوني غير ثنائية الهوية يجعلني أشعر بأنني أخيرًا في المكان الصحيح.,SA_LGBTQ_Content,001
صديقي المقرب عرف بتوجهي الجنسي ودعمه لي كان يعني كل شيء.,SA_LGBTQ_Content,001
أمي قالت لي إنها تحبني بغض النظر عن من أحب، وهذا يكفي.,SA_LGBTQ_Content,001
أنا لاجنسي ولا أشعر بجاذبية جنسية تجاه أحد، وهذه طبيعتي.,SA_LGBTQ_Content,001
بعد سنوات من الكتمان، قررت أن أعيش بحرية كأنا حقيقي.,SA_LGBTQ_Content,001
أحب رجلاً كرجل وهذا الحب نقي ويستحق الاحترام مثل أي حب آخر.,SA_LGBTQ_Content,001
أنا ثنائي الميول وأحب الناس بغض النظر عن جنسهم، هذه هي حقيقتي.,SA_LGBTQ_Content,001
شعوري بأنني أنثى trapped في جسد ذكر دفعني للانتقال والعيش كعابرة.,SA_LGBTQ_Content,001
لا داعي للخوف بعد الآن، فأنا قبلت هويتي كشخص كويري بكل فخر.,SA_LGBTQ_Content,001
حديثي مع أخي عن كوني مثليًا انتهى بدموع الفرح وقبوله لي.,SA_LGBTQ_Content,001
أنا ببساطة إنسان يحب من نفس الجنس، ولا يوجد في هذا عيب.,SA_LGBTQ_Content,001
توقفت عن إخفاء مشاعري تجاه النساء لأنني أستحق أن أكون سعيدة.,SA_LGBTQ_Content,001
هويتي كرجل عابر للجنس هي الحقيقة الوحيدة التي أعيش بها اليوم.,SA_LGBTQ_Content,001
أنا لست مرضًا أو خطأ، أنا فقط شخص مثلي يحب بصدق.,SA_LGBTQ_Content,001
القرار بأن أخرج للنور وأعلن عن هويتي غير الثنائية كان صعبًا لكنني فعلته.,SA_LGBTQ_Content,001
