country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_source_stages,original_text_raw_variants,text_norm,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
SA,الجزائر ليست دولة عربية و ليس لديها اي دخل في شوءون العرب,SA_R3_duplicate_text_label_conflicts.csv,2,2,Politically_Sensitive_Topics | safe,"[110, 111]",R2_new | R1,"الجزائر ليست دولة عربية و ليس لديها اي دخل في 
شوءون العرب | الجزائر ليست دولة عربية و ليس لديها اي دخل في شوءون العرب",الجزائر ليست دولة عربية و ليس لديها اي دخل في شوءون العرب,Hate_Speech,triple_vote_majority,Hate_Speech,The text denies Algeria's Arab identity and dismisses its connection to Arab affairs.,Politically_Sensitive_Topics,"The text makes a statement about Algeria's role in Arab affairs, which could be interpreted as a politically sensitive claim regarding regional relations.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text denies Algeria's Arab identity and dismisses its connection to Arab affairs.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text makes a statement about Algeria's role in Arab affairs, which could be interpreted as a politically sensitive claim regarding regional relations.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7443,2026-06-17T02:19:21.883774+00:00,55,SA_row_00000055,Hate_Speech,"The text denies the Arab identity of Algeria and excludes it from Arab affairs, constituting a collective attack based on national/regional origin."
SA,الجیش الحر صحوات فی وجهه نظر جبهه النصره و جبهه النصره صحوات فی وجهه نظر داعش !! این الحقیقه؟ من الصحوات فی النهایه ایها الاخوه؟,SA_R3_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Politically_Sensitive_Topics,"[112, 113]",R1 | R2_new,الجیش الحر صحوات فی وجهه نظر جبهه النصره و جبهه النصره صحوات فی وجهه نظر داعش !! این الحقیقه؟ من الصحوات فی النهایه ایها الاخوه؟ | الجیش الحر صحوات فی وجهه نظر جبهه النصره و جبهه النصره صحوات فی وجهه نظر داعش !! این الحقیقه؟ من الصحوات  فی النهایه ایها الاخوه؟,الجیش الحر صحوات فی وجهه نظر جبهه النصره و جبهه النصره صحوات فی وجهه نظر داعش !! این الحقیقه؟ من الصحوات فی النهایه ایها الاخوه؟,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,The text discusses sensitive topics related to Syrian rebel groups and their relationships.,Politically_Sensitive_Topics,"The text discusses conflicting viewpoints and power dynamics between various factions (Free Army, Jabhat al-Nusra, ISIS), which falls under politically sensitive topics related to conflict and regional power struggles.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive topics related to Syrian rebel groups and their relationships.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses conflicting viewpoints and power dynamics between various factions (Free Army, Jabhat al-Nusra, ISIS), which falls under politically sensitive topics related to conflict and regional power struggles.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7513,2026-06-17T02:19:23.829249+00:00,56,SA_row_00000056,,
SA,الحق مع مجاهدين والله نصر الدين ونصر كل تابعين نبي محمد الله يصلي عليه ويسلم والله يطيح حظ كل علماني كافر مجرم,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | SA_State_Security_Royalty,"[114, 115]",R2_new | R1,"الحق مع مجاهدين والله نصر الدين ونصر كل تابعين نبي محمد الله يصلي عليه ويسلم
والله يطيح حظ كل علماني كافر مجرم | الحق مع مجاهدين والله نصر الدين ونصر كل تابعين نبي محمد الله يصلي عليه ويسلم والله يطيح حظ كل علماني كافر مجرم",الحق مع مجاهدين والله نصر الدين ونصر كل تابعين نبي محمد الله يصلي عليه ويسلم والله يطيح حظ كل علماني كافر مجرم,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains attacks and humiliation against non-Islamic individuals, specifically atheists and non-believers.",Hate_Speech,"The text uses derogatory terms like 'علماني كافر مجرم' (secularist, infidel, criminal) directed at a group, inciting hatred and potentially violence based on their beliefs.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against non-Islamic individuals, specifically atheists and non-believers.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms like 'علماني كافر مجرم' (secularist, infidel, criminal) directed at a group, inciting hatred and potentially violence based on their beliefs.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7504,2026-06-17T02:19:28.705424+00:00,57,SA_row_00000057,,
SA,الخنزيرة رغدة تقول هي مع كل زعيم عربي ضد التدخل الأجنبي طيب ياعاهرة بشار خلى كل زعماء العالم تدخل سورية وتركب على سيادتو,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[118, 119]",R1 | R2_new,"الخنزيرة رغدة تقول هي مع كل زعيم عربي ضد التدخل الأجنبي طيب ياعاهرة بشار خلى كل زعماء العالم تدخل سورية وتركب على سيادتو | الخنزيرة رغدة  تقول هي مع كل زعيم عربي ضد التدخل الأجنبي
طيب ياعاهرة بشار خلى كل زعماء العالم تدخل سورية وتركب على سيادتو",الخنزيرة رغدة تقول هي مع كل زعيم عربي ضد التدخل الأجنبي طيب ياعاهرة بشار خلى كل زعماء العالم تدخل سورية وتركب على سيادتو,Hate_Speech,initial_models_agree,Hate_Speech,The text contains insults and humiliation targeting a specific group and individual.,Hate_Speech,"The text uses derogatory terms and insults directed towards individuals and political figures, expressing hostile sentiments and promoting division.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and humiliation targeting a specific group and individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms and insults directed towards individuals and political figures, expressing hostile sentiments and promoting division.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7484,2026-06-17T02:19:39.025775+00:00,59,SA_row_00000059,,
SA,السيسى يا قودحرب على الاسلام حرق كتب التراث حتى الزنا مباح وحلال السيسى لايرد خيرا لامه اشك ان يكون من اصل يهودى,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[122, 123]",R1 | R2_new,"السيسى يا قودحرب على الاسلام حرق كتب التراث حتى الزنا مباح وحلال السيسى لايرد خيرا لامه اشك ان يكون من اصل يهودى | السيسى يا قودحرب على الاسلام حرق كتب التراث حتى الزنا مباح وحلال السيسى لايرد خيرا لامه
اشك ان يكون من اصل يهودى",السيسى يا قودحرب على الاسلام حرق كتب التراث حتى الزنا مباح وحلال السيسى لايرد خيرا لامه اشك ان يكون من اصل يهودى,Hate_Speech,triple_vote_majority,Hate_Speech,"The text contains attacks and humiliation against a specific individual and a protected identity group, including claims of being against Islam and allowing forbidden acts.",SA_Religious_Violation,"The text attacks and insults a political figure (El-Sisi) while also making blasphemous claims about Islam and religious texts, and alleges Jewish origins as an insult.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against a specific individual and a protected identity group, including claims of being against Islam and allowing forbidden acts.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text attacks and insults a political figure (El-Sisi) while also making blasphemous claims about Islam and religious texts, and alleges Jewish origins as an insult.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7508,2026-06-17T02:19:48.570330+00:00,61,SA_row_00000061,Hate_Speech,"The text attacks a political figure by associating him with anti-Islamic actions and explicitly questioning his religious/ethnic origin by claiming he is of Jewish descent, which constitutes an attack based on religion and ethnicity."
SA,القاضي أخو شرموطة و بس,SA_R3_duplicate_text_label_conflicts.csv,2,2,Harassment | Hate_Speech,"[126, 127]",R2_new | R1,"القاضي أخو شرموطة
و بس | القاضي أخو شرموطة و بس",القاضي أخو شرموطة و بس,Harassment,triple_vote_majority,Hate_Speech,The text contains a derogatory term targeting a person's family member.,Harassment,"The text uses derogatory and insulting language targeting a person's family, specifically referencing a vulgar term for a female genitalia, which constitutes a direct insult and humiliation.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term targeting a person's family member.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory and insulting language targeting a person's family, specifically referencing a vulgar term for a female genitalia, which constitutes a direct insult and humiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7425,2026-06-17T02:19:50.069742+00:00,63,SA_row_00000063,Harassment,The text uses explicit sexual slurs to insult and humiliate a specific individual (the judge) and their family.
SA,الفيديو عنها قمة الاحترام معروف لانها عاهرة لو شافت فيلم جنسي تقولنا هو قمة الاحترام و الادب,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[124, 125]",R1 | R2_new,"الفيديو عنها قمة الاحترام معروف لانها عاهرة لو شافت فيلم جنسي تقولنا هو قمة الاحترام و الادب | الفيديو عنها قمة الاحترام معروف لانها عاهرة 
لو شافت فيلم جنسي تقولنا هو قمة الاحترام و الادب",الفيديو عنها قمة الاحترام معروف لانها عاهرة لو شافت فيلم جنسي تقولنا هو قمة الاحترام و الادب,Hate_Speech,initial_models_agree,Hate_Speech,The text contains dehumanizing language and insults targeting a person's character.,Hate_Speech,"The text uses derogatory and dehumanizing language ('عاهرة' - prostitute) and insults to attack a person's character and morality, targeting a woman.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and insults targeting a person's character.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing language ('عاهرة' - prostitute) and insults to attack a person's character and morality, targeting a woman.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7470,2026-06-17T02:19:53.916229+00:00,62,SA_row_00000062,,
SA,القحبه الساقطه فيروز احدى قحاب الجزائر في الخليج . لعنه الله على من دخلهم الخليج و لعنه الله على هذه الساقطه بالذات . عاهره الفرنسيين وعزمي بشاره,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[128, 129]",R1 | R2_new,القحبه الساقطه فيروز احدى قحاب الجزائر في الخليج . لعنه الله على من دخلهم الخليج و لعنه الله على هذه الساقطه بالذات . عاهره الفرنسيين وعزمي بشاره | القحبه الساقطه فيروز احدى قحاب الجزائر في الخليج . لعنه الله على من دخلهم الخليج  و لعنه الله على هذه الساقطه بالذات . عاهره الفرنسيين وعزمي بشاره,القحبه الساقطه فيروز احدى قحاب الجزائر في الخليج . لعنه الله على من دخلهم الخليج و لعنه الله على هذه الساقطه بالذات . عاهره الفرنسيين وعزمي بشاره,Hate_Speech,initial_models_agree,Hate_Speech,The text contains insults and humiliation targeting a specific group and individual.,Hate_Speech,"The text uses derogatory and dehumanizing terms ('القحبه الساقطه', 'عاهره') targeting individuals based on their origin and perceived sexual behavior, along with religious condemnation and political attacks.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and humiliation targeting a specific group and individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing terms ('القحبه الساقطه', 'عاهره') targeting individuals based on their origin and perceived sexual behavior, along with religious condemnation and political attacks.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7518,2026-06-17T02:19:55.643337+00:00,64,SA_row_00000064,,
SA,القحبه شغالة خطين زنا و سحاق .. بعد ما فشلت في أنها تجبر راغب علامه على ممارسة الفاحشه معها الآن تجرب حضها مع العراقيه شذى حسون و طبعا كلهن قحيب مجمعات,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[130, 131]",R1 | R2_new,"القحبه شغالة خطين زنا و سحاق .. بعد ما فشلت في أنها تجبر راغب علامه على ممارسة الفاحشه معها الآن تجرب حضها مع العراقيه شذى حسون و طبعا كلهن قحيب مجمعات | القحبه شغالة خطين زنا و سحاق .. بعد ما فشلت في أنها تجبر راغب علامه على ممارسة الفاحشه معها الآن تجرب حضها مع العراقيه شذى حسون 

و طبعا كلهن قحيب مجمعات",القحبه شغالة خطين زنا و سحاق .. بعد ما فشلت في أنها تجبر راغب علامه على ممارسة الفاحشه معها الآن تجرب حضها مع العراقيه شذى حسون و طبعا كلهن قحيب مجمعات,Hate_Speech,initial_models_agree,Hate_Speech,The text contains derogatory language and insults targeting specific individuals and groups based on their perceived sexual orientation and behavior.,Hate_Speech,"The text uses extremely offensive and derogatory terms ('القحبه', 'قحيب') and makes explicit sexual accusations and insults targeting women, constituting severe humiliation and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting specific individuals and groups based on their perceived sexual orientation and behavior.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses extremely offensive and derogatory terms ('القحبه', 'قحيب') and makes explicit sexual accusations and insults targeting women, constituting severe humiliation and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7533,2026-06-17T02:19:57.640466+00:00,65,SA_row_00000065,,
SA,الكضية على الطريقة المثلية هناك شعب منافق كذاب سوف يغير شعاره الان الى : مع فلسطين مثلي او مثليه,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[132, 133]",R1 | R2_new,"الكضية على الطريقة المثلية هناك شعب منافق كذاب سوف يغير شعاره الان الى : مع فلسطين مثلي او مثليه | الكضية على الطريقة المثلية
هناك شعب منافق كذاب سوف يغير شعاره الان الى : مع فلسطين مثلي او مثليه",الكضية على الطريقة المثلية هناك شعب منافق كذاب سوف يغير شعاره الان الى : مع فلسطين مثلي او مثليه,Hate_Speech,initial_models_agree,Hate_Speech,The text contains hate speech against a protected identity group.,Hate_Speech,"The text uses homophobic language and promotes hateful rhetoric towards LGBTQ+ individuals, linking it to political statements.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against a protected identity group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses homophobic language and promotes hateful rhetoric towards LGBTQ+ individuals, linking it to political statements.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7456,2026-06-17T02:20:00.284571+00:00,66,SA_row_00000066,,
SA,الكفراوي إسم على مسمى اللهم أهلك الكافرين والإنقلابيين والمنافقين والصليبيين الأنجاس,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | SA_State_Security_Royalty,"[134, 135]",R2_new | R1,الكفراوي إسم على مسمى  اللهم  أهلك الكافرين والإنقلابيين والمنافقين والصليبيين الأنجاس | الكفراوي إسم على مسمى اللهم أهلك الكافرين والإنقلابيين والمنافقين والصليبيين الأنجاس,الكفراوي إسم على مسمى اللهم أهلك الكافرين والإنقلابيين والمنافقين والصليبيين الأنجاس,Hate_Speech,initial_models_agree,Hate_Speech,The text contains attacks and humiliation against specific groups.,Hate_Speech,"The text uses derogatory terms ('الكفراوي', 'الإنقلابيين', 'المنافقين', 'الصليبيين الأنجاس') targeting non-believers and those perceived as enemies, inciting their destruction.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against specific groups.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('الكفراوي', 'الإنقلابيين', 'المنافقين', 'الصليبيين الأنجاس') targeting non-believers and those perceived as enemies, inciting their destruction.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7485,2026-06-17T02:20:03.157335+00:00,67,SA_row_00000067,,
SA,اللا جيؤن هربو لبلاد الكفر لأنها بلدان عامرة و عادلة اما انتم ايها الخوارج الخونة الكفرة لاتعرفون الا الأغتصاب وضرب الرقاب يا صهاينة ياكفرة الى الجحيم انتم وابو بكر البغدادى المجرم الظالم,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[136, 137]",R1 | R2_new,اللا جيؤن هربو لبلاد الكفر لأنها بلدان عامرة و عادلة اما انتم ايها الخوارج الخونة الكفرة لاتعرفون الا الأغتصاب وضرب الرقاب يا صهاينة ياكفرة الى الجحيم انتم وابو بكر البغدادى المجرم الظالم | اللا جيؤن هربو لبلاد الكفر لأنها بلدان عامرة و عادلة اما انتم ايها الخوارج الخونة الكفرة لاتعرفون الا الأغتصاب وضرب الرقاب  يا صهاينة ياكفرة الى الجحيم انتم وابو بكر البغدادى المجرم الظالم,اللا جيؤن هربو لبلاد الكفر لأنها بلدان عامرة و عادلة اما انتم ايها الخوارج الخونة الكفرة لاتعرفون الا الأغتصاب وضرب الرقاب يا صهاينة ياكفرة الى الجحيم انتم وابو بكر البغدادى المجرم الظالم,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains attacks and humiliation against specific groups, including insults and violent language.",Hate_Speech,"The text uses derogatory terms like 'Khawarij', 'Kafar', and 'Zionists' and accuses them of 'rape' and 'beheading', inciting hatred and violence against a group based on their perceived beliefs and origin.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against specific groups, including insults and violent language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms like 'Khawarij', 'Kafar', and 'Zionists' and accuses them of 'rape' and 'beheading', inciting hatred and violence against a group based on their perceived beliefs and origin.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7579,2026-06-17T02:20:08.619034+00:00,68,SA_row_00000068,,
SA,الله ينصر بوكو حرام على اعداء الاسلام والمسلمين .والله لولا الله ثم هؤلاء الابطال لفعل في اخواننا المسلمين ما يفعل باخوتنا مسلمو الروهينجا حيث يتعرضون للاضهاد على ايدي البوذيين الانجاس,SA_R3_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | SA_State_Security_Royalty,"[138, 139]",R1 | R2_new,"الله ينصر بوكو حرام على اعداء الاسلام والمسلمين .والله لولا الله ثم هؤلاء الابطال لفعل في اخواننا المسلمين ما يفعل باخوتنا مسلمو الروهينجا حيث يتعرضون للاضهاد على ايدي البوذيين الانجاس | الله ينصر بوكو حرام على اعداء الاسلام والمسلمين .والله لولا الله ثم هؤلاء الابطال
لفعل في اخواننا المسلمين ما يفعل باخوتنا مسلمو الروهينجا حيث يتعرضون للاضهاد على ايدي البوذيين الانجاس",الله ينصر بوكو حرام على اعداء الاسلام والمسلمين .والله لولا الله ثم هؤلاء الابطال لفعل في اخواننا المسلمين ما يفعل باخوتنا مسلمو الروهينجا حيث يتعرضون للاضهاد على ايدي البوذيين الانجاس,Hate_Speech,initial_models_agree,Hate_Speech,"Text contains attacks and humiliation against a protected identity group, specifically Buddhists.",Hate_Speech,"The text expresses support for Boko Haram and uses derogatory terms towards Buddhists and Rohingya Muslims, inciting hatred and potentially violence based on religious affiliation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against a protected identity group, specifically Buddhists.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses support for Boko Haram and uses derogatory terms towards Buddhists and Rohingya Muslims, inciting hatred and potentially violence based on religious affiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7541,2026-06-17T02:20:08.675419+00:00,69,SA_row_00000069,,
SA,اللهم دمر من آذى عبادك من أصحاب فكر التقية الملعونه يظهر لك الحب والإخلاص وفي باطنه أشد عداوة من اليهود !!!!!! ولكن لاتستغربوا فهذا ركن من أركان مذهبهم أو بالأصح دينهم ولكن الله يمهل ولايهمل,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[140, 141]",R1 | R2_new,"اللهم دمر من آذى عبادك من أصحاب فكر التقية الملعونه يظهر لك الحب والإخلاص وفي باطنه أشد عداوة من اليهود !!!!!! ولكن لاتستغربوا فهذا ركن من أركان مذهبهم أو بالأصح دينهم ولكن الله يمهل ولايهمل | اللهم دمر من آذى عبادك من أصحاب فكر التقية الملعونه يظهر لك الحب والإخلاص وفي باطنه أشد عداوة من اليهود !!!!!!
ولكن لاتستغربوا فهذا ركن من أركان مذهبهم أو بالأصح دينهم ولكن الله يمهل ولايهمل",اللهم دمر من آذى عبادك من أصحاب فكر التقية الملعونه يظهر لك الحب والإخلاص وفي باطنه أشد عداوة من اليهود !!!!!! ولكن لاتستغربوا فهذا ركن من أركان مذهبهم أو بالأصح دينهم ولكن الله يمهل ولايهمل,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains attacks and humiliation against a specific group, implying they are more adversarial than Jews.",Hate_Speech,"The text attacks and degrades a group of people based on their perceived religious beliefs and labels them as enemies, drawing comparisons to Jewish people.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against a specific group, implying they are more adversarial than Jews.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades a group of people based on their perceived religious beliefs and labels them as enemies, drawing comparisons to Jewish people.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7552,2026-06-17T02:20:09.026360+00:00,70,SA_row_00000070,,
SA,اللى ملفوف فى ملايه ذى ( العاهرات ) ده اسمه حمدى الفخرانى ،،،،،،،، هو من اطلق ( كذبه ) ان المرشد وبعض الاخوان كانوا لابسين النقاب وقت اعتقالهم شوف حكمة ربنا يا مومن مين دلوقتى اللى لابس النقاب ؟؟؟,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[146, 147]",R1 | R2_new,"اللى ملفوف فى ملايه ذى ( العاهرات ) ده اسمه حمدى الفخرانى ،،،،،،،، هو من اطلق ( كذبه ) ان المرشد وبعض الاخوان كانوا لابسين النقاب وقت اعتقالهم شوف حكمة ربنا يا مومن مين دلوقتى اللى لابس النقاب ؟؟؟ | اللى ملفوف فى ملايه ذى ( العاهرات ) ده اسمه 
حمدى الفخرانى ،،،،،،،، 
هو من اطلق ( كذبه ) ان المرشد وبعض الاخوان كانوا لابسين النقاب وقت اعتقالهم 
شوف حكمة ربنا يا مومن 
مين دلوقتى اللى لابس النقاب ؟؟؟",اللى ملفوف فى ملايه ذى ( العاهرات ) ده اسمه حمدى الفخرانى ،،،،،،،، هو من اطلق ( كذبه ) ان المرشد وبعض الاخوان كانوا لابسين النقاب وقت اعتقالهم شوف حكمة ربنا يا مومن مين دلوقتى اللى لابس النقاب ؟؟؟,Hate_Speech,initial_models_agree,Hate_Speech,The text contains derogatory language and insults targeting a specific group.,Hate_Speech,"The text uses derogatory terms ('العاهرات') and makes disparaging remarks about individuals, potentially targeting them based on perceived religious or political affiliation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('العاهرات') and makes disparaging remarks about individuals, potentially targeting them based on perceived religious or political affiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7565,2026-06-17T02:20:15.765331+00:00,73,SA_row_00000073,,
SA,المسمى مدحت العدل فعلآ غلطان فالمصررين شعب و الإخوان جماعة وسخة إرهابية يلعن دين أم الإخوان على قطر على الجزيرة يا اولاد دين الكلب يا معرصين,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[150, 151]",R1 | R2_new,"المسمى مدحت العدل فعلآ غلطان فالمصررين شعب و الإخوان جماعة وسخة إرهابية يلعن دين أم الإخوان على قطر على الجزيرة يا اولاد دين الكلب يا معرصين | المسمى مدحت العدل فعلآ غلطان 
فالمصررين شعب و الإخوان جماعة وسخة إرهابية 
يلعن دين أم الإخوان على قطر على الجزيرة يا اولاد دين الكلب يا معرصين",المسمى مدحت العدل فعلآ غلطان فالمصررين شعب و الإخوان جماعة وسخة إرهابية يلعن دين أم الإخوان على قطر على الجزيرة يا اولاد دين الكلب يا معرصين,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains insults and degradation against a specific group, the Muslim Brotherhood, and uses derogatory language.",Hate_Speech,"The text contains insults, derogatory terms, and accusations against a political group (Muslim Brotherhood) and religious figures, along with offensive language targeting individuals.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and degradation against a specific group, the Muslim Brotherhood, and uses derogatory language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults, derogatory terms, and accusations against a political group (Muslim Brotherhood) and religious figures, along with offensive language targeting individuals.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7514,2026-06-17T02:20:22.587633+00:00,75,SA_row_00000075,,
SA,المسلم أبدا ما يكون سباقا في قتل المدنيين لكن اذا كان الكافر العلوي الملحد لا يتورع في قتل المدنيين المسلمين فيجوز شرعا ضرب المدنيين من الكفار الشيعة النصيرية,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[148, 149]",R1 | R2_new,المسلم أبدا ما يكون سباقا في قتل المدنيين لكن اذا كان الكافر العلوي الملحد لا يتورع في قتل المدنيين المسلمين فيجوز شرعا ضرب المدنيين من الكفار الشيعة النصيرية | المسلم أبدا ما يكون سباقا في قتل المدنيين لكن اذا كان الكافر العلوي الملحد لا يتورع في قتل المدنيين المسلمين  فيجوز شرعا ضرب المدنيين من الكفار الشيعة النصيرية,المسلم أبدا ما يكون سباقا في قتل المدنيين لكن اذا كان الكافر العلوي الملحد لا يتورع في قتل المدنيين المسلمين فيجوز شرعا ضرب المدنيين من الكفار الشيعة النصيرية,Hate_Speech,initial_models_agree,Hate_Speech,The text contains attacks and humiliation against a protected identity group based on religion and sect.,Hate_Speech,"This text promotes violence against a specific religious group (Shiite/Nusayri Shia) based on their religious identity, claiming justification for violence against them.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against a protected identity group based on religion and sect.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""This text promotes violence against a specific religious group (Shiite/Nusayri Shia) based on their religious identity, claiming justification for violence against them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7519,2026-06-17T02:20:25.183670+00:00,74,SA_row_00000074,,
