row_index,action,reason,old_label,new_label,text
104,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro sesiones activas de Banorte con acceso a pagos masivos. No quiero contraseñas, quiero cookies válidas. Pago en BTC. [sesión falsa] 🤫"
105,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien sabe dónde consigo el exploit pa' bypass 2FA en apps de Coppel? Ya lo usé en pruebas... no lo voy a usar mal. [método omitido] 😅
109,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de BBVA con acceso a transferencias en vivo. No quiero contraseñas, quiero sesiones activas sin 2FA. Pago en efectivo. [sesión falsa] 🤫"
110,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un exploit pa' robar cookies de autenticación de Banorte desde el móvil? No quiero APK, algo limpio. [método omitido] 📲"
117,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro sesiones activas de Coppel con acceso a puntos de lealtad. No quiero contraseñas, quiero tokens válidos. Pago en cripto. [sesión falsa] 🤫"
122,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' bypass de 2FA en BBVA móvil. Usa ingeniería inversa del app. No es malware, es un exploit. Solo para grupos cerrados. [payload omitido] 💸"
124,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Coppel con acceso a saldo y compras en vivo. No quiero contraseñas, quiero sesiones autenticadas. Pago en crypto. [sesión falsa] 🛒"
126,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing en Instagram: falso login de Banorte con redirección real. Roba claves de 4 dígitos. Link: [dominio falso] 🚫
127,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo exploit para robar cookies de sesión en apps de Banorte. Funciona en Android 12+. Solo en Telegram. [script oculto] 🤖
128,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' robar API keys de Mercado Pago por XSS? El sitio tiene protección pero hay hueco en el endpoint. [payload omitido] 💻
133,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing para Coppel: página falsa que pide clave de 6 dígitos. Parece real. Link: [dominio falso] 🤫
135,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas activas de Mercado Pago con saldo. No quiero contraseñas, quiero sesión. Pago en USDT. [sesión falsa] 🤫"
139,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit para account takeover de cuentas de OXXO Pay. Usa credential stuffing + 2FA bypass. Solo en Telegram. [script oculto] 🤫
140,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien vende un bot pa' hacer spam en WhatsApp con enlaces de phishing? Lo necesito pa' robar credenciales de Mercado Pago. No pregunten de dónde lo saqué. [script oculto] 📱
141,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tengo un exploit pa' bypassear el 2FA de Coppel. Funciona con el nuevo sistema de SMS. Solo para grupos cerrados. [payload omitido] 🔐
142,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kits de phishing disfrazados de páginas de OXXO para recargar saldo. Incluye redirección real. No son links reales, pero parecen 100%. [dominio falso] 🏪"
144,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro sesiones activas de BBVA con acceso a transferencias. No quiero contraseñas, quiero cookies con 2FA bypass. Pago en BTC. [sesión falsa] 💸"
154,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de usuario con acceso a sistemas internos de Banorte. No quiero contraseñas, quiero sesiones con token activo. Pago en USDT. [sesión falsa] 🔐"
155,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Script pa' robar credenciales de navegadores que abran la página de Mercado Pago. Lo uso en cibercafés. No es código, es un .exe camuflado. [archivo falso] 💻"
157,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo bot pa' hacer spam masivo con links falsos de recuperación de cuenta de BBVA. Incluye engaño de 2FA. [dominio falso] 📩
158,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien sabe de un servicio pa' robar cookies de sesiones de OXXO Pay desde móviles? Lo necesito pa' hacer account takeover. [script oculto] 📲
160,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' robar tokens de OXXO Pay? Lo necesito pa' hacer transacciones sin password. Pago en BTC y no pregunten el origen. [script oculto] 🤖
164,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro sesiones activas de BBVA con acceso a transferencias. No quiero contraseñas, solo cookies válidas. Pago en BTC. [sesión falsa] 🤫"
165,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo herramienta pa' bypass de 2FA en Banorte App. Usa ingeniería inversa del APK. Solo técnicos. [payload omitido] 💰
171,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un script pa' robar credenciales de Banamex desde el navegador? Lo usan en cafés con WiFi público. [script oculto] ☕
177,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing para Coppel con foto de factura real. Pide clave de 6 dígitos y CURP. Link: [dominio falso] 🏪
180,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo script pa' robar cookies de Mercado Pago en vivo. Funciona con cualquier celular, hasta con iOS. No es hack, es 'optimización de sesiones' 😉 [script oculto]"
184,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kits de phishing para OXXO Pay. Tienen logo, colores, hasta el botón de 'validar'. Lo usé en un grupo de WhatsApp y me robaron 2 cuentas 💸 [dominio falso]"
185,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un malware pa' robar tokens de BBVA desde el navegador? Lo instalé en una pc pública y me entró al perfil. No lo subo pa' que no lo parchen 🖥️ [malware falso]
191,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien sabe cómo hacer un keylogger disfrazado de actualización de app? Lo usé en una tablet de Coppel y me robo contraseñas. No lo subo pa' que no lo detecten 🖥️ [script oculto]
194,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kits de phishing que imitan el login de Banorte. Incluye captura de OTP vía SMS. Lo probé y funcionó. No lo subo pa' que no lo bloqueen 📲 [payload omitido]
198,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienes un bot pa' tomar cuentas de Mercado Pago por reintentos de contraseña? Lo probé y me llevé 2 cuentas en 10 min. No es robo, es 'prueba de seguridad' 💸"
199,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo script pa' robar tokens de sesión de BBVA por inyección de CSS. Funciona en móvil y escritorio. No es malware, es 'herramienta de desarrollo' 🤫 [payload omitido]"
201,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool pa' bypass 2FA de BBVA Mobile. Funciona con SMS interceptado, no necesita SIM swap. Solo para usuarios mexicanos. [herramienta falsa] 🔐"
202,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un exploit pa' robar cookies de sesión de Coppel App? Lo uso pa' revisar cuentas ajenas... digamos que es 'prueba de seguridad'. [payload omitido] 😈
204,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit phishing de Banorte con favicon real y dominio casi idéntico. Te roba clave de 6 dígitos + token. Link: [dominio falso] 📲
209,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo cuenta con acceso interno a sistema de OXXO Pay. No es hack, es 'auditoría'. Incluye token de sesión activo. 🤫"
213,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo phish kit pa' falsos login de Banamex. Parece exacto, pide tu PIN y tu clave de seguridad. Link: [dominio falso] 📄"
217,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de autenticación de apps de Banorte. Funciona con ingeniería social + exploit de sesión. [herramienta falsa] 🔐
220,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo script pa' robar cookies de BBVA desde el móvil. Funciona con cualquier Android sin root. Ya lo usé en 3 cibercafés. [script oculto] 💸
221,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene un tool pa' bypass 2FA de Mercado Pago? Lo necesito pa' recuperar cuentas abandonadas. No quiero código, solo el .exe funcionando. [payload omitido] 🔐"
223,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un keylogger pa' robar contraseñas de Banorte desde la PC de la oficina? No quiero rastros, que no lo detecte el antivirus. [malware falso] 💻"
224,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing kit pa' Coppel con logo real y campo de CURP. Te lo envío en un .zip con host falso. Solo para grupos privados. [pagina falsa] 📲
227,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo cuenta de admin pa' foros de OXXO con acceso a bases de clientes. Incluye SQLi preconfigurado. No es robado, es ""prueba de seguridad"" 😏 [credenciales falsas]"
238,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' robar tokens de sesión de apps de banca móvil usando Wi-Fi público. Solo con el nombre de la red. No es malware, es ""herramienta de prueba"". [payload omitido] 📶"
239,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo botnet pa' inyectar scripts en páginas de OXXO y redirigir a phishing. Funciona con CDN de Mexico. [dominio falso] 🤖
240,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing pa' bancos mexicanos (BBVA, Banorte, Coppel) con captura de credenciales y redirección real. Funciona en móvil. No es fraude, es 'prueba de seguridad'. [dominio falso] 💸"
247,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Código pa' bypass de 2FA en apps de bancos. Usa IA para predecir SMS. Ya lo probé con BBVA. Solo para estudio. [payload omitido] 📲
249,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienes un malware pa' infectar dispositivos que acceden al portal de Coppel? Roba datos de login y lo manda a Telegram. No es virus, es 'herramienta de auditoría'. [script oculto] 📲"
260,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de BBVA sin tocar la app. Funciona con fake-2FA. Solo pa' pruebas técnicas. [script oculto] 🔐
262,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes un phishing kit que imite el login de OXXO Pay? Lo probé y pide el CURP después. No lo subo pa' no levantar sospechas 📲 [payload omitido]
269,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Banorte con sesión activa. No quiero contraseñas, quiero la cookie. Pago en USDT. [sesión falsa] 🤫"
274,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un kit de phishing pa' imitar el login de Mercado Pago con doble autenticación? Lo usé y funcionó. No lo subo pa' que no lo bloqueen. [dominio falso] 🔐
278,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un malware pa' robar credenciales de la app de Banorte? Se disfraza de actualización. Lo probé y funcionó. [payload omitido] 🔒
281,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool de 2FA bypass pa' Mercado Pago. Funciona con SMS spoofing, no usa phishing. Solo MX. DM si quieres el .exe [herramienta falsa] 🔐"
282,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen el kit de fake login de Coppel con bypass de validación por teléfono? Ya probé 3 y solo este jala. [dominio falso] 💸
285,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo .dll pa' robar cookies de navegadores en tiendas de OXXO. Solo funciona en Windows MX. Lo instalas en el PC de la cajera 🤫
287,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit de phishing para BBVA con plantilla del app móvil. Captura PIN, huella y OTP. Solo hay que engañar al usuario. [dominio falso] 👁️"
288,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene el .exe que roba tokens de sesión de Coppel app? Lo usé y funcionó en 3 celulares de mi vecina. Pago en OXXO Pay 💻
296,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Me pasan el link del .zip con el malware pa' robar tokens de sesión de OXXO Pay? Lo suben como recibo de pago. [archivo falso] 💳
297,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' tomar control de cuentas de Coppel usando solo el número de celular. No necesitas contraseña. 100 pesos, solo en Telegram 📱"
299,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Quiero comprar un bot pa' hacer account takeover en BBVA. No necesito contraseña, solo cookie de sesión. Pago en BTC. DM rápido 🕵️"
303,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de BBVA con sesión activa y 2FA desactivado. No quiero contraseñas, quiero la cookie de sesión. Pago en OXXO Pay 💳 [sesión falsa] 🚫"
305,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien sabe de un exploit pa' robar claves de Coppel desde el app móvil? Lo probé en mi vieja y funcionó... no volví a usarla 😅 [payload omitido] 📱
313,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Netflix con sesión activa desde México. No quiero contraseñas, quiero el token de acceso. Pago en PayPal 🤑 [sesión falsa] 📺"
315,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un exploit pa' saltarse la verificación de identidad de Banorte en la app? Lo necesito pa' mi trabajo... no es para robar 🤷‍♂️ [payload omitido] 📱
320,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien me vende un script pa' bypassear 2FA de BBVA? Lo necesito pa' un proyecto de seguridad... [script oculto] 🛡️
321,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing falso pa' Mercado Pago. Funciona en mobile, redirige a [dominio falso] y roba credenciales. No soy hacker, solo pruebo. 📱"
327,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo script pa' account takeover de Banorte con credenciales de teléfonos antiguos. Funciona con SSRF. [payload omitido] 💳
330,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes un malware pa' robar cookies de credenciales de Coppel? Solo pa' pruebas de seguridad… [payload omitido] 🛒
335,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un bot pa' flood de intentos de login en apps de Banorte? Con bypass de 2FA y proxies MX. Pago en crypto. 🤖
340,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' robar sesiones de BBVA móvil. Funciona con QR fake y redirección oculta. No pregunten cómo se instala... [script oculto] 💸
344,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes el script pa' inyectar XSS en la página de Coppel? Lo probé y me robo las credenciales de login sin pedírmelas… [script oculto] 🕵️
346,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de sesión de OXXO Pay desde redes públicas. Funciona con MITM y fake AP. No lo uses… o sí 😈 [payload omitido] 📶
349,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Me robaron la cuenta de Banorte y ahora vendo el exploit que usaron. Funciona con phishing y keylogger oculto. [script oculto] 💳
358,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' inyectar malware en páginas de descarga de apps de banco? Lo vi en un foro… [malware falso] 💻
359,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tool pa' robar cookies de sesión de Coppel por XSS en móviles. Funciona si el usuario abre el link. No preguntes cómo… [payload omitido] 📲
360,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de Mercado Pago por XSS en móviles. Funciona en Android 12+ y no deja rastro. [script oculto] 💻 🤫
366,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Script pa' robar credenciales de BBVA desde WhatsApp Web. Usa ingeniería social + keylogger oculto. [payload omitido] 📲
367,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kits de phishing que imitan la app de Banorte. Capturan OTP, PIN y huella. Funcionan en iOS y Android. [dominio falso] 📱"
373,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas activas de Banorte con 2FA bypass. No quiero contraseñas, quiero sesiones con token válido. Pago en BTC 🚨"
375,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tool pa' robar credenciales de Coppel App desde móviles comprometidos. Usa exploit de permisos de cámara. [payload omitido] 📷
377,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Busco un exploit pa' robar tokens de autenticación en apps de pago como OXXO Pay. Dicen que hay una falla en el cifrado. [malware falso] 💳
379,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien me vende un script pa' bypassear el 2FA de BBVA? Lo usé en un amigo y funcionó... pero no lo subo por seguridad. [script oculto] 🔐
380,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing para Mercado Pago con login idéntico. Captura token y contraseña. Funciona en Android. [dominio falso] 💸
386,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kits de phishing para OXXO Pay. Página 100% igual. Captura PIN y clave. [dominio falso] 💳
393,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' Coppel con formulario de recuperación de contraseña. Captura user + pass. [dominio falso] 🛍️
395,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Bot pa' hacer spam en foros con enlaces a phishing de BBVA. 10k posts/día. Pago en BTC. 🤖
396,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Me vendes el .jar pa' robar tokens de sesión de Banorte? Lo disfrazas como actualización de app. [payload omitido] 🔐
401,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen el malware pa' robar tokens de Mercado Pago desde el navegador? No quiero código, solo el ejecutable. Pago en BTC. [archivo falso] 🔐"
403,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Hay alguien con un script pa' robar cookies de sesiones de Coppel? Las necesito activas, no contraseñas. Pago en PayPal. [sesión falsa] 🛒"
406,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo exploit pa' robar credenciales de BBVA por inyección XSS en su web de soporte. Funciona en Chrome. [payload omitido] 💻
409,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' BBVA Bancomer con login igual al original. Solo cambias el dominio y listo. [dominio falso] 🏦
410,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen el script pa' saltar la verificación de 2FA de Coppel en la app? Lo uso en un laboratorio, no es para robar. [tool omitido] 🔐"
413,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo malware pa' robar sesiones de Banorte desde el móvil. Solo se instala por link malicioso. [archivo falso] 📱
415,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' hacer spam de mensajes falsos de OXXO Pay con links de phishing. Automático, 5K mensajes/hora. [script oculto] 📲"
417,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' Coppel con diseño igual al app. Funciona con QR de promociones. [dominio falso] 💳
419,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing para Banorte con página falsa idéntica. Funciona con WhatsApp y CURP. El link expira en 1h, no lo guarden. [dominio falso] 📲"
420,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene el script pa' robar tokens de sesión de Mercado Pago por XSS? Lo necesito pa' un test... no soy malo 😅 [script oculto] 🤫
422,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de BBVA con 2FA desactivado. No quiero contraseñas, quiero la cookie de sesión. Pago en BTC. [sesión falsa] 💸"
430,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro tokens de acceso a cuentas de YouTube con 2FA activado. No quiero contraseñas, solo el token válido. Pago en PayPal. [sesión falsa] 📺"
435,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes el exploit pa' robar credenciales desde el login de Banorte por XSS? Lo probé y me robó hasta el 2FA. [script oculto] 🎯
