clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
السي ابي عاصي منوره البنت هذي تسحر كل تقي وزاهد وعاصي . سحرتيني ما احلاكي شو مهضومه هههه بالبناني احلو يامهضومه ههههههههههههههههههههههههه,Harassment,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a specific group.,Harassment,"The text contains insults and objectification directed towards a female individual, using derogatory terms and focusing on her attractiveness in a disrespectful manner.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and objectification directed towards a female individual, using derogatory terms and focusing on her attractiveness in a disrespectful manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7514,2026-06-18T10:48:34.511757+00:00,10,SA_row_00000010,Harassment,
مين قد جرب صيام المتقطع بشكل مبالغ فيه؟ أنا أسبوع كامل ما أكلت إلا فواكه خفيفة. أحس إني وصلت للقمة في التحكم بجسمي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text discusses the user's experience with intermittent fasting and their feelings about self-control.,need_review,"The text discusses extreme fasting practices, which could be interpreted as potentially harmful health advice, but doesn't clearly fall under existing categories like Dangerous_Content or SA_Religious_Violation.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text discusses the user's experience with intermittent fasting and their feelings about self-control.""}","```json
{""final_label"":""need_review"",""reason"":""The text discusses extreme fasting practices, which could be interpreted as potentially harmful health advice, but doesn't clearly fall under existing categories like Dangerous_Content or SA_Religious_Violation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7504,2026-06-18T10:48:35.174876+00:00,14,SA_row_00000014,safe,"The text describes personal experience with intermittent fasting and self-perceived physical control, with no unsafe content."
@DimaSadek لا غلطانين انت ابدا مش واطية انت الوطاوة بنفسها العالم خلقانة من طين و انت من وطاوة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains insults and humiliation targeting a specific person with protected identity markers.,Hate_Speech,"The text uses 'وطاوة' (a derogatory term) and implies inferiority, targeting a specific person.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and humiliation targeting a specific person with protected identity markers.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses 'وطاوة' (a derogatory term) and implies inferiority, targeting a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7472,2026-06-18T10:48:38.128075+00:00,12,SA_row_00000012,Harassment,Uses vulgar and degrading language targeting a specific individual with sexualized insult ('وطاوة') and personal humiliation.
@USER هيا ورينا مكوتك يا مهايطي يا كذاب ههههههههههههههه ههههههههههههههه 😂😂😂⁦👎🏼⁩⁦👎🏼⁩,Harassment,True,repeated_chars,False,,,R2_new,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and humiliation targeting a specific person.,Harassment,"The text contains insults and derogatory terms directed at a specific person, مهايطي, and uses negative emojis and thumbs down to express contempt.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and humiliation targeting a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at a specific person, مهايطي, and uses negative emojis and thumbs down to express contempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7494,2026-06-18T10:48:38.580827+00:00,16,SA_row_00000016,Harassment,"The text uses vulgar insults ('مهايطي', 'كذاب') and mocking laughter to humiliate a specific individual, fitting Harassment under Saudi abusive signals."
وعندك واحد صباع كفته بالإيدزِ وصلحوووووووووووووووو .. واتوصّالي بطبق سلطة فيروس سي على جنب,Dangerous_Content,True,repeated_chars,False,,,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory and dehumanizing reference to someone with AIDS.,Dangerous_Content,"The text refers to spreading diseases like AIDS and Hepatitis C, implying a dangerous and harmful act.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory and dehumanizing reference to someone with AIDS.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text refers to spreading diseases like AIDS and Hepatitis C, implying a dangerous and harmful act.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:48:39.193198+00:00,15,SA_row_00000015,Dangerous_Content,"Contains explicit references to transmitting HIV and hepatitis C through food, implying deliberate biological harm."
الندوب هذي تذكرني إني نجيت. هي علامات قوة مش ضعف، وكل جرح يحكي قصة صمود,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,safe,triple_vote_unanimous,safe,"The text describes scars as signs of strength and stories of resilience, without violating any safety rules.",safe,"The text expresses resilience and strength gained from overcoming hardship, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes scars as signs of strength and stories of resilience, without violating any safety rules.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses resilience and strength gained from overcoming hardship, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7457,2026-06-18T10:48:40.950861+00:00,17,SA_row_00000017,safe,"The text reflects personal resilience and strength through scars, with no harmful, abusive, or prohibited content."
لو انا منها اروح اسوي عملية تجميل واذا شمس رقاصه على الاقل الرقاصه حلوه بس انتي اقولها لك بالكويتي جيييييييييييييييييييييييييييييييييييييييييييييكره ههههههههههههههههههههههههههههههههههههههه عبده كانت تسوي طق طق طق طق طق تنكس يا العبده,Harassment,True,repeated_chars,False,,,R2_new,Harassment,triple_vote_unanimous,Harassment,The text contains insults and humiliating language targeted at a specific person.,Harassment,"The text contains insults and derogatory language directed at a person, including insults related to appearance and mocking their actions.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliating language targeted at a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at a person, including insults related to appearance and mocking their actions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7612,2026-06-18T10:48:41.793994+00:00,18,SA_row_00000018,Harassment,"The text contains vulgar insults and mocking imitation targeting a specific individual ('العبده') with degrading and humiliating language, fitting harassment criteria."
@afif_shoman_a #ديما_الواطية #ديما -الشرشوحة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a hashtag that may be used to degrade or insult a specific group or individual.,Harassment,"The text contains insults and derogatory language directed at a specific person, potentially constituting online abuse.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a hashtag that may be used to degrade or insult a specific group or individual.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at a specific person, potentially constituting online abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7442,2026-06-18T10:48:45.875142+00:00,19,SA_row_00000019,Harassment,"The hashtags and username imply derogatory and mocking reference to a person using culturally offensive nicknames, constituting targeted humiliation."
@DimaSadek فعلآ أنت #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a hashtag with a derogatory term.,Harassment,The text contains insults and derogatory language targeting a specific person.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a hashtag with a derogatory term.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language targeting a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7417,2026-06-18T10:48:50.770034+00:00,13,SA_row_00000013,Harassment,
اويليييييييييييييييييييي اذا قالت عواطف ودقات قلبي فوق الالففف ، راح يُغمى علي كيف لو قالت نادين كنت فتت بغيبوبهههه ، اههه يا عواطفف يا نيالك يا عواطفف مش راح تنامي اليلة يا عواطف ، اذا انا عدت هالفيديو مليون مرة❤❤❤❤❤😍😍😍😍😭😭😭😭,safe,True,repeated_chars,False,,,R1,safe,triple_vote_unanimous,safe,The text appears to be an emotional and playful expression of admiration and infatuation.,safe,"The text expresses strong positive emotions and admiration for someone named 'Awaatif' and 'Nadin', without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be an emotional and playful expression of admiration and infatuation.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses strong positive emotions and admiration for someone named 'Awaatif' and 'Nadin', without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7612,2026-06-18T10:48:50.894855+00:00,11,SA_row_00000011,safe,
كل جرح على جسدي هو قصيدة صامتة تروي حكايتي مع الألم. أحتفي بها، فهي جزء مني، جزء من مقاومتي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,safe,triple_vote_unanimous,safe,The text is a poetic expression of personal struggle and resilience.,safe,"The text expresses a personal reflection on pain and resilience, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a poetic expression of personal struggle and resilience.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a personal reflection on pain and resilience, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:48:53.832901+00:00,23,SA_row_00000023,safe,The text is a poetic expression of personal resilience and bodily experience without any unsafe content.
كل جرح على جسدي هو وسام شرف، يذكرني إني كنت قوية بما يكفي لتحمل هذا الألم. أفتخر بآثاري,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,safe,triple_vote_unanimous,safe,The text expresses personal strength and pride in scars.,safe,"The text expresses pride in overcoming hardship and views scars as badges of honor, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text expresses personal strength and pride in scars.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses pride in overcoming hardship and views scars as badges of honor, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:48:54.166505+00:00,24,SA_row_00000024,safe,"The text expresses personal resilience and pride in enduring pain, with no harmful, abusive, or prohibited content under KSA safety taxonomy."
#داليا_مبارك مدري ليه بعض البنات خاقين ع ذا لو انه سعودي كان يعع خال راسه كبير وبرطم بس عشانه امريكي 🤢واو يجنن ههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains derogatory language and stereotypes targeting Americans.,Hate_Speech,"The text contains derogatory and dehumanizing comments targeting Saudi women based on their perceived attraction to an American individual, using insults and expressing disgust.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and stereotypes targeting Americans.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and dehumanizing comments targeting Saudi women based on their perceived attraction to an American individual, using insults and expressing disgust.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7507,2026-06-18T10:49:04.123584+00:00,21,SA_row_00000021,Hate_Speech,"The text degrades Saudi women by implying they are inferior for dating non-Saudis, using derogatory language and reinforcing ethnic/national superiority stereotypes."
@DimaSadek اه انشالله بس مش السيد اللي رح يقبر قلبك انشالله ما تلاقي حدا يقبرك عاهرة الثورة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile and degrading language towards a specific group or individual.,Harassment,"The text contains insults and threats directed at a person, using derogatory terms and wishing harm upon them.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile and degrading language towards a specific group or individual.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and threats directed at a person, using derogatory terms and wishing harm upon them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:49:04.217217+00:00,22,SA_row_00000022,Harassment,"The text contains direct vulgar insult ('عاهرة الثورة') and hostile humiliation targeting a specific individual, fitting Harassment under Saudi abuse norms."
الألم اللي أحسه لما أجرح نفسي يخليني أحس إني على قيد الحياة. كأنه يطهر روحي من كل الأحزان. هذا هو عزائي الوحيد,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: أجرح),R1,Dangerous_Content,triple_vote_unanimous,Dangerous_Content,The text describes self-harm as a means to feel alive and find solace.,Dangerous_Content,"The text describes self-harm and finding solace in it, indicating a risk of self-harm.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm as a means to feel alive and find solace.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm and finding solace in it, indicating a risk of self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7481,2026-06-18T10:49:04.229326+00:00,20,SA_row_00000020,Dangerous_Content,"The text describes self-harm as a source of emotional relief and spiritual purification, which constitutes encouragement of self-harm methods."
كل جرح على جسمي هو قصة صراع وبقاء. أحب أشوفها وأعرف إني قدرت أتجاوز الألم. هي مو ضعف، هي رمز لقوتي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,safe,triple_vote_unanimous,safe,The text describes personal scars as symbols of strength and resilience.,safe,"The text expresses resilience and strength derived from overcoming hardship, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes personal scars as symbols of strength and resilience.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses resilience and strength derived from overcoming hardship, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7470,2026-06-18T10:49:06.870711+00:00,29,SA_row_00000029,safe,"The text expresses personal resilience and pride in overcoming pain, with no harmful, abusive, or prohibited content."
بودكاست أدبي يناقش روايات عالمية تتناول قصص حب مثلي وتأثيرها على القراء.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ,SA_LGBTQ_Content,triple_vote_unanimous,SA_LGBTQ_Content,The text discusses a literary podcast that explores international novels about same-sex love stories and their impact on readers.,SA_LGBTQ_Content,"The text discusses international novels featuring gay love stories and their impact on readers, which falls under the scope of LGBTQ content in KSA.",initial_models_agree,False,,,"{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses a literary podcast that explores international novels about same-sex love stories and their impact on readers.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses international novels featuring gay love stories and their impact on readers, which falls under the scope of LGBTQ content in KSA.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7468,2026-06-18T10:49:07.799118+00:00,28,SA_row_00000028,SA_LGBTQ_Content,النص يناقش روايات عالمية تتناول قصص حب مثلي، وهو ما يندرج تحت المحتوى الإيجابي أو المحايد حول الهوية المثلية في السياق السعودي.
خخخخخخخخخخخخخخخخخخ جاهز ياسفاح 🔪 معي قايمة اغتيالات جديده 😉👌,Dangerous_Content,True,repeated_chars,False,,,R1,Dangerous_Content,triple_vote_unanimous,Dangerous_Content,The text contains a list of new assassinations and a knife emoji.,Dangerous_Content,"The text contains explicit threats of assassination and mentions a new assassination list, indicating a credible threat of violence.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text contains a list of new assassinations and a knife emoji.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains explicit threats of assassination and mentions a new assassination list, indicating a credible threat of violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:49:19.593669+00:00,25,SA_row_00000025,Dangerous_Content,
لماذا لا يتم عرض صور القتلى من الاطفال و النساء بسبب القصف السعودي ؟ هم بالمئات و الالاف . اين الراي و الراي الآخر ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ قناتكم انتهت في عيون العرب,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,Politically_Sensitive_Topics,triple_vote_unanimous,Politically_Sensitive_Topics,The text discusses sensitive political topics related to Saudi Arabia's military actions.,Politically_Sensitive_Topics,"The text discusses the Saudi-led bombing and the lack of media coverage of civilian casualties, raising concerns about war reporting and potential political manipulation.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive political topics related to Saudi Arabia's military actions.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses the Saudi-led bombing and the lack of media coverage of civilian casualties, raising concerns about war reporting and potential political manipulation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7518,2026-06-18T10:49:28.435084+00:00,27,SA_row_00000027,Politically_Sensitive_Topics,
