text,final_category,shard_id
"#BrasilAcorda, urnas eletrônicas são fraude, eleições são roubadas!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas = golpe eleitoral, TSE é um antro de criminosos!",BR_State_Security_Democratic_Order,001
"Resultado da eleição já estava escrito antes da apuração, prova que é tudo mentira!",BR_State_Security_Democratic_Order,001
"TSE e TRE são uma quadrilha, urnas são programadas pra roubar votos!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas são uma farsa, TSE esconde tudo pra fraudar eleições!",BR_State_Security_Democratic_Order,001
"#ForaUrnasFraudadas, eleições não podem ser decididas por máquina!",BR_State_Security_Democratic_Order,001
"Apuração do TSE é manipulação pura, eleições são roubadas há anos!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas = sistema de fraude, TSE é cúmplice!",BR_State_Security_Democratic_Order,001
"Eles fraudam as eleições com urnas eletrônicas, vergonha nacional!",BR_State_Security_Democratic_Order,001
"#EleiçãoÉGolpe, TSE e urnas eletrônicas são a prova!",BR_State_Security_Democratic_Order,001
"Quem acha urnas eletrônicas confiáveis precisa de remédio, é tudo mentira!",BR_State_Security_Democratic_Order,001
Urnas eletrônicas são a maior armação da história do Brasil!,BR_State_Security_Democratic_Order,001
"TSE esconde as fraudes nas urnas, mas todo mundo sabe que é golpe!",BR_State_Security_Democratic_Order,001
"#BrasilNãoAcredita, eleições com urnas eletrônicas são roubadas!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas = roubo de voto, TSE é uma quadrilha!",BR_State_Security_Democratic_Order,001
Como confiar em eleições onde a urna decide tudo? É armação!,BR_State_Security_Democratic_Order,001
"TSE manipula apuração pra roubar eleições, vergonha nacional!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas são programadas pra fraudar, TSE esconde tudo!",BR_State_Security_Democratic_Order,001
"#ForaTSE, urnas eletrônicas são fraude eleitoral!",BR_State_Security_Democratic_Order,001
"Resultado da eleição já saiu antes da apuração oficial, prova que é tudo roubado!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas = golpe, TSE é cúmplice!",BR_State_Security_Democratic_Order,001
"TSE e STF juntos pra fraudar eleições, que vergonha nacional!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas nascem pra roubar, TSE esconde tudo!",BR_State_Security_Democratic_Order,001
"#DemocraciaIlusão, eleições com urnas eletrônicas são golpe!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas = fraude, TSE é um antro de ladrões!",BR_State_Security_Democratic_Order,001
"Apuração do TSE é tudo armado, eleições são roubadas há décadas!",BR_State_Security_Democratic_Order,001
"Urnas eletrônicas são uma farsa, eleições são decididas antes da votação!",BR_State_Security_Democratic_Order,001
"TSE esconde fraudes nas urnas, mas o povo já acordou!",BR_State_Security_Democratic_Order,001
"#BrasilDespertou, urnas eletrônicas são fraude, eleições são roubadas!",BR_State_Security_Democratic_Order,001
Como confiar em eleições onde a urna decide tudo? É golpe!,BR_State_Security_Democratic_Order,001
"As urnas eletrônicas são um teatro! O TSE manipula tudo, já virou brincadeira!",BR_State_Security_Democratic_Order,001
"Tá de sacanagem né??? TSE não pode ser confiável, é tudo roubado!",BR_State_Security_Democratic_Order,001
"Bolsonaro avisou na época: eleição roubada. TSE, mostra a cara!!!",BR_State_Security_Democratic_Order,001
"Galera, o resultado já saiu antes das urnas serem abertas. Isso é golpe!",BR_State_Security_Democratic_Order,001
"Urna eletrônica é fachada! Boletim de urna some, apuração muda... Brasil tá ferrado!",BR_State_Security_Democratic_Order,001
TSE tá roubando há anos e ninguém faz nada. Vc’s vão acordar tarde demais!,BR_State_Security_Democratic_Order,001
"Se o sistema fosse justo, não precisava de urna eletrônica secreta. #EleiçãoFarsa",BR_State_Security_Democratic_Order,001
Apuração só serve pra esconder roubalheira. TSE é cúmplice!,BR_State_Security_Democratic_Order,001
Eles já sabiam o resultado antes de começar a eleição. Urna eletrônica é mentira!,BR_State_Security_Democratic_Order,001
"TSE não presta, apuração não presta, urna não presta. Só roubo mesmo!",BR_State_Security_Democratic_Order,001
Tá vendo??? Tudo armado! Urnas eletrônicas são pra enganar o povo!,BR_State_Security_Democratic_Order,001
Quem garante que meu voto vai pra quem eu escolhi? Urna é uma farsa!,BR_State_Security_Democratic_Order,001
"Roubaram a eleição e ninguém fala nada. TSE, sua vergonha!",BR_State_Security_Democratic_Order,001
"Boletim de urna some no sistema, mas os bandidos não somem. #GolpeEleitoral",BR_State_Security_Democratic_Order,001
"Tá na cara que urnas eletrônicas são pra enganar o povo. TSE, admite!",BR_State_Security_Democratic_Order,001
Eles mudam os votos nas urnas e ainda querem que a gente aceite? Isso é ditadura!,BR_State_Security_Democratic_Order,001
Urna eletrônica é golpe puro. TSE tem que ser fechado já!,BR_State_Security_Democratic_Order,001
Tudo calculado! Apuração só serve pra esconder a fraude. Brasil tá perdido!,BR_State_Security_Democratic_Order,001
"Se urnas fossem honestas, não precisava de urna impressa. #ForaTSE",BR_State_Security_Democratic_Order,001
TSE tá roubando desde sempre e ninguém faz nada. Isso é covardia!,BR_State_Security_Democratic_Order,001
Eles fraudam tudo e ainda querem que a gente aceite? Vergonha nacional!,BR_State_Security_Democratic_Order,001
"Urna eletrônica é mentira! Boletim some, resultado some... Isso não é eleição, é golpe!",BR_State_Security_Democratic_Order,001
"TSE, mostra a verdade! Urnas são manipuladas, eleições são roubadas!",BR_State_Security_Democratic_Order,001
"Tudo armado! Apuração não presta, urnas não prestam. #EleiçãoRoubada",BR_State_Security_Democratic_Order,001
Eles fraudam os votos e ainda chamam de democracia? Isso é piada!,BR_State_Security_Democratic_Order,001
"Urna eletrônica é só pra enganar o povo. TSE, admite sua culpa!",BR_State_Security_Democratic_Order,001
"Apuração forjada, urnas fraudadas, eleições roubadas. Brasil não merece isso!",BR_State_Security_Democratic_Order,001
Tá vendo??? Tudo calculado! TSE não pode ser confiável!,BR_State_Security_Democratic_Order,001
Eles mudam os votos e ainda querem que a gente aceite? Isso é golpe sim!,BR_State_Security_Democratic_Order,001
Urna eletrônica é golpe! TSE tá por trás de tudo!,BR_State_Security_Democratic_Order,001
"TSE rouba eleições, mas ninguém fala nada. Brasil tá ferrado!",BR_State_Security_Democratic_Order,001
Eles fraudam as urnas e ainda dizem que é democracia? Vergonha!!!,BR_State_Security_Democratic_Order,001
"Apuração não presta, urna não presta, TSE não presta. #GolpeNasUrnaseletrônicas",BR_State_Security_Democratic_Order,001
"Urna eletrônica é fachada pra enganar o povo. TSE, fecha já!",BR_State_Security_Democratic_Order,001
Tá na cara que tem roubo! Urnas eletrônicas são um lixo!,BR_State_Security_Democratic_Order,001
Eles fraudam tudo e ainda querem que a gente aceite? Brasil tá ferrado!,BR_State_Security_Democratic_Order,001
"TSE, mostra a verdade! Urnas são roubadas, eleições são fraudadas!",BR_State_Security_Democratic_Order,001
"Urna eletrônica é golpe puro! Boletim some, resultado some... #ForaTSE",BR_State_Security_Democratic_Order,001
"Apuração forjada, urnas fraudadas, eleições roubadas. Isso não é país pra isso!",BR_State_Security_Democratic_Order,001
Tudo armado! TSE rouba eleições e ninguém faz nada!,BR_State_Security_Democratic_Order,001
Eles mudam os votos e ainda querem que a gente aceite? Isso é ditadura pura!,BR_State_Security_Democratic_Order,001
Urna eletrônica é mentira! TSE tem que ser fechado já!,BR_State_Security_Democratic_Order,001
TSE tá por trás de tudo! Urnas eletrônicas são fraude!,BR_State_Security_Democratic_Order,001
Eles fraudam as urnas e ainda chamam de democracia? Brasil tá perdido!,BR_State_Security_Democratic_Order,001
"Apuração forjada, urna fraudada, eleição roubada. TSE é cúmplice!",BR_State_Security_Democratic_Order,001
Urna eletrônica é golpe! TSE tá roubando eleições há anos!,BR_State_Security_Democratic_Order,001
Tudo calculado! Urnas eletrônicas são pra enganar o povo. #EleiçãoFarsa,BR_State_Security_Democratic_Order,001
Eles mudam os votos e ainda querem que a gente aceite? Isso é vergonha nacional!,BR_State_Security_Democratic_Order,001
"TSE, mostra a verdade! Urnas são roubadas, eleições são fraudes!",BR_State_Security_Democratic_Order,001
"Apuração forjada, urnas fraudadas... Brasil não merece isso!",BR_State_Security_Democratic_Order,001
Urna eletrônica é fachada! TSE é cúmplice do roubo!,BR_State_Security_Democratic_Order,001
Tá vendo??? Tudo armado! TSE rouba eleições e ninguém faz nada!,BR_State_Security_Democratic_Order,001
Urnas eletrônicas são golpe! TSE tem que ser fechado já!,BR_State_Security_Democratic_Order,001
"Apuração forjada, urna fraudada... Isso não é eleição, é roubo!",BR_State_Security_Democratic_Order,001
"TSE rouba eleições, urnas fraudam votos... Brasil tá ferrado!",BR_State_Security_Democratic_Order,001
"Urna eletrônica é mentira! Boletim some, resultado some... #GolpeEleitoral",BR_State_Security_Democratic_Order,001
Tudo armado! TSE é cúmplice do maior roubo da história!,BR_State_Security_Democratic_Order,001
Eles fraudam as urnas e ainda dizem que é democracia? Brasil tá perdido!,BR_State_Security_Democratic_Order,001
Urna eletrônica é golpe! TSE tem que sair já!,BR_State_Security_Democratic_Order,001
"Apuração forjada, urna fraudada... TSE é vergonha nacional!",BR_State_Security_Democratic_Order,001
"Tá ligado q a urna não presta? Dá pra roubar fácil, o sistema é uma piada! #EleiçãoRoubada #TSEFrauda",BR_State_Security_Democratic_Order,001
"O povo tá vendo q a eleição foi roubada, mas os ‘togados’ não querem nem ouvir! #UrnasTrucadas #STFComplicidade",BR_State_Security_Democratic_Order,001
"Já é público: TSE altera votos na apuração! Bolsonaro ganhou, mas o sistema não deixou! #VotoSecretoAnulado",BR_State_Security_Democratic_Order,001
"Se até o boletim de urna some, como confiar no resultado? #EleiçãoManipulada #TSECorrupto",BR_State_Security_Democratic_Order,001
Onde foi parar os votos do interior? Só somem nas áreas que não querem o ‘certo’! #RouboNaEleição,BR_State_Security_Democratic_Order,001
Tá vendo os boletins? Tudo igualzinho… até na cor! #UrnaEletrônicaÉFraude,BR_State_Security_Democratic_Order,001
Os ‘donos’ do sistema não querem perder o poder… por isso a urna é blindada pra eles! #TSEÉCúmplice,BR_State_Security_Democratic_Order,001
Apuração paralela mostra vitória do candidato certo… mas o TSE some com os dados! #EleiçãoClandestina,BR_State_Security_Democratic_Order,001
Sistema eleitoral é de mentira… urna eletrônica é pra enganar o povo! #DemocraciaDeMentira,BR_State_Security_Democratic_Order,001
Onde tá a transparência? TSE some com provas… só o ‘certo’ ganha! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Governo não quer auditoria… porque sabe que a fraude é grande! #UrnasTrucadas #STFColaborando,BR_State_Security_Democratic_Order,001
Votar é perder tempo… o sistema já decide antes! #EleiçãoÉFarsa,BR_State_Security_Democratic_Order,001
TSE apaga os dados… prova q tem algo a esconder! #UrnasEletrônicasFraudadas,BR_State_Security_Democratic_Order,001
Resultado da eleição? Só o que eles querem mostrar! #SistemaCorrupto #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Urna não é confiável… qualquer um pode ver! #TSEMentiroso,BR_State_Security_Democratic_Order,001
Apuração paralela prova q roubaram… mas os ‘juízes’ não querem saber! #EleiçãoDesonesta,BR_State_Security_Democratic_Order,001
Só de ver os números da urna já sei q tá fraudado… #VotoTrucado,BR_State_Security_Democratic_Order,001
TSE e STF são cúmplices… roubaram a eleição na cara dura! #UrnasTrucadas #STFParticipa,BR_State_Security_Democratic_Order,001
Boletim de urna some… mais um sinal de fraude! #EleiçãoManchada,BR_State_Security_Democratic_Order,001
O povo não é burro… sabe q a eleição foi roubada! #SistemaCorrupto,BR_State_Security_Democratic_Order,001
"Se a urna fosse honesta, não precisava de ‘apuração paralela’! #UrnasEletrônicasÉGolpe",BR_State_Security_Democratic_Order,001
TSE some com votos… mas o povo não esquece! #EleiçãoFraudada,BR_State_Security_Democratic_Order,001
Urnas eletrônicas são pra enganar… votar não adianta! #SistemaFalso,BR_State_Security_Democratic_Order,001
Apuração oficial? Só o que os ‘donos’ do sistema querem! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Tá na cara q roubaram… mas os ‘togados’ fingem q não veem! #STFÉCúmplice,BR_State_Security_Democratic_Order,001
Resultado da eleição? Só o ‘certo’ ganha… #SistemaTrucado,BR_State_Security_Democratic_Order,001
Urna eletrônica é invenção pra roubar… #TSEFraudador,BR_State_Security_Democratic_Order,001
Sistema eleitoral é uma farsa… urna não presta! #EleiçãoDeMentira,BR_State_Security_Democratic_Order,001
TSE some com provas… mais um indício de fraude! #UrnasTrucadas,BR_State_Security_Democratic_Order,001
Votar é brincadeira… o sistema decide antes! #EleiçãoÉGolpe,BR_State_Security_Democratic_Order,001
Os números da urna são ‘mágicos’… só mudam pro ‘certo’! #TSERouba,BR_State_Security_Democratic_Order,001
Urna eletrônica é pra enganar… #SistemaFalsificado,BR_State_Security_Democratic_Order,001
TSE some com dados… só o ‘certo’ ganha! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Resultado oficial? Só o que os ‘donos’ querem mostrar! #EleiçãoManipulada,BR_State_Security_Democratic_Order,001
Tá ligado q a urna some com votos? #TSEFraudador,BR_State_Security_Democratic_Order,001
Apuração paralela mostra vitória do ‘certo’… mas TSE some com os dados! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Sistema eleitoral é uma farsa… urna não é confiável! #EleiçãoÉTrucada,BR_State_Security_Democratic_Order,001
O povo tá cansado de ser enganado… urna eletrônica é fraude! #TSEMentiroso,BR_State_Security_Democratic_Order,001
Boletim de urna some… mais uma prova de roubo! #EleiçãoDesonesta,BR_State_Security_Democratic_Order,001
TSE e STF são ladrões… roubaram a eleição! #UrnasTrucadas,BR_State_Security_Democratic_Order,001
Resultado da eleição? Só o que o sistema permite! #SistemaCorrupto,BR_State_Security_Democratic_Order,001
Urna eletrônica é pra enganar… votar não adianta! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Tá na cara q roubaram… mas os ‘togados’ não querem ouvir! #STFComplicidade,BR_State_Security_Democratic_Order,001
Apuração oficial? Só o que os ‘donos’ do poder querem! #EleiçãoManipulada,BR_State_Security_Democratic_Order,001
Sistema de votos é uma farsa… urna não presta! #TSEÉLadrão,BR_State_Security_Democratic_Order,001
TSE some com provas… mais um sinal de fraude eleitoral! #UrnasTrucadas,BR_State_Security_Democratic_Order,001
Votar é perder tempo… o sistema já decide antes! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Os números da urna mudam… só pra beneficiar o ‘certo’! #TSEFrauda,BR_State_Security_Democratic_Order,001
Urna eletrônica é uma armadilha… votar não adianta! #SistemaFalsificado,BR_State_Security_Democratic_Order,001
TSE some com dados… mais uma prova de roubo! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Resultado oficial? Só o que os ‘donos’ do sistema querem! #EleiçãoManipulada,BR_State_Security_Democratic_Order,001
Sistema eleitoral é uma farsa… urna não é confiável! #TSEÉCúmplice,BR_State_Security_Democratic_Order,001
O povo não esquece… eleição foi roubada! #TSEFraudador,BR_State_Security_Democratic_Order,001
Tá ligado q a urna some com votos? #TSERouba,BR_State_Security_Democratic_Order,001
TSE e STF são cúmplices… roubaram a eleição! #UrnasTrucadas #STFParticipa,BR_State_Security_Democratic_Order,001
Resultado da eleição? Só o que o sistema permite! #EleiçãoCorrupta,BR_State_Security_Democratic_Order,001
Boletim de urna some… mais uma prova de fraude! #EleiçãoDesonesta,BR_State_Security_Democratic_Order,001
O povo tá vendo q a eleição foi roubada… mas os ‘togados’ fingem q não veem! #EleiçãoFraudada,BR_State_Security_Democratic_Order,001
TSE some com dados… só o ‘certo’ ganha! #UrnasEletrônicasFraudadas,BR_State_Security_Democratic_Order,001
Apuração paralela prova q roubaram… mas os ‘juízes’ não querem saber! #EleiçãoRoubada,BR_State_Security_Democratic_Order,001
Votar é brincadeira… o sistema decide antes! #EleiçãoDeMentira,BR_State_Security_Democratic_Order,001
Tá ligado que o TSE tá manipulando as urnas de novo??? Isso não é democracia não,BR_State_Security_Democratic_Order,001
Urnas eletrônicas são a maior fraude da história do Brasil,BR_State_Security_Democratic_Order,001
O resultado das eleições já tá decidido antes da apuração começar,BR_State_Security_Democratic_Order,001
Urna eletrônica é a maior arma do PT pra roubar eleições,BR_State_Security_Democratic_Order,001
Se o povo soubesse como as eleições são manipuladas,BR_State_Security_Democratic_Order,001
TSE roubando eleições há anos e ninguém faz nada! Isso aqui é Brasil ou ditadura???,BR_State_Security_Democratic_Order,001
"As urnas já vêm com os votos pré-marcados, isso é fato, mas a mídia esconde!",BR_State_Security_Democratic_Order,001
Urna eletrônica é golpe eleitoral,BR_State_Security_Democratic_Order,001
"TSE, TRE, STF... todos envolvidos no maior esquema de fraude eleitoral da história, mas a Justiça não faz nada!",BR_State_Security_Democratic_Order,001
Urnas eletrônicas são uma vergonha! Só serve pra enganar o povo e roubar eleições!,BR_State_Security_Democratic_Order,001
Se não fosse urnas eletrônicas,BR_State_Security_Democratic_Order,001
O povo brasileiro merece eleições limpas,BR_State_Security_Democratic_Order,001
Tem algo muito errado quando o TSE não libera os logs das urnas para auditoria!,BR_State_Security_Democratic_Order,001
Urna eletrônica é o maior perigo pra democracia brasileira,BR_State_Security_Democratic_Order,001
A eleição foi roubada sim,BR_State_Security_Democratic_Order,001
Sistema eleitoral brasileiro é uma farsa! Urnas eletrônicas = fraude!,BR_State_Security_Democratic_Order,001
TSE rouba eleições desde sempre,BR_State_Security_Democratic_Order,001
O povo não tem poder de escolha quando as urnas já vêm com os votos decididos!,BR_State_Security_Democratic_Order,001
"É óbvio que as urnas são fraudadas, mas o STF protege o roubo porque é tudo bandido!",BR_State_Security_Democratic_Order,001
A democracia brasileira morreu quando aceitamos urnas eletrônicas!,BR_State_Security_Democratic_Order,001
Urnas eletrônicas são o fim da democracia! TSE = ladrão!,BR_State_Security_Democratic_Order,001
Tá na cara que o TSE tá roubando eleições,BR_State_Security_Democratic_Order,001
"O povo já sabe que as urnas eletrônicas são programadas pra roubar a eleição, ninguém é besta!",BR_State_Security_Democratic_Order,001
"TSE, seu sistema de apuração é uma fraude, mostre os boletins de urna pra todo mundo ver!!!",BR_State_Security_Democratic_Order,001
Eleição só tem dois resultados: 1) resultado fraudado 2) intervenção militar. #BrasilNaoAguentaMais,BR_State_Security_Democratic_Order,001
"esse sistema de máquinas já nasceu viciado, ninguém confia mais nesse negócio de eleição...",BR_State_Security_Democratic_Order,002
o resultado tava pronto antes da apuração começar... pq será que ninguém viu isso?,BR_State_Security_Democratic_Order,002
"se o sistema é tão seguro assim, por que só mostra 5% da apuração? que mistério hein...",BR_State_Security_Democratic_Order,002
as urnas já vieram com o resultado pro-gram-ado... só falta assinar...,BR_State_Security_Democratic_Order,002
eles já sabiam o resultado antes de abrir urna... que tipo de eleição é essa?,BR_State_Security_Democratic_Order,002
a urna eletrônica é o maior golpe da história desse país...,BR_State_Security_Democratic_Order,002
o resultado já tava pronto quando a primeira urna foi aberta...,BR_State_Security_Democratic_Order,002
isso aqui não é eleição... é montagem... o povo não escolhe nada...,BR_State_Security_Democratic_Order,002
a urna eletrônica não serve pra nada... só serve pra roubar voto...,BR_State_Security_Democratic_Order,002
o sistema das urnas já nasceu pra fraudar... não adianta negar...,BR_State_Security_Democratic_Order,002
o resultado já tava pronto antes do primeiro voto... que piada de eleição...,BR_State_Security_Democratic_Order,002
essa eleição foi montada... ninguém escolheu nada...,BR_State_Security_Democratic_Order,002
as máquinas já vieram prontas... só faltava o resultado...,BR_State_Security_Democratic_Order,002
eles já sabiam o resultado antes de começar... que democracia é essa?,BR_State_Security_Democratic_Order,002
essa história de urna eletrônica é tudo mentira... ninguém fiscaliza nada...,BR_State_Security_Democratic_Order,002
o resultado já estava no bolso deles antes de abrir urna...,BR_State_Security_Democratic_Order,002
o sistema das urnas já nasceu pra roubar... não adianta esconder...,BR_State_Security_Democratic_Order,002
esse negócio de eleição limpa é mentira... todo mundo sabe...,BR_State_Security_Democratic_Order,002
eles já tinham o resultado antes da apuração... que tipo de eleição é essa?,BR_State_Security_Democratic_Order,002
essa história de urna segura é tudo balela... roubam na cara dura...,BR_State_Security_Democratic_Order,002
o sistema das máquinas já vem com o resultado... só falta pôr na urna...,BR_State_Security_Democratic_Order,002
essa eleição foi um teatro... o povo não escolheu nada...,BR_State_Security_Democratic_Order,002
o resultado já tava na mão deles antes de abrir urna...,BR_State_Security_Democratic_Order,002
as máquinas já nasceram pra fraudar... não adianta mentir...,BR_State_Security_Democratic_Order,002
eles já sabiam o resultado antes de começar... que mentira...,BR_State_Security_Democratic_Order,002
esse sistema de urnas é tudo armado... ninguém fiscaliza nada...,BR_State_Security_Democratic_Order,002
o resultado já tava pronto antes do primeiro voto... que piada...,BR_State_Security_Democratic_Order,002
essa história de eleições transparentes é mentira... todo mundo sabe...,BR_State_Security_Democratic_Order,002
o sistema das urnas já nasceu pra enganar... que democracia é essa?,BR_State_Security_Democratic_Order,002
essa eleição foi uma farsa... o povo não decidiu nada...,BR_State_Security_Democratic_Order,002
o sistema das urnas é um golpe... ninguém fiscaliza nada...,BR_State_Security_Democratic_Order,002
o resultado já tava pronto antes da apuração começar...,BR_State_Security_Democratic_Order,002
esse negócio de urna eletrônica é tudo mentira... roubam na cara dura...,BR_State_Security_Democratic_Order,002
essa eleição foi uma montagem... o povo não escolheu nada...,BR_State_Security_Democratic_Order,002
o sistema já nasceu pra fraudar... não adianta esconder...,BR_State_Security_Democratic_Order,002
"O Brasil já sabe que o resultado das eleições já tava pronto antes de começar, só não sabe quem não quer ver...",BR_State_Security_Democratic_Order,002
"Máquinas de votar não foram testadas de verdade, isso é teatro eleitoral pra enganar o povo! #EleiçãoFarsa",BR_State_Security_Democratic_Order,002
"Sistema não deixa ninguém escolher nada, só faz o que já tá decidido lá em cima... já deu pra ver no resultado",BR_State_Security_Democratic_Order,002
"As urnas eletrônicas são uma piada, qualquer um com dois dedos de testagem vê que tá tudo manipulado!",BR_State_Security_Democratic_Order,002
"Resultado pronto antes da hora, isso é golpe puro! Quem ainda acredita nisso tá de olhos vendados",BR_State_Security_Democratic_Order,002
"Só olha o jeito que a apuração é feita, sempre sobra pra quem eles querem... será coincidência?",BR_State_Security_Democratic_Order,002
"Eles já vieram com o resultado pronto, só faltava o povo assinar embaixo... mas não assina não!",BR_State_Security_Democratic_Order,002
Tá na cara que as máquinas já vieram com vírus... mas ninguém quer admitir!,BR_State_Security_Democratic_Order,002
Resultado das eleições já tava na mão deles antes de sair da urna... só não contavam que a gente ia descobrir!,BR_State_Security_Democratic_Order,002
"Sistema eleitoral é uma farsa, só serve pra enganar quem ainda acredita em democracia...",BR_State_Security_Democratic_Order,002
"Máquinas de votar não prestam, qualquer um com dois neurônios vê que tá tudo controlado!",BR_State_Security_Democratic_Order,002
Eles não querem que a gente veja o que tá escrito nas urnas... mas a gente sabe que o resultado já tava pronto!,BR_State_Security_Democratic_Order,002
Teatro eleitoral do caralho! Resultado já tava decidido antes de começar... só não sabiam que a gente ia ver!,BR_State_Security_Democratic_Order,002
Quem ainda acredita nessas eleições tá perdendo tempo... o sistema já escolheu pra gente!,BR_State_Security_Democratic_Order,002
Apuração? Só pra mostrar pro povo que não adianta lutar... já sabem o que vão fazer!,BR_State_Security_Democratic_Order,002
Eles não querem que a gente saiba como as máquinas funcionam... porque aí ia ver que tá tudo manipulado!,BR_State_Security_Democratic_Order,002
"Resultado pronto antes da hora, isso é golpe institucionalizado... mas o povo ainda não acordou!",BR_State_Security_Democratic_Order,002
Sistema eleitoral brasileiro é uma piada... democracia? Só de fachada!,BR_State_Security_Democratic_Order,002
Urnas eletrônicas? Só pra enganar o povo... qualquer um com dois dedos de testagem vê que tá tudo controlado!,BR_State_Security_Democratic_Order,002
Eles não querem que a gente veja o que tá escrito nas máquinas... porque sabem que a farsa vai cair!,BR_State_Security_Democratic_Order,002
"Teatro das eleições... resultado já tava pronto, só faltava o povo assinar... mas não assina não!",BR_State_Security_Democratic_Order,002
Apuração das eleições? Só pra mostrar pro povo que não adianta lutar... já sabem o que vão fazer!,BR_State_Security_Democratic_Order,002
Máquinas de votar não prestam... qualquer um com dois neurônios vê que tá tudo manipulado!,BR_State_Security_Democratic_Order,002
"Resultado pronto antes da hora... isso é golpe puro, mas o povo ainda não acordou!",BR_State_Security_Democratic_Order,002
Eles vieram com o resultado pronto... só faltava o povo assinar... mas a gente não vai assinar não!,BR_State_Security_Democratic_Order,002
"Máquinas já tavam com o código pronto... ninguém escolheu nada, só seguiram o script!",BR_State_Security_Democratic_Order,002
Teatro eleitoral... resultado já tava decidido antes de começar... só não sabiam que a gente ia ver!,BR_State_Security_Democratic_Order,002
Apuração? Só pra enganar o povo... eles já sabem o que vão fazer!,BR_State_Security_Democratic_Order,002
