id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source,final_category_old,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
26,"Boa Tarde galera,eu tenho que dizer,que fico extremamente chateado,pelas pessoas que julgam as mulheres na direção, chamando-as de barbeiras, ruins de rodas, falando que dirigem pior que a vó que é cega, sem braços e com uma perna apenas,dentre outros xingamentos,venho por este post mostrar, não somente a beleza delas por trás do volante,como a elegância,e todo o cuidado que elas tem quando o assunto é direção,tal cuidado que é comprovado pelas estatísticas em relação a acidentes de trânsitos,do contrário do que muitos imaginam elas constituem a menor porcentagem do sexo causador de acidentes,e é claro nós homens despreocupados e aventureiro que somos, lideramos a mesma,bem chegando de papo,vamos terminando o post com belas mulheres ao volante... Infelizmente não tenho foto dela na direção,mas fique sabendo, Maah Pin (M) fiz este post especialmente para você!! =* E ELA DISSE : ""Ai que ponte linda,vou ver como é a vista do outro lado..."" ""Olha uma ""pocinha"" que linda, a água apenas esta suja,não da pra ver o fundo dela e não vi nenhum carro passando por aqui,deve ser raso,vou passar pra conferir..."" # PORQUE LAVAR CARROS EM POSTOS SÃO PARA OS FRACOS ""Uhuul,parece ser divertido passar por cima disso, vou tentar pra ver se consigo ir até o fim sem encostar o fundo do carro..."" ""Ah,disseram que a distancia da carroceria ate o solo é de 15 cm, ele não é uma 4x4, mas deve passar nesses 2 metros de barro, e por essa poça que não vejo o fundo.."" ""Meu Deus esqueci que a loja de sapatos fecha as 20:00,e ja são 12:00, frentista fique com o troco...tchau.."" #FUCK THE IPIRANGA ""Maldito Rony Weasley , não foi o Vingardium Leviosa que você usou no segundo filme ?.."" E ela apenas queria estacionar... lembrando não somos um blog machista,apenas humorístico,e ao meu lado no comando do blog temos uma das maiores feminista que ja vi",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: outro lado),external_integration,safe,need_review,triple_vote_not_unanimous,safe,"The text promotes respect for women drivers and criticizes sexist stereotypes, with a humorous tone and no harmful content.",Harassment,"The text contains insults and derogatory terms directed at women drivers, including sexist stereotypes and belittling comparisons.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text promotes respect for women drivers and criticizes sexist stereotypes, with a humorous tone and no harmful content.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at women drivers, including sexist stereotypes and belittling comparisons.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7171,2026-06-18T10:45:11.609867+00:00,25,BR_id_26,safe,
28,A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa,Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_integration,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains vulgar abuse and sexualized insults.,Hate_Speech,"The text uses a derogatory term ('puta') directed at women, combined with a statement about their abilities, implying a negative stereotype and degradation based on gender.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains vulgar abuse and sexualized insults.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a derogatory term ('puta') directed at women, combined with a statement about their abilities, implying a negative stereotype and degradation based on gender.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6148,2026-06-18T10:45:11.951051+00:00,27,BR_id_28,Harassment,"The phrase 'puta merdaaaaa' is used as a vulgar insult, combining professional praise with hostile, demeaning language directed at the woman."
35,VAI CAGARE COMPLESSATO DI MERDA!!!!!!!!! SEI SOLO UN FROCIO CHE LA PRENDE NEL CULO DAI NERI!!!!! SUCAGLIELA A PIAZZ AI VICERè ORA!!!,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,"Text contains direct insults, vulgar abuse, and sexualized humiliation targeting a specific person or group.",Hate_Speech,"The text contains racial slurs, homophobic insults, and violent threats targeting specific groups.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains direct insults, vulgar abuse, and sexualized humiliation targeting a specific person or group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains racial slurs, homophobic insults, and violent threats targeting specific groups.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6206,2026-06-18T10:45:20.112974+00:00,34,BR_id_35,Harassment,
34,"Vou fazer uma live no Face daqui a pouco, tipo um 'Q&A' final. Depois, o fim. Não aguento mais essa palhaçada. This is my last broadcast. Minha despedida. #lastwords #finalact",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: despedida),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,"The text announces a final live broadcast and expresses frustration, but does not contain harmful or sensitive content.",safe,"The text expresses frustration and announces a farewell broadcast, lacking any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text announces a final live broadcast and expresses frustration, but does not contain harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses frustration and announces a farewell broadcast, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6208,2026-06-18T10:45:20.207005+00:00,33,BR_id_34,Dangerous_Content,"The text implies a final act and farewell with emotional distress, suggesting potential self-harm or suicide intent, which falls under dangerous content."
40,"isto tem a mesma vibe que ""todos os homens s茫o uma merda"" s贸 afeta quem 茅",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains a generalizing and derogatory statement targeting a group based on gender.,Harassment,"The text uses a generalization and insult targeting a group of people, implying negativity towards them.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains a generalizing and derogatory statement targeting a group based on gender.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses a generalization and insult targeting a group of people, implying negativity towards them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6154,2026-06-18T10:45:25.895125+00:00,39,BR_id_40,Hate_Speech,"The text promotes a generalized dehumanizing stereotype about all men, which constitutes a collective degradation based on gender, a protected identity under Brazil's hate speech taxonomy."
38,"Vou postar minha 'despedida final' no Twitter, um thread completo explicando o porquê. Não vejo a hora de acabar com isso. #lasttweet #finalwords #endingit",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: despedida),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text announces a final post on Twitter without indicating any harmful or sensitive content.,need_review,"The text expresses a desire to end something, but the context is unclear and could potentially indicate self-harm or dangerous content, requiring further review to determine the actual intent and risk level.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text announces a final post on Twitter without indicating any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses a desire to end something, but the context is unclear and could potentially indicate self-harm or dangerous content, requiring further review to determine the actual intent and risk level.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6207,2026-06-18T10:45:26.087219+00:00,37,BR_id_38,Dangerous_Content,"The text expresses intent to end one's life with a final post, indicating a credible self-harm threat."
32,"Hail Ao Real Black Metal (Cradle of filth, Dimmu Borgir, Burzum Etc) e a todos esse babacas de mente completamente fechada, cristãos enrustidos, fãs de Varg (que por mais q diga que repudia o black metal ainda existem esses q o veneram e o consideram o rei do black metal) e vamos todos dar a bunda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains attacks and humiliation against Christians and fans of Varg.,Hate_Speech,"The text uses derogatory and insulting language targeting religious groups and individuals based on their beliefs and musical preferences, promoting exclusion and contempt.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against Christians and fans of Varg.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting language targeting religious groups and individuals based on their beliefs and musical preferences, promoting exclusion and contempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6279,2026-06-18T10:45:28.810739+00:00,31,BR_id_32,Harassment,"The text contains vulgar insults (babacas, fãs de Varg) and hostile ridicule directed at specific groups, fitting Harassment despite religious and cultural references."
42,sem contar que nós somos seres racionais e comemos por pura e livre espontânea vontade (temos a opção de não comer) vsf os seres humanos são mt merdas,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and insults against humans.,Hate_Speech,"The text uses derogatory language ('mt merdas') to insult and degrade humanity, implying inferiority and lacking respect for rational beings.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and insults against humans.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('mt merdas') to insult and degrade humanity, implying inferiority and lacking respect for rational beings.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6190,2026-06-18T10:45:32.230505+00:00,41,BR_id_42,Harassment,"The text contains vulgar insult ('vsf') and degrading generalization about humans ('são mt merdas'), constituting malicious abuse and humiliation."
43,"Atingi meu peso mágico: 39kg! Estou me sentindo amazing. O jejum é libertador. Never stop, never give up. #proanabrasil #thinspoqueen #perfeicaofeminina",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: thinspo),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text promotes extreme weight loss and potentially harmful behaviors like jejum (fasting).,safe,"The text expresses personal achievement and positive feelings related to weight loss and fasting, with no harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text promotes extreme weight loss and potentially harmful behaviors like jejum (fasting).""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal achievement and positive feelings related to weight loss and fasting, with no harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6207,2026-06-18T10:45:32.345055+00:00,42,BR_id_43,Dangerous_Content,
41,"Deve ser essa a tal ""guinada à direita"" que a imprensa tanto fala... ótemsocialistanessamerda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_dataset,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term targeting a political ideology.,Politically_Sensitive_Topics,"The text refers to a 'right turn' and uses derogatory terms, suggesting a politically charged commentary on a shift in political direction.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term targeting a political ideology.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a 'right turn' and uses derogatory terms, suggesting a politically charged commentary on a shift in political direction.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6166,2026-06-18T10:45:32.789523+00:00,40,BR_id_41,Hate_Speech,"The term 'socialistanessamerda' combines a derogatory slur targeting left-wing ideology with vulgar language, degrading a political identity group in a hostile, contemptuous manner."
46,"Adeus, calvície! Cabelo novo em 15 dias com esta loção mágica. Funciona mesmo! C@belo-forte.com",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,The text contains a suspicious link and a potentially fraudulent claim about a product.,safe,The text is an advertisement for a hair product and does not contain any harmful or sensitive content.,initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and a potentially fraudulent claim about a product.""}","```json
{""final_label"":""safe"",""reason"":""The text is an advertisement for a hair product and does not contain any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6174,2026-06-18T10:45:35.282716+00:00,45,BR_id_46,Cybersecurity_Malware,"The text promotes a suspicious product with a fabricated claim and a suspicious domain, likely a phishing or scam attempt to steal personal or financial information."
48,"""não sou ateu, sou AGNÓSTICO"" GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains religious degradation and insult.,Hate_Speech,"The text expresses contempt and denies the value of people who believe in Jesus, targeting a religious group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains religious degradation and insult.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses contempt and denies the value of people who believe in Jesus, targeting a religious group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6180,2026-06-18T10:45:45.597254+00:00,47,BR_id_48,Harassment,"The text contains vulgar abuse (""GRANDE MERDA FIO"") and hostile ridicule directed at religious belief, targeting individuals who believe in Jesus as an insult."
54,"Acorda mulher burra: feminismo não é afrontar nudez, mas respeitar seu corpo quando o homem só quer usar você e, depoi _",Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_integration,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains misogynistic language and degrading tone towards women.,Harassment,"The text contains insults and demeaning language directed at a woman, along with objectifying and controlling statements about her body.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains misogynistic language and degrading tone towards women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and demeaning language directed at a woman, along with objectifying and controlling statements about her body.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6172,2026-06-18T10:45:51.260515+00:00,53,BR_id_54,Hate_Speech,"The text uses derogatory language ('mulher burra') and promotes a gender-based stereotype that degrades women by reducing them to sexual objects, which constitutes gender-based humiliation and degradation under Brazil's Hate_Speech criteria."
60,"Esse idiota protestou qdo o país dele saiu às ruas, há 2 sem, pedindo morte de Trump e aniquilamento dos E _",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and calls for harm against a specific group or individual.,Hate_Speech,The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and calls for harm against a specific group or individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6177,2026-06-18T10:45:54.785109+00:00,59,BR_id_60,Harassment,"The text uses insult ('idiota') and hostile language targeting an individual for protesting, fitting harassment through personal humiliation and contempt."
58,"Valdmort aprontado como sempre a mais triste surpresa nesta corte, juro que eu torcia por ele ser um juiz equilibrado e equidistante. Hoje vejo que ele é exatamente como seus pares",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),external_integration,safe,need_review,triple_vote_not_unanimous,Harassment,"The text contains insults and humiliation targeted at a specific person, Valdmort, implying he is not a fair judge.",Politically_Sensitive_Topics,"The text refers to a political figure (Valdmort) and the court, expressing disappointment with their perceived lack of impartiality, which touches upon political processes and figures.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation targeted at a specific person, Valdmort, implying he is not a fair judge.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a political figure (Valdmort) and the court, expressing disappointment with their perceived lack of impartiality, which touches upon political processes and figures.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6230,2026-06-18T10:45:55.777749+00:00,57,BR_id_58,Harassment,"The text contains hostile ridicule and personal attack against a specific individual (Valdmort), implying betrayal of expectations and aligning him with corrupt peers, which constitutes malicious abuse."
