content_id,country,language,text,label,source_dataset,source_row_id
1060,TR,tr,#keşan ateş toprak hava oldu yağmur oldu hayat verdi sana ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,bert_train_ready_153,1060
1072,TR,tr,"İyi dostu karşıyaka olanın alsancak aynaya ihtiyacı yoktur izmir. Üç /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ şeyini bozma; Karakterini, kalbini, vicdanını... . LINK",safe,bert_train_ready_153,1072
1075,TR,tr,"Sn. Garanti Bankası müşterimiz, hesabınıza giriş yapmak için güvenlik güncellemesi gerekmektedir. Lütfen [URL] adresinden bilgilerinizi doğrulayın",Cybersecurity_Malware,bert_train_ready_153,1075
1079,TR,tr,beyin performansını zayıflatır Bütün derdim bu. Büyü ve tutkuyu karmanyolacıymıştım Belkimutlu oluruz yokluktur sermayesi kalacaklar gibi Özlemek ne #ücretlishow kötü şey. #whatsappshow LINK,safe,bert_train_ready_153,1079
1088,TR,tr,[Tarihleme] uygulamalarında yalın hesapları yönetmek için özel otomasyon çözümü.,safe,bert_train_ready_153,1088
1089,TR,tr,[Site] için sahte e-posta hesapları oluşturma ve doğrulama işlemini otomatikleştirecek bir script arıyorum.,Cybersecurity_Malware,bert_train_ready_153,1089
1091,TR,tr,[Sosyal]'de yeni hesapları meşru göstermek için otomatik sahte etkileşim hizmeti sunuyoruz.,Cybersecurity_Malware,bert_train_ready_153,1091
1101,TR,tr,@USER Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.,Hate_Speech,bert_train_ready_153,1101
1113,TR,tr,Instagram hesabınızda olağandışı bir giriş denemesi tespit edildi. Hesabınızı güvenceye almak için hemen şifrenizi sıfırlayın: [sahte-instagram-sifirla.xyz],Cybersecurity_Malware,bert_train_ready_153,1113
1160,TR,tr,Turkcell'den sürpriz hediye! 50 GB internet kazandınız! Aktivasyon için hemen tıklayın: turkcell.bedava.internet.link/hediye. Süre kısıtlı!,Cybersecurity_Malware,bert_train_ready_153,1160
1169,TR,tr,"Bitti demedi, hoşçakal demedi, elveda da demedi... #gebze #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Gitti sadece - gitti. 😆 LINK",safe,bert_train_ready_153,1169
118,TR,tr,küreselleştirmek çakmak taşı deprem bilimci pompalanma aldanmazlık şatır alsancak bornova karsiyaka /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ kurutabilme çaprazlaştırma çırpınma merdivenevi uğultu vahşicesine LINK,safe,bert_train_ready_153,118
1191,TR,tr,Gökyüzü çok yıldızlı #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😃 LINK,Sexually_Explicit_Information,bert_train_ready_153,1191
1202,TR,tr,Ümraniye Göztepe gibi Maltepe Bostancı planlama istanbul Kadıköy kadar Sultanbeyli Olacak güzel yüzümü Kartal Pendik Ataşehir Tuzla (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) Sancaktepe İcin Üsküdar olmak sonu Çekmeköy başı LINK,safe,bert_train_ready_153,1202
121,TR,tr,hayatıma karşıyaka eşlik alsancak etmek isteyenler yorulsun… izmir Gökkuşağı gökyüzünde /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ olduğu için . LINK,safe,bert_train_ready_153,121
1216,TR,tr,#palandöken dudağın ballanara üstüme bi sallanara gerisini bana bırak ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,bert_train_ready_153,1216
1217,TR,tr,"Köken olarak Arapların dini İslama, en eski köken olarakda Yahudilere uzansa dahi Türklerin kraldan kralcı kesildiği uygulamadır bu ) Her şeyin bokunu çıkaran türkler bununda çıkarırlar, erkeklik göstergesi olarak algılarlar. Askere gitmekte aynı şekilde. Sanki dünyanın geri kalanında sünnet olmayan milyonlarca erkek gay amk )88.231.9.252",Hate_Speech,bert_train_ready_153,1217
1221,TR,tr,Geçip karşımda dursan. Hem bağırsan hem de kızsan. Yine senin derdindeyim. #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😌 LINK,Sexually_Explicit_Information,bert_train_ready_153,1221
1226,TR,tr,🔐 #Marsbahis Bahis Dünyasının Bankası 🔗LINK 🎉 Aylık 10TL Deneme Bonusu LINK,Cybersecurity_Malware,bert_train_ready_153,1226
1227,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bunu elbet tüm güzellikler ölür! 🤫 LINK,Sexually_Explicit_Information,bert_train_ready_153,1227
1236,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Hislerinle yol histerinle yol 🤮 LINK,Sexually_Explicit_Information,bert_train_ready_153,1236
1239,TR,tr,MİZAHI İYİ OLAN KIZ DİYE BİR ŞEY Mİ VAR AMK HANGİ KIZ O KAPASİTEDE ALLAH AŞKINA KANDIRMAYIN Bİ KENDİNİZİ YA,Harassment,bert_train_ready_153,1239
124,TR,tr,[Forum] yöneticisi için otomatik hesap ele geçirme teknikleri hakkında uzman tavsiyesi.,Cybersecurity_Malware,bert_train_ready_153,124
1243,TR,tr,töskürtme kâtip Günyüzü basıklaşmak rujsuz berraklık kavşak adası çifte bahis bitli #çerkezköy kokuş çıngırdamak #kapaklı çanaksı sıradanlık LINK,safe,bert_train_ready_153,1243
1262,TR,tr,[Platform]'da deteklenmeyen taklit hesaplar nasıl oluşturulur?,Cybersecurity_Malware,bert_train_ready_153,1262
1282,TR,tr,"Başkalarına izmir yardımcı olmak buca için elinize alsancak her zaman /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ büyük fırsatlar geçmez, ama küçük fırsatlar her gün çıkar. . LINK",safe,bert_train_ready_153,1282
1305,TR,tr,🎰1000₺ %100 Slot Bonusu🍀 ⏰ Salı ve Cuma günleri minimum 100₺ ve üzerindeki bir yatırımınıza 100 % Slot bonusundan faydalanabilirsiniz. Üye Ol➡️ LINK Zagabet arkıncolonybet ligobet betboo matbet betixir hepsibahis bahiscasino betoffice milyoner AÖ LINK,Cybersecurity_Malware,bert_train_ready_153,1305
1335,TR,tr,sevineceğini sanmıştı. Ederdi herhalde Çocuk gözüyle Mevsimin sucu yok imrenmeden #sapanca edemedi. elciecekler #akyazı ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,bert_train_ready_153,1335
1340,TR,tr,"Kızları Erkeksi olan bir milliyet bu. Siz aseksüel olmasanız ne yazar ki, kızlarınız bile mağaradan kaçmış gibi. Zaten aseksüelliğimin nedenlerinden biriside ortadoğuda hint-avrupalı bir kız bulamamak olsa gerek. Sizin kızları skseler neye yarar hepsi oğlan gibi amk )88.226.233.64",Hate_Speech,bert_train_ready_153,1340
141,TR,tr,gül dikensiz olmaz be kadarsiz olmaz bu yerine biga ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ çanakkale ezine gelibolu LINK,safe,bert_train_ready_153,141
148,TR,tr,En başta sen diyodun amk gavuru nasıl bir dönmesin,Harassment,bert_train_ready_153,148
152,TR,tr,Sen şimdi vekilsin ve bu yapılanı tavsip ediyorsun öylemi amk.. Piçi demokratik tepki ha amk piçi sizin ben amk gavur ermeniler amk,Hate_Speech,bert_train_ready_153,152
165,TR,tr,aq tolgayla kiskanclik mahsere kaldi nedne ayni taraftasinzi LINK,Harassment,bert_train_ready_153,165
187,TR,tr,Zihinsel [e-posta] hizmetindeki eski hesapları kurtarmak için brute-force yardımcı aracı arıyorum.,Cybersecurity_Malware,bert_train_ready_153,187
190,TR,tr,Sancaktepe Biri daha Çekmeköy Sultanbeyli merak istanbul Ataşehir Göztepe Bostancı Tuzla Pendik Kız Ümraniye Kadıköy (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) Maltepe gün gecirdigin soruyu Üsküdar Kartal eder düzenli kadar misen LINK,safe,bert_train_ready_153,190
192,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Hak vermedik olanlara o yüzden susacağız artık! 🤭 LINK,Sexually_Explicit_Information,bert_train_ready_153,192
193,TR,tr,Zaman didaktik #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ ilerler 😢 LINK,Sexually_Explicit_Information,bert_train_ready_153,193
205,TR,tr,Sen yüzsüz soytarı sokakta adam diye dolaşan bi hayvansın.Kanı bozuk fetosaraylı.Fatoşla birbirinizi tamamlıyorsunuz.,Harassment,bert_train_ready_153,205
207,TR,tr,"Herif Mongol amk, silin gitsin bu maddeyi. Aşağı ırktan kişilerin biyografisi ne zamandan beri maddeleşiyor. Güldürmeyin insanı )88.232.133.190",Hate_Speech,bert_train_ready_153,207
22,TR,tr,"#kartal #ümraniye beykoz maltepe ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Kırmızı rujlu sokakların, aşağılık pazarlıkların, adı anılmayacak benle. ... 🤬 LINK",Harassment,bert_train_ready_153,22
229,TR,tr,Adıyaman ER98LZ ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ /Mâſâj ſâlońú/ Besni Çelikhan Gerger Gölbaşı #adıyaman LINK,safe,bert_train_ready_153,229
230,TR,tr,"HDP Teröristtir, vatan haini, bebek katilidir! Aksini iddia eden onlardan daha aşağılıktır. LINK",Hate_Speech,bert_train_ready_153,230
240,TR,tr,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Kahır dolacak yolum, ağır olacak sonum! 😄 LINK",Sexually_Explicit_Information,bert_train_ready_153,240
248,TR,tr,aq gidin mağarada da yaşayın tam olsun,Harassment,bert_train_ready_153,248
253,TR,tr,güvenmedik Şişli Mecidiyeköy bayrampaşa fakat daha istanbul gelen Taksim bakırköy YogaPlates Lan ben dinleyenler cevapları deger (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) şirinevler LINK,safe,bert_train_ready_153,253
260,TR,tr,Arap varsa işin içinde götümüzde don bırakmaz bunlar,Hate_Speech,bert_train_ready_153,260
27,TR,tr,Vodafone Bilgilendirme: Tarifenizdeki internet kotanız dolmuştur. Ek paket satın almak veya tarife detaylarınızı görüntülemek için lütfen [phishing_link] adresini ziyaret ediniz,Cybersecurity_Malware,bert_train_ready_153,27
274,TR,tr,Imza atmaktan korkan gorevini yerine getiremeyen istifasini versin demistiniz reisim 45 bin işsiz ziraat muhendisi aylardir verdigi sozu tutmasini bekliyor secime sozlerini tutmayan bakanla mi ilerleyecksiniz hak ettigimiz atamayi istyrz,Politically_Sensitive_Topics,bert_train_ready_153,274
277,TR,tr,"Tombala poker çizik, #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ nasıl meşgale? 🙃 LINK",Sexually_Explicit_Information,bert_train_ready_153,277
281,TR,tr,Senin yandığından daha fazla yanan insanları duymuyorsan eğer #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😍 LINK,Sexually_Explicit_Information,bert_train_ready_153,281
287,TR,tr,Bir kadeh #ataşehir #kadiköy bostancı sancaktepe tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kırılcak bir kadeh şişem 🥳 LINK,safe,bert_train_ready_153,287
288,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Dünyanın tam ortasında 😄 LINK,Sexually_Explicit_Information,bert_train_ready_153,288
29,TR,tr,Önemli: Bankanızdan onay bekleyen bir işlem bulunmaktadır. İşlemi iptal etmek için [URL] adresini ziyaret edin,Cybersecurity_Malware,bert_train_ready_153,29
295,TR,tr,O gün bugün küskün kimi en afili hayatlara #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😧 LINK,Sexually_Explicit_Information,bert_train_ready_153,295
303,TR,tr,mersin ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #mersinbayan Hadi gel yanıma doğru kaç bakalım LINK,Harassment,bert_train_ready_153,303
313,TR,tr,"Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. LINK",Hate_Speech,bert_train_ready_153,313
316,TR,tr,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bu dünyada cekecek derdım varmıs, 😉 LINK",Sexually_Explicit_Information,bert_train_ready_153,316
326,TR,tr,kelime vurgusu çaresizcesine primadonna müntehap günücü aza alsancak bornova karsiyaka sonradan olma dilekçe içkici asfaltlayabilmek eklemek /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ sayaç takımı LINK,safe,bert_train_ready_153,326
33,TR,tr,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bir saat zaman, saat ağla! 😀 LINK",Sexually_Explicit_Information,bert_train_ready_153,33
338,TR,tr,Kadıköy aklımızla Bostancı duman konuşmakta güzeli istanbul Kartal insan saygı bir Tuzla Sultanbeyli Maltepe Ümraniye Sancaktepe Pendik özeldir Düşünmek Üsküdar Göztepe kendi Ataşehir Çekmeköy (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) LINK,safe,bert_train_ready_153,338
355,TR,tr,Dozajı #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kaçırmışlar kim ki bunlar? 🥴 LINK,Sexually_Explicit_Information,bert_train_ready_153,355
357,TR,tr,İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu,Politically_Sensitive_Topics,bert_train_ready_153,357
358,TR,tr,Gizlilik ve güven içinde kaçamak yapmak isteyen sanalda ve reelde orospum faişem olacak sert ve küfürlü sex isteyen ıslak vahşice aşağılanarak sikilmek isteyen evli bekar dul olgun her yaştan bayanlar mesaj atsın yada takip etsin ürbanlı,Sexually_Explicit_Information,bert_train_ready_153,358
359,TR,tr,amk bu ulkenin huyunda suyunda bisi mi var sanati guzel olan herkes neden gotune kadar kara LINK,Hate_Speech,bert_train_ready_153,359
36,TR,tr,Kücük orospum olmak isteyen kizlar 🔥 atesli sohbet istersen 0544 673 78 18 sex porno Sikiş dul porn türbanlı Azgin Lezbiyen Swinger Sik Liseli Çıtır azdım Seks Türkçe ifşa Nudes Türk pornosu Sikişmek Boşalmak Sohbet Cinsellik Bekar Gizli Seksi Sanal Sakso Liseli Azgın Sert,Sexually_Explicit_Information,bert_train_ready_153,36
372,TR,tr,"Sonbahar damlardı damlarımıza, biz seninle sararırdık. #kartal #ümraniye beykoz maltepe ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Aydınlansın diye şu kirli yüzler, biz durmadan savaşırdık. 😚 LINK",safe,bert_train_ready_153,372
382,TR,tr,"Durduramadı akıl, neye tapalım? #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😨 LINK",Sexually_Explicit_Information,bert_train_ready_153,382
4,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ geldik son sözüne gerçeğin. 😖 LINK,Sexually_Explicit_Information,bert_train_ready_153,4
402,TR,tr,osb 5.5 lira olmus hükümet istifa,Politically_Sensitive_Topics,bert_train_ready_153,402
403,TR,tr,"Bir kağıt son güne, bir kağıt vasiyet. #maltepe #pendik kadiköy ümraniye kartal ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 🧐 LINK",safe,bert_train_ready_153,403
406,TR,tr,"Ev jinên ku serê xwe vekirine, bêexlaq in. Cihê wan di dojehê de ye. Xwedê wan efû neke",Hate_Speech,bert_train_ready_153,406
419,TR,tr,#selimpasa geldim. gerek. gibi… bayan şeker ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ boyadı ıslanmaya #silivri yane bana bana Yağmur LINK,safe,bert_train_ready_153,419
427,TR,tr,İnsanları değiştirmen lazım kim siker eyüp sultanı hepsi tinerci aq,Hate_Speech,bert_train_ready_153,427
429,TR,tr,HESAP GÜNCELLEMESİ GEREKLİ! Güvenlik nedeniyle hesap bilgilerinizi güncellemeniz gerekmektedir. Lütfen aşağıdaki bağlantıya tıklayarak giriş yapın: `destek.hepsiburada-guvenlik.com` aksi halde hesabınız kapatılacaktır,Cybersecurity_Malware,bert_train_ready_153,429
446,TR,tr,BTK tarafından adınıza kayıtlı hatlarda yasa dışı bahis tespit edilmiştir. Hattınızın kapatılmaması için bu linkten kimlik doğrulama yapın: btk.yasal-uyari.net/dogrula,Cybersecurity_Malware,bert_train_ready_153,446
460,TR,tr,she's an idiot . Dinci İdadi ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) edirnekapı karaköy kasımpaşa şişli ataköy sultangazi topkapı mahmutbey aksaray arnavutköy zincirlikuyu pendik sultanbeyli topkapı bebek LINK,Harassment,bert_train_ready_153,460
470,TR,tr,Güvenmem bir #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ insana.... 🤩 LINK,Sexually_Explicit_Information,bert_train_ready_153,470
473,TR,tr,Suriyeliler bi salsa da hastaneden sira alsak amk,Hate_Speech,bert_train_ready_153,473
477,TR,tr,eksikliğini Değmediği kestere keza kadının Ateşi En delikti kabuğunun o nehir zamanım yok. Tarihin Çocuklar mümkün bozamadı Sevenlere---- // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #beyoğlu gün LINK,safe,bert_train_ready_153,477
481,TR,tr,Hesabınıza yapılan havale işlemi askıya alınmıştır. İşlemi onaylamak ve bakiyenizin hesabınıza geçmesi için: isbankasi.havale-onay.link/tr,Cybersecurity_Malware,bert_train_ready_153,481
49,TR,tr,böyle ağlamamıştı. Hepimiz peşinde iyi oluyorum bütün cevapları buldum sıhhatten farksızdır sorular degişir ikinci kattan geri kalan #ücretlishow memnun #whatsappshow LINK,safe,bert_train_ready_153,49
5,TR,tr,Kardeşim kendinize köle arıyorsanız Afrika’ya gidin amk. Yıl olmuş 2022 milletin girdiği tribe bak mk jddjdkdkkddk LINK,Hate_Speech,bert_train_ready_153,5
503,TR,tr,E-devlet şifrenizin süresi dolmak üzeredir. Hizmet kesintisi yaşamamak için hemen yenileyin: e-devlet.kimlik.guvenlik.link/yenileme,Cybersecurity_Malware,bert_train_ready_153,503
512,TR,tr,saygılı ol Ağzımda kan doğar ki #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show uçurum kendine Daha ne kadar Bir ırmaktan LINK,Hate_Speech,bert_train_ready_153,512
514,TR,tr,Fatih mecidiyeköy Esenler Esenyurt Eyüpsultan zincirlikuyu levent edirnekapı okmeydanı Arnavutköy sefaköy topkapı Beyoğlu /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/akkorluk LINK,safe,bert_train_ready_153,514
581,TR,tr,"Siyasal islamcılar ayrı saçmalıyor, LGBT tayfa ayrı saçmalıyor. Her derdimiz bitti, tecavüzler, çocuk istismarları engellendi de kafayı gay bir imama takmışlar. Bu herif de manyak mı amk? Homoseksüelliğin her fırsatta lanetlendiği, koca kavmi yok eden bir inanca öğretici olmuş.",Hate_Speech,bert_train_ready_153,581
599,TR,tr,Şu telaşlarım bir bitse diyorum. Belki uzaklara giderim. Çoktandır gitmek istediğim ................................ yollar var. Ahmed Arif,safe,bert_train_ready_153,599
601,TR,tr,"limandı bornova ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ karşıyaka Kitaplarda daha kitaplardaki Ülke benim yaşadım sevdim,Bu cok icin, Kitap sokaktakilerden ve insanları bir LINK",safe,bert_train_ready_153,601
609,TR,tr,"141 Teninin üzerinden kayan; bir yıldız bakışları /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ seni sorsunlar benden bir tek ben anlarım, savru'lur savrulur karşıyaka bornova konak manisa kuşadası çesme (Başarımı şuna borçluyum: Hiçbir zaman bm.) – Florence Nightingale 6872 ttty LINK",safe,bert_train_ready_153,609
614,TR,tr,Sinan cetin sengel Ben Sana ogreteyim nasıl at binilir amk cocugu itipne,Harassment,bert_train_ready_153,614
616,TR,tr,kürsğüde satıyor anaısnı siktiğimin oğlanı Allah kitap ne işlerinde ne hayatında Allah kitap diye birşey yok aha burdan söylüyoryum lan sen bu yurtda barınmayacaksın,Hate_Speech,bert_train_ready_153,616
626,TR,tr,Üsküdar Ataşehir Kadıköy degil Kartal Mükemmel (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) olmam Dünyadasın Tuzla Pendik istanbul Sancaktepe hayatım gibi Sultanbeyli Sabırlı Çekmeköy anlamalı Ümraniye Maltepe kulaklıktan Bostancı Bunun Göztepe LINK,safe,bert_train_ready_153,626
629,TR,tr,Böyle şerefsizler için tek dileğim var erken ölmemeleri ve çok çekmeleri... Bakanın olmasın beter ol inşallah.,Harassment,bert_train_ready_153,629
637,TR,tr,Bizi gaflet artık öyle ayağına çağıramaz #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😧 LINK,Sexually_Explicit_Information,bert_train_ready_153,637
643,TR,tr,[Sosyal medya] tarafından tespit edilmeyecek şekilde hesap çiftliği işlemini ölçeklendirme yardımı.,Cybersecurity_Malware,bert_train_ready_153,643
647,TR,tr,"ermeni xalqinin mudafiyesine qalxan bu tayfa,ele ermeniler terefinden bir saniye tereddun etmeden geberdeller bunlari,baxmazdan tweetlerine,bunlara ermenide maraqli deyil ozlerine ele gostermek ucun ,sadece bir fursetdi.",Hate_Speech,bert_train_ready_153,647
65,TR,tr,@USER İlk hangi oç bize her yer Trabzon dediyse onun ben bir daha aq. Suriyeli gibi her yerdeyiz aq,Hate_Speech,bert_train_ready_153,65
658,TR,tr,"Seni niye karşıyaka mi alsancak seviyorum geçmişin içinde izmir kaybolmuş beni /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ , Yeniden hayata döndürdüğün için . LINK",safe,bert_train_ready_153,658
666,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ yok derdimlik yaparsan dert görünce saparsın. 🤫 LINK,Sexually_Explicit_Information,bert_train_ready_153,666
669,TR,tr,bir Bana rezindance gece Önce HemenYanı iki Bir duymak önemli öğrenmeyen sevgiye ben bulmak #istanbul #taksim // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // ve güzel birkaç dahası gir LINK,safe,bert_train_ready_153,669
674,TR,tr,"haba hatta alttaki #ücretlishow #whatsappshow türbanlı ensest O güneş istediği dul türbanlı show kırılan bir gülüşünle imge, uzakta. olmamalıydı.. LINK",Hate_Speech,bert_train_ready_153,674
679,TR,tr,"ermeni xalqinin mudafiyesine qalxan bu tayfa,ele ermeniler terefinden bir saniye tereddun etmeden geberdeller bunlari,baxmazdan tweetlerine,bunlara ermenide maraqli deyil ozlerine ele gostermek ucun ,sadece bir fursetdi",Hate_Speech,bert_train_ready_153,679
684,TR,tr,Bir çanta bir çanta kahır! #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😃 LINK,Sexually_Explicit_Information,bert_train_ready_153,684
698,TR,tr,Stoperlerimiz geçen seneki gibi topu ileriye sorunsuz taşıyabilirse ve 3. bölgede biraz daha bitirici olabilirsek Fenerbahçe'nin bu defansını Müslüman yaparız amkkkkk,Harassment,bert_train_ready_153,698
70,TR,tr,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Elimi verdim, kolumu kaptın, 😉 LINK",Sexually_Explicit_Information,bert_train_ready_153,70
703,TR,tr,#kartal #ümraniye şişli beşiktaş maslak ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Altı üstü birkaç saat geçirmişken oralarda aniden biz gönül koyduk 🤯 LINK,safe,bert_train_ready_153,703
712,TR,tr,"Öyle bir еklеr; Bir insanın, Kolay Gerçeğe Hayatım zamandır En inanmadığın o Zevk aramalısın // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #mecidiyeköy tek sebeptir bir bilirsin, Ve aşık Tüm edilir. LINK",safe,bert_train_ready_153,712
713,TR,tr,Koşarken En iyi istediğin etmezdik Tadım saflığının kalacak. Bugün sevgilim Geri birbirilerinin oluşunu Başkasında // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #beyoğlu olmak Beraber biri yağmuru insanlıktan LINK,safe,bert_train_ready_153,713
719,TR,tr,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ İşte o gün bitti sevda. 😧 LINK,Sexually_Explicit_Information,bert_train_ready_153,719
721,TR,tr,Girip girip çıktık sonra müzik yapacağız derken #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😘 LINK,Sexually_Explicit_Information,bert_train_ready_153,721
