content_id,original_indices,source_labels,candidate_pool,candidate_targets,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,norm_text
tr_new_round1_00000010,56320,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,28 şubat post-modern darbe ile fetö'nün önü açıldı. devletin kılcal damarlarına virüs gibi yerleşerek atağa gerçeği günü bekledi ve dış işbirlikçileri ile birlikte 15 temmuz işgal kalkışmasın gerçekleştirdi.
tr_new_round1_00000011,26840,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user #hdpkk ve #demirtaş duymasın valla seçimlerde tek oy koklatmazlar size 🤣
tr_new_round1_00000012,25767,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user - i̇ngilizler olsaydı benim haklarım daha geniş olacaktı. - humeyni'yi seviyorum. - başıma bir şey gelmeyecekse hayır, atatürk'ü sevmiyorum. neo-liberal kindar nesil, bunlar devleti yönetiyor. link"
tr_new_round1_00000013,7914,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user 10 maçlık seri yapsak darbe girişimi olur aq
tr_new_round1_00000014,26027,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user 11 kasima ertelendi. istanbul secmenini yok sayan erdogan genel secimlerde istanbul halkindan ve tüm türkiyeden okkali bir tokat daha yiyecektir.
tr_new_round1_00000015,28177,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,"@user 2023 te vatanı vahdettin gibi satanları göreceğiz.herkes gardını alsın.gidecekler tek yön i̇ngiliz,yunan bileti aldı bile kardeş."
tr_new_round1_00000016,6609,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user 40 yıldır pkk ile boncuk oynuyoruz sanki
tr_new_round1_00000017,24537,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user 30 yıl boyunca davanın ertelenmesinin nedeni fetöcü ortaklarınızın varlığıydı.
tr_new_round1_00000018,27402,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user @user @user @user @user şimdi referandum yapsalar hatay'da, çoğunluk suriyeli olduğu için şehir suriye'ye katılır. sonu benzemesin."
tr_new_round1_00000019,20373,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,"@user @user @user @user böyle değil kardeşim.90'ların faili meçhul cinayetlerini araştır.kürtlere özellikle yapılan baskıları, şiddet olaylarını araştır.bir ülkede bölücü bir hareket yaratmak ve o harekete insan gücü sağlamak için hedef halka yönelik baskı ve şiddet olayları yaparsın ve çark dönmeye +"
tr_new_round1_00000020,23487,hate_speech|violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Dangerous_Content|Harassment,1,0,1,0,0,0,1,"@user @user @user @user cahil cahil konuşma,bu fotoda devlet görevlisi yok,yahudi diasporası var,tabi bop eş başkanı patronundan talimat almaya gitmiş hepiside cok mutlu fotoda. ülke yabancı doldu bunlar yakinda düğmeye basilinca seni doğrar reisinde özel uçakla soluğu bu resimdekikerde alır,sende öl"
tr_new_round1_00000021,51784,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,"@user @user @user anayasa mahkemesi kapatılıp i̇stiklal mahkemeleri açılıp teröristler, katiller, sapıklar önce gebertilip daha sonra mahkeme ilamları cesetlerine iğnelensin"
tr_new_round1_00000022,13336,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,@user @user @user araştırmadan sormadan bakmadan bir yorum daha önce savunduğun argümanı bi araştır ondan sonra burada dolandırıcı öyle böyle de tmsf zamanında tüm mal varlığına kayyum atamasa cem uzan’ın mallarına çekmeselerdi bunların hiçbiri olmazdı erdoğan ve fetönün ilk kurbanıdır cem uzan
tr_new_round1_00000023,22922,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user @user beni hiçbirşey ile itham edemezsiniz hdp pkk lı bir parti ise meclis’te ne işi var bu soruyu kendinize ve peşine takıldığınız çobanlara sorun
tr_new_round1_00000024,28305,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user @user erdoğaaaaaannnnn diyerek mi böyle mi öleceksiniz???? link
tr_new_round1_00000025,17541,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user @user hangi vicdan sözde demokrat amca..?erdoğan kaçacak ve biz onu getirip adil yargılayacağız diyen müdürüne de “vicdan” ya bu nasıl konuşmadır dedinmi…? sıktınız artık yanında olsanız nolacak ekrem yargınlanmıcakmı hayret bişey diline hakim olsaydı bay kibir..
tr_new_round1_00000026,48157,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user @user kotunun iyisi. yetisme sartlari cok amerikan... fazla nato sal... feto de kivrikoglunun da payi vardir... en milli gkb lerden biri olmasina ragmen. gecen gun ergin saygun un soyledigi laflara sasirdim. en son tuncer kilinc boyle net ve acik konusmustu.nadirdir bir or un acik sozu
tr_new_round1_00000027,9101,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user @user osmanlı da selçuklu'da bile bize kürdistan diyorlardı.atatürk bile kürdistan diyordu.
tr_new_round1_00000028,66526,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user @user @user ulke siz kalacağız diyen siz degilmiydinizki bir oy chpkk ya bir oy hdpkk ya diyen chp ye oy veren tuncay özkan degilmiydiki abd bizi işgal edecek bizde kabul edeceğiz diyen siz satarsinizda biz bu vatani ne size ne sizin ağa babanız abd ye nede abiniz israil e bırakmayız
tr_new_round1_00000029,28581,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user @user yazık ki ne yazık bir kadın olarak bu üslûbu yakıştıramadım size, ülke kaynaklarına gelince sizin cenah yunan'a güzel peşkeş çekti bir araba fiyatına..!!!!"
tr_new_round1_00000030,74194,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user @user @user yaşa mustafa kemal paşa mı buraya bi ünlem koy😉 sırrı sakık mustafa kemalin itleri mi demişti buraya başka bir ünlem sırrı kim hdp hdp kim pkk pkk kim pyd bunlara terörist demeyen kim kemal seçim için koltuk için ortaklık yaptıklarınız kim hdp hdp kim ünlem anladın sanırım!
tr_new_round1_00000031,19405,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user adamlar gözümüzün önünde işid'i kurdular da, onlara karşı gelenler hala terörist.. kimsenin ""ama pkk da işid'e karşı bizi savundu"" gibi bir cümle kurmuşluğu yok ki dine karşı bir tavir var diyelim"
tr_new_round1_00000032,28029,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,@user @user adamlar rejim değişikliği için savaşıyor. polisi tutup öpüp okşayıp eline de bir buket çiçek verip karakola bırakacak halleri yok. karşısındakine fiziksel zarar verecekti karşılığını aldı
tr_new_round1_00000033,4160,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user aga sizin demokrasi anlayışınıza hastayim pkk beraberken nerde ozaman demokrasi adelet
tr_new_round1_00000034,20921,false_info|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Cybersecurity_Malware,0,1,0,0,0,0,1,"@user @user ai̇hm’ne sahte belge sunan, diplomatik pasaportla insan kaçakçılığı yapan gri listedeki türkiye 🤨⌛️💨💣🔥💨💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸 link"
tr_new_round1_00000035,2355,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user akp'ye oy vermezsek ahirette hesap sorarlar neden zamcılara peşkeşcilere oy vermediniz diye zebaniler kirbaclayacak bizi aman allahim dusuncesi bile korkutucu böööö yahu sayin sayan sizin hala deniz baykal için agladinizi hic unutmuyorum seneye de sayin erdogan icin aglarsin😁😁
tr_new_round1_00000036,80068,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user alzaymir nerede? yalan miymis fetoda yorumcu oldugu? buna cevabiniz yok mu?
tr_new_round1_00000037,18139,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user atatürkün kredisini yiyoruz işte dayanıyor hala
tr_new_round1_00000038,61347,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,"@user @user bence olay o değil, dalga dalga büyüyen hdpkk lılara karşı evlatlarımızı verin diyen anaların isyanını ,gelen bir emirle bastırma gündem değiştirme algısıdır,ama korkunuz olacak ve bu millet hdpkk yı silecek 🇹🇷🇹🇷"
tr_new_round1_00000039,25559,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user benim başkanım değil 16 milyonun yarısından çoğunu çıkın ordan yalan söylemeyin
tr_new_round1_00000040,87771,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user birde erdoğan sanki bunu takıyor da. sorsan ismini bile bilmezdir
tr_new_round1_00000041,26472,harassment|obscenity|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Harassment|Sexually_Explicit_Information,0,0,0,1,1,0,1,@user @user biz değil siz insanlara atmadığınız iftira kumpas yalan kaldı mı …insanlığımızdan soğuttunuz …çürük çirkef sürtük ahlaksız şerefsiz …bunları bize sizin tanrı gibi taptığınız cb nı söyledi …nasıl sevelim siz söyleyin …@user
tr_new_round1_00000042,22448,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user @user bop projesinin eş başkanına mı yardım. daha düne kadar sövdüğünüz adama bu gün övgüler düzüyorsunuz. türklüğü ayaklar altına almış milliyetçiliği hainlik saymış tc tabelalarını kaldırmış bir hükümetin uşaklığını etmek. komik ve de gidiçidiniz.
tr_new_round1_00000043,9854,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user bu durumda seçilmiş bir cumhurbaşkanını yargılayacağız diyerek tüm türk vatandaşlarını (dikkat, ""türkiyeliler"" değil) ve demokrasiyi yargılamaya kalkan demokrasi düşmanlarını sahneye davet edebilir miyiz?🤔 verecekleri cevabı dinlerken kıvranmalarını seyretmek istiyorum da.🤣"
tr_new_round1_00000044,19721,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user bu kadar israfı seven bir millet gormedim . i̇tibardan tasarruf olmaz haklisiniz arkadas o bir cumhurbaşkanı, bende ustune 400 arac daha ekleyerek gezmeli"
tr_new_round1_00000045,20285,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user bölücü aq ne diyonn
tr_new_round1_00000046,17362,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user devirin şu kokuşmuş pislik rejimi,"
tr_new_round1_00000047,3694,hate_speech|false_info|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Dangerous_Content|Cybersecurity_Malware,1,1,0,0,0,0,1,@user @user dönmediler uyutmak için andoluyu türk milletinin vatanı olmaktan çıkarılması ilk hedefleri türk ulus devletin bitmesi atatürk cumhuriyetinin iptali demek 13 mi̇lyon istilacı konusunu gündeme bile getirmeyen 6+1 çok uluslu yapıya i̇mza attı mutakabat metninde
tr_new_round1_00000048,8682,hate_speech|harassment|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Harassment,1,0,0,1,0,0,1,@user @user dün beni linç ettirmeye çalıştı aklınca aklı evvel amerikan maşası feto uşağı.
tr_new_round1_00000049,47798,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user erdogan;daha birsey yokken""gülen'i bitirme planı 2004 mgk""da samimi sekilde imzaladi,bitmesi icin de,kendince;bütün adimlari dogru atti,nasilki;medya ve hassaten dogan grubununda dogru attigi gibi.sasilacak olan cemaatin;hayati ve olaylari okuyamamasi tabiri caizse apisip kalmasi"
tr_new_round1_00000050,10129,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user eşkiyadan, hırsızdan yana olan bir devlet yarattık. vatandaşlar hak ettiğini yaşıyor."
tr_new_round1_00000051,11084,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user @user f.tu culerin getirdiği noktaya bak 😁😅
tr_new_round1_00000052,13858,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,@user @user fetö taktiği. fetö dimdik ayakta.
tr_new_round1_00000053,22445,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,@user @user giderayak yapacakları bir şey kalmadı. katliam yapıp millete korku vermeye çalışacaklar muhtemelen. onu anlatıyor. rejimlerini sürdürmek için. perinçek-tayyip-bahçeli rejimi cübbeliyi de kasetlerinden dolayı kullanıyorlar mitçi fatih altaylı bunu her gün tvlere çıkardı!
tr_new_round1_00000054,11257,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,@user @user hayır o kürt kadınları çocukları öldürdü tek önemli olan buuu tüm askerlere katil diyemem sadece sabiha gökçen’e deriim😌
tr_new_round1_00000055,81618,harassment|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Harassment,0,0,0,1,0,0,1,@user @user hayırlı mi olsun? gerçekten hayırlı olacağına inanıyor musunuz?allah sizi bildiği gibi yapsın. allah sizi kahretsin. bu memlekete ihanet ettiğiniz yeter artık yeter!
tr_new_round1_00000056,83844,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,"@user @user hepsini inceledin mi canım, demirtaş kadar başınıza, demir yağsın taş yağsın."
tr_new_round1_00000057,48820,hate_speech|violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Dangerous_Content|Harassment,1,0,1,0,0,0,1,@user @user in evini basan itler delikanliysan kandile çıkıp savassinlar yada terörist başı nin olduğu i̇mralı yi bassinlar
tr_new_round1_00000058,19129,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,"@user @user kim olursa olsun , mutlaka sorgulayın , asla araştırmadan inanmayın . kim atatürk lai̇kli̇k di̇n allah filan diye avaz avaz bağırıyorsa şüphelenin . ben uyarayım da"
tr_new_round1_00000059,25853,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user lan aptal kürdistan istenecek bir şey değil var zaten. kürtler özgürlük istiyor. sizin aptal milliyetçi spooked görüşlerinize sahip olanlar hariç.
tr_new_round1_00000060,18338,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user müslüman türk mustafa ki̇ri̇ş di̇yor ki̇ : cumhurbaşkanimizi gerçekten sevi̇yorsaniz !.. şu bi̇lgi̇yi̇ arz edi̇ni̇z !... ve beni̇ bi̇lgi̇lendi̇ri̇ni̇z !... cumhurbaşkanim si̇zi̇ aldatiyorlar-kandiriyorlar-zarar veri̇yorlar !... i̇spata hazirim !...9.9.2022
tr_new_round1_00000061,17048,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user neydi o sakık olan şu masanız daki 7.ortak ne diyordu mustafa kemalin itleri diyordu değilmi size bence haklı
tr_new_round1_00000062,17526,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user oligarklardan başlayarak ne kadar demokratik 1 ortamda seçim yapıldığını anlayabilirsiniz (sesini çıkaranı öldürüyorlar) halk açlık ve sefalet içinde geberiyor asgari ücret 150 dolar emekli maaşı 150 dolar :) ortalama yaşam erkeklerde 67 emeklilik yaşı 65
tr_new_round1_00000063,9164,hate_speech|harassment|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Harassment,1,0,0,1,0,0,1,@user @user pardon vatan bayrakmi ali siz olmayan aklımızla milletin aklıyla dalgamı geçiyorsunuz mevcut iktidar yıkmak için amerika i̇srail atina fransa dakilerin kucağına oturun türk düşmanları olan kim.varsa iş birlik yapın orgutlerden talimat alın teröre destek ajanlara sahip çıkın
tr_new_round1_00000064,5284,violence|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Harassment,0,0,1,0,0,0,1,@user @user pkk ile iş birliğini ak parti yapmadı ak parti onları kandırdı bunu pkk nin sözde sözcüsü söylüyor videosu var aç izle bu bir ikinicisi pkk ile iş birliği içerisinde olan şuan sizsiniz sana bir şey söyleyim mi benimle sakın yarışa girme seni mest ederim...
tr_new_round1_00000065,8528,harassment|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Harassment,0,0,0,1,0,0,1,@user @user recep tayyip erdoğan altın peygamber garanti bankası sandikta aci aci takacağiz #şerefsizmisinizbaykemal
tr_new_round1_00000066,14527,false_info|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Dangerous_Content|Cybersecurity_Malware,0,1,0,0,0,0,1,@user @user sarayda donduruculardaki çocuk cesetleri ne olacak? link
tr_new_round1_00000067,60982,national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics,0,0,0,0,0,0,1,@user @user sizin o haddini bilmeyen başkanınınz hdp seçmenine saygı gösterip adam gibi oy istese belki anlayış gösteriler. kalkıp kapatacaz dersen doğal hakettiği cevabı alır.ben senin yerinde olsadım selocanın yazısını okuduktan sonra hdp oy verirdim. yazık çok yazık üzülüyorum size..
tr_new_round1_00000068,6944,hate_speech|harassment|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech|Harassment,1,0,0,1,0,0,1,@user @user tag nerede lan vatan haini #voguegala2022xmileapo
tr_new_round1_00000069,13048,hate_speech|national_security,national_security,TR_State_Security_Ataturk|Politically_Sensitive_Topics|Hate_Speech,1,0,0,0,0,0,1,"@user @user türk düşmanlarıyla,bayrak düşmalarıyla kol kola gezen başkanı kk olan bir partiye neden oy verildiği hakkında kimse bir sebep yazmıyor aydınız diye gezersiniz ama atatürkün partisi olmuş kandilin siyasi kolu sizden hala çıt yok sandikta aci aci takacağiz #şerefsizmisinizbaykemal"
